字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
15	恭喜恩雅小姐回答正确，那实际上是本岛最畅销的一道甜品。	恭喜恩雅小姐回答正確，其實那是本島最暢銷的一道甜品。	ご名答です、エンヤ様。あれはこの島の大人気デザートなんです。	정답입니다, 아가씨. 그건 사실 이 섬에서 가장 인기가 많은 디저트랍니다.	Congratulations, Miss Enya! That is correct. It's actually the best-selling dessert on the island.						0	1.3重置
16	而各位的下一项挑战便是找到藏在码头集市中的冰淇淋车，并复刻出这道甜品。	下一項挑戰的內容就是找到藏在碼頭市集中的冰淇淋攤車，並再現這道甜品。	皆様の次の挑戦は、埠頭の市場に隠されたキッチンカーを見つけ、そのデザートを再現することです。	여러분의 다음 챌린지는 바로 부두 시장에 있는 아이스크림 차를 찾아서 해당 디저트를 만들어 내는 것입니다!	Your next challenge is to locate the ice cream cart hidden somewhere in the wharf market. Then, you'll need to recreate this dessert.						0	1.3重置
17	呵呵呵，相信以大家的实力，一定能顺利完成最后的挑战。	呵呵呵~相信以大家的實力，一定能輕鬆完成這一項挑戰。	ふふふ、皆様ほどの実力者なら、この最後の挑戦も乗り越えられると信じております。	후후후, 여러분의 실력이면 마지막 챌린지를 순조롭게 완수할 수 있을 거라 믿습니다.	Hehe~ I believe in you guys. You'll definitely be able to complete the final challenge.						0	1.3重置
18	哎，已经是最后一项挑战了吗？！	欸?這已經是最後一項挑戰了嗎?!	あれ？もう最後なの！？	어머, 벌써 마지막 챌린지야?!	Wait, it's already the last challenge!?						0	1.3重置
19	没错，我们离获胜只差最后一步了。	沒錯，我們離勝利只差一步之遙了。	ええ、優勝まであと少しですよ。	맞아, 승리까지 단 한 걸음밖에 남지 않았어.	Yes, we're just one step away from victory.						0	1.3重置
19_1	（不不不，这进度不是才过了一半吗……）	(不不不，這進度不是才過半而已嗎……)	いやいやいや、もう最後って……急すぎないか？	(아니, 아니다. 이제 겨우 절반밖에 안 됐잖아…)	(No, no, no... Isn't this only halfway through...?)						0	1.3重置
20	如果各位没有疑问了，我就带着晚宴的食材先回去了。	如果大家都沒問題的話，我就先帶晚宴的食材回去了。	もしほかの質問がなければ、ディナーの食材を持って一足先に戻りますね。	만약 더 궁금하신 사항이 없으시면 저는 먼저 저녁 연회 때 사용할 식자재를 들고 돌아가 보겠습니다.	If there aren't any other questions, I'm going to take the main ingredient for dinner back now.						0	1.3重置
21	食材？	食材？	食材？	식자재?	Ingredient?						0	1.3重置
22	啪嗒——	啪嗒——	パタ——	팔딱ㅡ	*slap—*						0	1.3重置
23	就是它哦~	就是牠喔~	これのことですよ～	바로 이것이랍니다~	Yep, there it is~						0	1.3重置
b-1											0	1.3重置
24	……海之主还是难逃一死啊。	……海之主還是難逃一死啊。	……海の主は結局、哀れな末路を辿るのか。	… 바다의 주인도 결국 죽음을 면치 못했군.	...In the end, the king bream couldn't escape its fate.						0	1.3重置
24_1	还没有找到猫汐尔吗？	還沒有找到貓汐爾嗎？	まだマーシルは見つかってないの？	아직도 캣 시에라를 못 찾았어?	Still no sign of Mauxir?						0	1.3重置
24_2	没有嘭，没有嘭~	沒有嘭，沒有嘭~	いないのサ～いないのサ～	못 찾았습니다, 펑. 못 찾았습니다, 펑~	Negative~						0	1.3重置
24_3	算了……还是先放弃搜索吧。	算了……還是先放棄搜索吧。	もういい…検索は一旦止めよう。	됐다… 일단 수색은 포기하자.	Forget it... Call off the search for now.						0	1.3重置
24_4	接下来，把无人机都集中到playername附近。	接下來，把無人機都集中到playername周圍。	ドローンを全部playernameの周囲に集めよう。	이제 드론들을 전부 playername 주변으로 모아.	Alright then — redirect all drones to converge on playername.						0	1.3重置
24_5	收到嘭~	收到嘭~	了解したのサ～	알겠습니다, 펑~	Roger~						0	1.3重置
