字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
page0.14	大木头！这不是在比赛嘛，我好像是，有点紧张了……	大木頭！這不是在比賽嘛，我好像是，有點緊張了……	ホント、バカな質問ね！勝負だからに決まってるでしょ。ちょっと……緊張しちゃって……	통나무! 시합이잖아, 나 그런 것 같아, 긴장했어…	Idiot! It's this silly contest, of course. I think I'm getting a little nervous...						0	
page0.15	哈——哈——	哈——哈——	はぁ……はぁ……	하… 하…	Haha...						0	
page0.16	啊啊！本小姐不能输……	啊啊！本小姐不能輸……	うう……負けちゃダメよ、あたし……！	아아! 이 몸은 질 수 없어…	Ahh! I can't lose to you...						0	
page0.17	芬妮瞪大了双眼，眼角开始噙着泪水。	芬妮瞪大了雙眼，眼角開始噙著淚。	ファニーはカッと目を見開いて、涙をぐっとこらえていた。	페니는 눈이 휘둥그래졌고 눈가에 눈물이 맺히기 시작했다.	Fenny tried hard to keep her eyes open, tears starting to well up.						0	
page0.18	芬妮……	芬妮……	ファニー……	페니…	Fenny...						0	
choice01	找时机与芬妮同时眨眼	找時機與芬妮同時眨眼	タイミングを見計らってファニーと同時に瞬きをする	페니와 동시에 윙크할 수 있는 기회를 캐치한다.	Try to blink at the same time as Fenny						0	
page1.1	果然，赢不过芬妮呢。	果然，贏不過芬妮呢。	やっぱり、ファニーには敵わないな。	역시 페니를 이길 수 없구나.	Seems I can't beat you, Fenny.						0	
page1.2	哼，如果是和分析员并列第一的话，本小姐倒也可以接受。	哼，如果是和分析員並列第一的話，本小姐倒也可以接受。	まっ、分析員と同率一位なら、あたしも納得かな。	흠, 분석가와 공동 1등이면 나도 받아들일 수 있어.	Hmph, guess I can live with a tie with Adjutant.						0	
page1.3	只不过，这下没有奖品了……	只不過，這下沒有獎品了……	でも、これじゃ賞品はなしね……	다만, 이번에는 상품이 없어…	Aw, but there won't be a prize for a tie...						0	
page1.4	谁说没有的，我们互相让对方答应一件事，怎么样？	誰說沒有的，我們互相讓對方答應一件事，怎麼樣？	そんなことはないよ。お互いの言うことを一回聞く、でどう？	누가 없대 우리 서로 한 가지 약속하게 할까?	Who says there's no prize? How about we both grant a wish to each other?						0	
choice02	先眨眼	先眨眼	先に瞬きをする	일단 윙크한다.	Blink first						0	
page2.1	芬妮果然很厉害呢……	芬妮果然很厲害呢……	ファニーはやっぱりすごいね……	페니 역시 대단하네…	You're really good at this, Fenny.						0	
page2.2	那当然了~	那當然了~	もちろんよ！	그럼 당연하지~	Naturally~						0	
page2.3	分析员，可别忘了我赢到的奖品哦。	分析員，可別忘了我贏到的獎品哦。	分析員、私の賞品を忘れないでちょうだいね！	분석가, 내가 받은 상품을 잊지 마.	Adjutant, don't forget the prize I won.						0	
