字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
24	冠冕堂皇地说着什么家人，保护，遮风挡雨的肉麻腔调……	冠冕堂皇地說著什麼家人，保護，遮風擋雨的肉麻腔調……	家族だからとか、見過ごすわけにはいかないとか、白々しいことばっかり言っちゃって……	무슨 가족이니, 지켜주겠다니, 비바람을 막아주겠다니 하는 겉만 번지르르한 말을 하면서…	He sounded all holier-than-thou, talking about family, protection, and taking shelter. It was so corny...						0	
25	见不得光的事情他自己来，轮到鲜花和掌声的时候就把我们推到前面去了。	見不得光的事情他自己來，輪到鮮花和掌聲的時候就把我們推到前面去了。	汚れ仕事は全部自分でやろうとするし、せっかくの名誉も名声も他の隊員に譲っちゃうし。	감춰야 할 일은 자기가 하고, 꽃과 박수를 받을 때는 우리를 앞으로 밀어내곤 했어.	He got his hands dirty behind the scenes, but he pushed us to the forefront to take all the credit.						0	
26	名声，尊严，荣誉……本小姐是喜欢这些东西，但他怎么就不明白跟那些无谓的褒赞比起来，我更想要的是他……	名聲，尊嚴，榮譽……本小姐是喜歡這些東西，但他怎麼就不明白跟那些無謂的褒贊比起來，我更想要的是他……	もちろん、あたしは名誉とか尊厳は大好きよ。でも、あたしが欲しいのはそんな上辺だけの言葉じゃないのよ。あたしが一番欲しいのは、あの人なのに……なんで肝心のところが分からないのよ？	명성, 자존심, 명예… 이 몸은 그런 것들을 좋아하지만, 쓸데없는 칭찬보다 내가 더 원하는 게 그 사람이라는 것을 그는 왜 모르는 걸까…	Fame, pride, honor... I like all of those things. But why didn't he understand... I wanted him more than meaningless praise like that...						0	
27	为知己者死，为悦己者容。	為了他，一直努力到現在。	あたしはその人のためにここまで頑張ってきたのに。	자신을 알아주는 사람을 위해서라면 목숨을 바칠 수 있고, 자신이 사랑하는 사람을 위해서라면 아름다움을 갖출 수 있어.	Sacrifice yourself for someone who understands you, and make yourself beautiful for someone who appreciates you.						0	
28	海姆达尔的黄金狮子，以这种新的立场和身份活着之后，本小姐的确……再也没有输给过任何人！	海姆達爾的黃金獅子，以這種新的立場和身分活著之後，本小姐的確……再也沒有輸給過任何人！	ヘイムダルのライオンハートとして生きるようになってから、あたしはどんな相手にも負けたことはなかったわ！	헤임달의 라이언 하트는 그런 새로운 입장과 신분으로 살게 된 후로… 단 한 번도 누구에게도 지지 않았어!	After accepting this new position and title, as Heimdall's Lionheart... I'll never lose to anyone ever again!						0	
29	但这种胜利到了最近却建立在由他自己冲在前面，代替我去跟越来越歹毒危险的敌人作战的前提下……	但這種勝利到了最近卻建立在由他自己衝在前面，代替我去跟越來越歹毒危險的敵人作戰的前提下……	でも、最近はそれすらも違ってきた。あの人が最前線で危険を対処してるから、あたしは安全に仕事をしていられる。そんな状況がどんどん増えていって……	그러나 이런 승리가 최근에는 그가 대신 앞장서서, 갈수록 위험한 적들과 싸운다는 전제하에 있더라고…	But that victory is thanks to him rushing ahead of us, facing off against increasingly dangerous enemies in my place...						0	
30	直到今天。	直到今天。	今だってそうよ。	오늘까지 말이야.	All the way up until today.						0	
31	喂，好歹说句话吧，星期三？别让我一个人在这里念叨好不好？我……我还不想被人当成是人老珠黄，喜欢碎碎念的……	喂，好歹說句話吧，星期三？別讓我一個人在這裡念好不好？我……我還不想被人當成人老珠黃，喜歡碎念的……	ねぇ……ウェンズデーもなんか言いなさいよ！あたしだけ喋ってるじゃない。これじゃ……まるで口煩いおばさんみたいでしょ……	야, 그래도 말 좀 하자, 웬스데이? 나 혼자 중얼거리게 내버려두지 말아 줄래? 난… 아직 그렇게 보이기 싫단 말이야, 혼자 이것저것 중얼거리는 늙은이처럼…	Hey, Wednesday, can't you say something? Don't make me talk to myself, alright? I... don't want people to think I'm some old hag who can't shut up.						0	
32	你想让我说什么。	你想讓我說什麼。	なにが聞きたい？	내가 무슨 말을 해주길 바라?	What do you want me to say?						0	
33	藏于阴影中的她倏然间开口，冰冷的语调里满是不容置喙的威仪。	藏於陰影中的她倏然間開口，冰冷的語調裡滿是不容置喙的威儀。	影に隠れていた彼女は、威厳に満ちた冷たい口調でそう切り出した。	그늘에 가려진 그녀가 불쑥 입을 열었고, 차갑게 내뱉은 말들에는 불만이 가득했다.	She suddenly spoke up from the shadows, her cold voice full of unquestionable authority.						0	
34	我们刚刚……失去分析员了，是吗？	我們剛剛……失去分析員了，是嗎？	あたし達はさっき……分析員を見殺しにした、そうでしょ？	우리 방금… 분석가를 잃은 거지, 맞지?	We just... lost the Adjutant, right?						0	
35	……	……	……	…	...						0	
36	你，我，我们两个，刚刚眼睁睁地看着那个女人把分析员给——	你，我，我們兩個，剛剛眼睜睜地看著那個女人把分析員給——	ねぇ、そうでしょ？あんたとあたしの眼の前で、あの女が分析員を——	너, 나, 우리 둘이 보는 데서 그 여자가 분석가를…	You and I, we just watched that woman toss the Adjutant int—						0	
37	对，没错。罗赞·赫瓦雷纳在我们面前，把分析员从这座浮空城上给扔下去了。	對，沒錯。羅贊·赫瓦雷納在我們面前，把分析員從這座浮空城上丟下去了。	ああ、そうだ。彼女は私達の目の前で、分析員をここから投げ落とした。	그래 맞아. 로잔 크바레나는 우리 앞에서 분석가를 이 부양 도시에서 던져버렸어.	Yes, that's right. Rozan Khwarenah threw the Adjutant off the floating city right before our eyes.						0	
38	为什么会发生这种事？	為什麼會發生這種事？	な、なんでこんなことに……	왜 이런 일이 일어났을까?	How did this happen?						0	
39	你说呢？	你說呢？	どうしてだと思う？	어떻게 생각해?	You tell me.						0	
40	是因为我不够强，动作不够快，没来得及在那座酒店里就把分析员给救出来吗……	是因為我不夠強，動作不夠快，沒來得及在那間酒店就把分析員救出來嗎……	あたしが弱くて、モタモタしてるせいで、ホテルから分析員を助け出せなかったから……	내가 강하지 못해서, 동작이 느려서, 그 호텔에서 분석가를 미처 구하지 못해서일까…	It's because I wasn't strong enough, I didn't react fast enough, and I was too late to save the Adjutant from that hotel...						0	
41	对。你慢了，你没能阻止罗赞带走他。	對。你慢了，你沒能阻止羅贊帶走他。	ああ、そうだ。お前がロザンの手から彼を救出できなかったせいだ。	그래, 네가 늦었어. 로잔이 그를 데려가는 걸 막지 못한 거야.	Correct. You were slow. You couldn't stop Rozan from taking him.						0	
42	也因为我没有力量……像你现在所拥有的那种力量，所以刚刚才没办法突破到敌人面前，把他抢回来？	也因為我沒有力量……像你現在所擁有的那種力量，所以剛剛沒辦法突破到敵人面前，把他搶回來？	それだけじゃない。……あんたみたいな力を持たないから、敵の元まで駆けつけて、彼を奪い返すことができなかった。	내가 힘이 없어서… 지금 네가 가진 그 힘이 없어서, 아까 적 앞까지 돌파해서 그를 빼앗을 수 없었던 거야?	Was it because I don't have... the same power you do? So I couldn't fight my way through and rescue him from the enemy just now?						0	
43	嗯。你被那些杂碎绊住脚步了，脱了节。	嗯。你被那些雜碎絆住腳步了，脫節了。	ああ、そうだ。お前が雑魚に足を取られすぎたせいだ。	응. 너는 그 자질구레한 것들에 발이 묶여버린 거야.	Yes. You got held up by those grunts and lost your rhythm.						0	
44	我……输了？我真的输了……	我……輸了？我真的輸了……	あたしが……負けた？本当に、あたしが……	내가… 졌다고? 내가 진짜 졌다고…	Did I just... lose? Ugh, I lost...						0	
45	输了。在最重要的事情上输了。	輸了。在最重要的事情上輸了。	ああ、そうかもしれないな。	졌어. 가장 중요한 일에서 졌어.	You lost. When it came to the most important thing, you lost.						0	
46	……！	……！	……！	…!	...!						0	
47	少女不明白，眼前的人怎么可以用这样云淡风轻的姿态说出这些真相……	少女不明白，眼前的人怎麼可以用這樣雲淡風輕的姿態說出這些真相……	目の前の人間はなぜこうも淡々と真実を語れるのかと、少女は憤った。	소녀는 이해할 수 없었다. 눈앞의 사람이 어떻게 그렇게 태연한 어조로 진실을 말할 수 있는지…	The girl didn't understand how the person in front of her could lay out the truth so plainly...						0	
48	明明自己只是坐在这里，就能真切地感受到对方身上那莫大的愤怒和痛苦。明明对方此时应该远比自己还要更伤心欲绝，更疯魔痴狂才对……	明明自己只是坐在這裡，就能真切地感受到對方身上那莫大的憤怒和痛苦。明明對方此時應該遠比自己還要更傷心欲絕，更瘋魔癡狂才對……	ここに座っているだけでも、相手が抱いている莫大な怒りと苦しみを感じ取れるからだ。相手が自分よりも遥かに苦しんでいるのは明白。なのに……	분명 여기 앉아 있는 것만으로도 상대방의 엄청난 분노와 고통을 느낄 수 있었다. 분명 상대방은 지금 자신보다 훨씬 더 비통하고 미쳐 날뛰어야 마땅했다…	Even just sitting before her, Fenny could sense the immense anger and pain of the person opposite her. She should have been even more heartbroken, filled with even more madness than Fenny at that moment...						0	
49	你现在到底是里芙，还是……奥丁？	你現在到底是里芙，還是……奧丁？	今のあんたはどっちなの。リフ？それともオーディン？	너 지금 리브야, 아니면… 오딘이야?	Are you Lyfe or... Odin right now?						0	
50	你呢？说出这些话，你是芬妮·戈尔登吗。	你呢？說出這些話，你是芬妮·戈爾登嗎。	お前こそなんだ？本当にファニー·ゴールデンなのか？	그럼 넌? 이런 말을 하는 네가 페니 골든 맞아?	How about you? Are you Fenny Golden?						0	
51	像是陡然间把一块软木塞楔进了自己的喉咙里……她被对方这一句话问得哑口无言。	像是陡然間把一塊軟木塞楔進了自己的喉嚨裡……她被對方這句話問得啞口無言。	その一言で口を塞がれたように、彼女は押し黙った。	그건 마치 코르크 조각을 목에 쑤셔 넣는 것 같은 기분이었다… 그녀는 상대방의 질문에 어안이 벙벙해졌다.	She felt as if her throat had suddenly been stopped by a cork... This question left her speechless.						0	
52	你知道我现在在想什么吗。	你知道我現在在想什麼嗎。	私の考えていることが分かるか。	내가 지금 무슨 생각을 하고 있는지 알아?	Do you know what I'm wondering right now?						0	
53	我在想这是哪儿？什么地方？我们两个到底为什么会出现在这里，又在等待着什么。	我在想這是哪裡？什麼地方？我們兩個到底為什麼會出現在這裡，又在等待著什麼。	ここはどこで、私達はなぜここにいるのか、そして何を待っているのかを考えているんだ。	여기가 어딘지, 어떤 곳인지, 우리 둘이 대체 왜 여기 나타났는지, 또 무엇을 기다리고 있는지. 난 이런 걸 생각하고 있어.	I'm wondering where we are. What are we doing here? What are we waiting for?						0	
54	这重要吗？	這重要嗎？	それって重要なこと？	그게 중요해?	Is that important?						0	
55	重要。	重要。	そうだ。	중요해.	It is.						0	
56	很重要？	很重要？	ほんとうに？	정말 중요해?	Really important?						0	
57	很重要。	很重要。	ああ、とても大事なことだ。	중요해.	Really important.						0	
58	因为只有弄清楚了才能知道之前发生的那一切，你正害怕着的那一切……到底是不是真的。	因為只有弄清楚了才能知道之前發生的那一切，你正害怕的那一切……到底是不是真的。	それを確かめないことには、何も始まらない。ここでの出来事……お前の怯えていることが、本当なのかどうか。	왜냐하면 이런 걸 알아야 그전에 있었던 모든 것, 네가 지금 두려워하고 있는 그 모든 것이… 정말인지 아닌지 알 수 있기 때문이야.	Only by confronting what has happened and facing your deepest fears can you discover the truth.						0	
59	我不明白。	我不明白。	言っている意味がわからないわ。	난 이해가 안 돼.	I don't understand.						0	
60	我也不明白。所以得让明白的家伙滚出来，自己亲口解释给我们听。	我也不明白。所以得讓明白的傢伙滾出來，自己親口解釋給我們聽。	私もだ。だからその真相を知る者に、直接説明させる。	나도 이해가 안 돼. 그래서 알고 있는 놈이 나와서 직접 설명해 줬으면 좋겠네.	I don't either. So we need the one who does understand to come out and explain it to us in person.						0	
61	怒目圆睁，长身而立，她从包裹着自己的那团阴影中现身，用雷光将眼前原本黑暗迷蒙的空间瞬息照亮。	怒目圓睜，長身而立，她從包裹著自己的那團陰影中現身，用雷光將眼前原本黑暗迷濛的空間瞬息照亮。	彼女は目を見開くと、席を立って、影から姿を現わした。それと同時に雷光が走り、暗い空間を一瞬にして明るく照らした。	눈을 부릅뜨고 길게 몸을 세운 채, 그녀는 자신을 감싸고 있는 그늘 속에서 모습을 드러내며 번개 빛으로 눈앞의 어둡던 공간을 순식간에 밝혔다.	Eyes wide and back straight, she emerged from the shadows engulfing her. She then used lightning to instantly illuminate the dark, obscure area in front of her.						0	
62	装死装的差不多了吧，小鬼。	給我滾出來，臭小鬼。	出てこい、クソガキ。	죽은 척 그만 좀 하지, 꼬마야.	You've played dead long enough, brat.						0	
63	啊……原来被发现了吗，嘻嘻嘻。	啊……原來被發現了嗎，嘻嘻嘻。	あちゃ～。バレていたとは……ふふふ。	아… 들켰나, 하하하.	Ah... You got me, hehehe.						0	
64	在她的威慑下显露身形的是体态娇小的少女。而随着少女的现身，原本坐在椅子中的芬妮忽然身体一软，委顿在地，顷刻后消失不见。	在她的威懾下顯露身形的是體態嬌小的少女。而隨著少女的現身，原本坐在椅子中的芬妮忽然身體一軟，委頓在地，頃刻後消失不見。	彼女の威嚇に合わせて、小柄な少女が姿を現した。彼女の登場に合わせて、椅子に座っていたファニーが急に気を失い、椅子から崩れ落ちると、一瞬で消えていなくなった。	그녀의 위압에 눌려 모습을 드러낸 건 체구가 작은 소녀였다. 소녀가 나타나자 의자에 앉았던 페니는 갑자기 몸이 나른해져 땅바닥에 주저앉더니 순식간에 사라졌다.	Lyfe's intimidation caused the petite girl to reveal herself. As she walked into the light, Fenny suddenly went limp, falling out of her chair and disappearing instantaneously.						0	
65	你对芬妮做了什么。	你對芬妮做了什麼。	ファニーになにをした。	페니한테 무슨 짓을 한 거야.	What did you do to Fenny?						0	
66	没什么，只是让她稍微“睡一下”。看样子你已经完全驯服了“奥丁”，她不像你，她还没有找到她和“赫拉”之间应有的关系。	沒什麼，只是讓她稍微「睡一下」。看來你已經完全馴服了「奧丁」，她不像你，她還沒有找到她和「赫拉」之間應有的關係。	なんもしてないよ。ちょっと「眠ってもらってる」だけ。すでに「オーディン」を手懐けているようだね。あなたと違って、この人はまだ「ヘーラー」と和解してなさそうだけど。	별거 아니야, 그냥 좀 '잠들게' 해줬을 뿐이야. 보아하니 너는 이미 '오딘'을 완전히 길들인 것 같네. 아쉽게도 그녀는 아직 '헤라'와의 적절한 관계를 찾아내지 못했어.	Nothing. I'm just letting her "sleep" for a bit. It seems like you've completely tamed Odin. Fenny isn't like you — she hasn't found the right relationship between herself and Hera.						0	
67	所以……为了一会儿解释起来不麻烦，就只说给懂的人听喽。	所以……為了等一下解釋起來不麻煩，就只說給懂的人聽嘍。	だから、面倒なことになる前に、まずは事情を聞いてくれそうな人にだけ説明しようと思って。	그래서… 이따가 설명하기 귀찮지 않게, 알아들을 사람한테만 들려주는 거야.	So... to save myself the trouble, I'm only going to explain this to someone who understands.						0	
68	带着幽蓝的荧光，“埃达”背负双手，漫不经心地在里芙面前来回踱步。	帶著幽藍的螢光，「埃達」背負雙手，漫不經心地在里芙面前來回踱步。	青い光とともに、「エッダ」は両手を後ろに回し、リフの前をぶらぶらと歩き回ってみせた。	짙은 남색의 형광빛을 띠며 '에다'는 뒷짐을 진 채 무심히 리브 앞을 왔다가 갔다가 하면서 걸었다.	Enveloped in a faint blue glow, "Edda" rested her hands behind her back, slowly and casually pacing in front of Lyfe.						0	
69	我知道你不是槲寄生空间站里的那个埃达，不管你是什么东西，只要你还在，分析员就应该还活着才对。	我知道你不是槲寄生太空站裡的那個埃達，不管你是什麼東西，只要你還在，分析員就應該還活著才對。	お前がヤドリギ宇宙ステーションの中のエッダではないことぐらい知っているし、正体がなんであれ、お前がいる限り、分析員も生きているはずだ。	네가 미스틸테인 우주 정거장에 있는 에다가 아니라는 걸 알고 있어. 네가 무엇이든 간에, 네가 있는 한 분석가는 분명 살아 있어야 해.	I know you're not the Edda from Mistilteinn Station. But I don't care what you are. If you're here, that means the Adjutant is most likely still alive.						0	
70	告诉我，他在哪儿。	告訴我，他在哪裡。	吐け。分析員は、今、どこにいる？	말해, 어디 있는지.	Tell me where he is.						0	
71	她在压抑着自己的愤怒，但显然眼前的小女孩没能捕捉到这一点。	她在壓抑著自己的憤怒，但顯然眼前的小女孩沒能捕捉到這一點。	彼女は怒りを押し殺している。目の前の少女は、そのことに気付いていないようだ。	그녀는 자신의 분노를 억누르고 있었지만, 눈앞의 소녀는 그것을 포착하지 못한 듯했다.	She was holding back her anger, but the little girl in front of her obviously didn't catch on.						0	
72	哇，真是神奇！你竟然能看出我和他的关系——	哇，真是神奇！你竟然能看出我和他的關係——	ワオ！すごいね！私と彼との関係が分かるなんて——	와 신기하네! 나랑 그의 관계를 알아차리다니…	Wow, that's incredible! You can actually see the relationship between me and hi—						0	
73	注意你那张嘴。	注意你那張嘴。	口を慎め。	입조심해.	Watch your mouth.						0	
