字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
13	所以这是您上一次，第一次用那种方法进行预演……所留下来的信息吗？	所以這是您上一次，第一次用那種方法進行預演……所留下來的信息嗎？	これは……前回の「あなた」が予行演習したときに得た情報、なんですか？	그럼 이게 지난번에 처음으로 그 방법을 쓰면서… 남겨진 정보인가요?	So this is all of the information... from the first time to the last time you rehearsed everything?						0	
14	您拒绝让那名酒保来治疗芬妮小姐，然后……与她动起手来，最终被她杀掉了……	您拒絕讓那名調酒師來治療芬妮小姐，然後……與她動起手來，最後被她殺掉了……	ファニーさんを手当てしようとするバーテンダーを断ると……彼女と喧嘩になって、殺された……	당신은 바텐더가 페니를 치료하는 것을 거절했고… 그러다 그녀와 싸우게 되면서, 결국 그녀에게 죽임을 당했죠…	You refused to let that bartender treat Fenny, and then... you fought her, and she ultimately killed you...						0	
15	没错。我甚至连她是谁都还没搞清楚。	沒錯。我甚至連她是誰都還沒搞清楚。	そうだ。当時は彼女の正体も知らなかった。	맞아. 나는 심지어 그녀가 누구인지도 아직 정확히 알지 못해.	Right. I haven't even figured out who she is yet.						0	
16	……在这种前提下，您就已经想到这种方法……预想着有一天这些封存在我体内的泰坦物质里所包含的信息，会被我们的敌人所捕捉到……	……在這種前提下，您就已經想到這種方法……預想著有一天這些封存在我體內的泰坦物質裡所包含的資訊，會被我們的敵人所捕捉到……	……そういう状況で、この方法を思いついたのですか？私の体に残したタイタン物質の情報が、敵に読まれることを予想して……	… 그런 전제하에 이런 방법을 생각해 내시다니… 언젠가 제 안에 들어 있는 타이탄 물질에 담긴 정보들이 적들에게 포착될 것을 예상하면서…	...With that knowledge, you came up with this plan... You're guessing our enemies will eventually get their hands on the information in the Titagen sealed within my body...						0	
17	所以我说这是个荒唐到连我自己都完全没把握的坏主意，茉莉安……你实在没必要陪我吃这种苦头……	所以我說這是個荒唐到連我自己都完全沒把握的壞主意，茉莉安……你實在沒必要陪我吃這種苦頭……	だから、自分でも自信がなかったんだ。マリアンが私に付き合う必要だって……	그래서 나조차도 전혀 자신이 없는 나쁜 아이디어라고 했잖아, 마리안… 너 나랑 같이 이런 고생을 할 필요가 없는데…	That's why I said it was a bad idea, that I'm not even confident in it. Marian... you don't need to shoulder this pain with me.						0	
18	眼下……正站在我面前的这个您，也是由泰坦物质所制作出的投影吗？	眼下……正站在我面前的這個您，也是泰坦物質製作的投影嗎？	今、私の目の前にいるあなたも、タイタン物質でできた投影なのですか？	그럼… 지금 제 앞에 서 있는 당신도 타이탄 물질로 이루어진 투영인가요?	Right now... is the "you" standing in front of me also a projection made of Titagen?						0	
19	啊……是，是的。	啊……是，是的。	え？あ、ああ、そうだ。	아… 응, 맞아.	Ah... Y—Yeah.						0	
20	真是神奇！只凭我的话……完全分辨不出来呢。如果是里芙小姐，或者凯茜娅小姐那样对泰坦物质更有了解的人的话，或许可以做到也说不定……	真是神奇！只憑我的話……完全分辨不出來呢。如果是里芙小姐，或是凱茜婭小姐那樣對泰坦物質更有了解的人的話，或許可以做到也說不定……	すごいですね……私では見分けがつけません。リフさんやカーシアさんのように、タイタン物質に詳しい人達なら、できるのかもしれませんが……	신기하네요! 제라면… 절대 구분할 수 없을 것 같아요. 리브나 캐시아처럼 타이탄 물질에 대해 더 잘 아는 사람이라면 구분할 수 있을지도 모르겠지만…	It's incredible! I... can't even tell a difference. Maybe if it was someone who knows more about Titagen, like Lyfe or Katya, they'd be able to tell...						0	
21	茉莉安……	茉莉安……	マリアン……	마리안…	Marian...						0	
22	……那就意味着我们的敌人，也有可能做到这一点，也有可能在任何时间分辨出眼前的您是……假的，对吗？	……那就意味著我們的敵人，也有可能做到這一點，也有可能在任何時間分辨出眼前的您是……假的，對嗎？	……つまり、私達の敵も同じことができるし、いつでも「あなた」の正体を見破れるってことですか？	… 그 말인즉, 우리의 적도 구분해 낼 수 있고, 눈앞에 있는 당신이… 가짜라는 걸 알아낼 수 있다는 말씀이죠?	...That means our enemy could do that too. She'd also be able to tell if you're... a fake, right?						0	
23	嗯。我之所以会想让你帮我做这种事，也是在赌这种可能性——当敌人发现眼前的“我”是假的……	嗯。我之所以會想讓你幫我做這種事，也是在賭這種可能性——當敵人發現眼前的「我」是假的……	そうだ。君に手伝ってもらいたいのも、その可能性に賭けているからだ。目の前の「私」が偽物だと気付いて……	그래. 내가 너한테 이런 일을 도와달라고 한 것도 그런 가능성을 위한 것이야. 적이 눈앞의 '내'가 가짜라는 걸 알게 된다면…	Right. I want your help with this so I can take a gamble on that possibility. When our enemy finds out that the "me" in front of her is fake...						0	
24	那么，那个时候大概率已经被俘的我，以及我手腕里封存的这些……他们就会以为是真的。	那麼，那時候有可能已經被俘虜的我，以及我手腕裡封存的這些……他們就會以為是真的。	その時点で捕虜になっている私の腕に刻印されたこれに気づけば、向こうは逆に勘違いする、というわけですね。	그러면 그때 아마 포로가 된 저와, 제 손목에 봉인되어 있는 이것들도… 그들은 진짜라고 생각하겠죠?	By that time, I'll probably already be captured. And they'll think... this stuff sealed in my wrist is real.						0	
25	只能说有成功的可能，但也不是一定。	只能說有成功的可能，但也不是一定。	まあ、可能性の話だ。事態が必ずそういう風に運ぶという保証もない。	성공 가능성이 있긴 하지만, 꼭 그렇게 된다는 보장은 없어.	There's a chance it could work, but it's not a surefire plan.						0	
26	足够了。	足夠了。	十分ですよ。	그걸로 충분해요.	It's enough.						0	
27	她眯着眼睛，开心地笑着，视线牢牢地锁定在她手腕上被我植入了泰坦物质的地方。	她瞇著眼睛，開心地笑著，視線牢牢地鎖定在她手腕上被我植入了泰坦物質的地方。	彼女は嬉しそうに目を細めながら、私にタイタン物質を埋め込まれた腕をじっと見つめた。	그녀는 눈을 가늘게 뜨고 환하게 웃었고, 내가 타이탄 물질을 심은 손목에 시선을 고정했다.	She squinted as she smiled happily, her gaze firmly locked on the area of her wrist where I'd implanted the Titagen.						0	
28	如果做到这个地步都还不能战胜这次的敌人的话，我也会用我自己的性命来换取您的安全的。	如果做到這個地步都還不能戰勝這次的敵人的話，我也會用我自己的性命來換取您的安全的。	もし、これでも敵に勝てない時は、私が命に代えてでもあなたを守るだけです。	만약 이 지경까지 해서도 이번의 적을 이기지 못한다면, 제 목숨을 희생하는 한이 있어도 당신을 지켜낼 거예요.	If you still can't defeat the enemy this time, I'll sacrifice my life in exchange for your safety.						0	
29	我不会让那种事情发生的。	我不會讓那種事發生的。	そんなことはさせない。	난 그런 일이 일어나게 하지 않을 거야.	I'll never let that happen.						0	
30	……嗯，我相信您！	……嗯，我相信您！	……ええ、信じていますよ。	… 네, 믿을게요!	...Okay, I trust you!						0	
31	您知道吗……分析员，直到刚才您冲进来，找到我为止，我一丁点都不觉得害怕……	您知道嗎……分析員，直到剛才您衝進來，找到我為止，我一丁點都不覺得害怕……	分析員さん……あなたが部屋に入って、私を見つけてくれるまで、私は一回も怯えたりしませんでした。	혹시 아시나요… 아까 분석가님이 뛰어 들어와서 저를 찾을 때까지, 저는 하나도 안 무서웠어요…	You know something, Adjutant...? Up until you ran in and found me just now, I wasn't scared at all...						0	
32	漆黑的房间角落里，我把茉莉安紧紧地抱在怀中。她只用一只手臂勾着我的脖子，像是什么终于等到主人回家了的小动物一样，把脸埋在我的脖颈里，不住地磨蹭着。	漆黑的房間角落裡，我把茉莉安緊緊地抱在懷裡。她只用一隻手臂勾著我的脖子，像是什麼終於等到主人回家了的小動物一樣，把臉埋在我的脖頸裡，不住地磨蹭著。	暗い部屋の隅っこで、私はマリアンを力強く抱きしめた。彼女は片方の腕を私の首に回して、待ちわびていた飼い主がやっと帰宅してきた小動物のように私の首筋に顔を埋め、頬をすり合わせた。	캄캄한 방구석에서 나는 마리안을 꼭 껴안았다. 그녀는 내 목을 한 쪽 팔로만 끌어안은 채, 마치 주인이 집에 올 때까지 하루 종일 기다렸던 반려동물처럼 내 목덜미에 얼굴을 묻고 꾸물거렸다.	I hugged Marian tightly in the corner of the dark room. She wrapped one arm around my neck like an animal whose owner finally came back home, burying her face in my neck and rubbing it back and forth.						0	
33	而随着她那细密的动作，某些温热湿润的东西正渐渐涂满我的侧脸。	而隨著她那細密的動作，某些溫熱濕潤的東西正漸漸塗滿我的側臉。	そのゆっくりとした動きとともに、暖かくて湿っぽいなにかが私の頬を濡らした。	그녀의 촘촘한 움직임과 함께 뭔가 따뜻하고 촉촉한 것이 내 옆얼굴을 가득 채우고 있었다.	I then felt something warm and wet spreading on my cheek with her faint movements.						0	
34	从最一开始，我就一直相信着您！	從最一開始，我就一直相信著您！	初めから、あなたのことを信じていました！	전 처음부터 당신을 믿고 있었어요!	From the very beginning, I've always believed in you!						0	
35	我知道这次的敌人有多么强大，多么可怕……但我还是相信您能成功。哪怕我会死在那个女人手里，我也毫不怀疑您会挫败她的阴谋……	我知道這次的敵人有多強大，多麼可怕……但我還是相信您能成功。即使我會死在那個女人手裡，我也毫不懷疑您會挫敗她的陰謀……	今回の敵の強さと怖さは、私もよく理解しています。でも、あなたなら勝てると信じていたのです……例え自分が敵の手にかかったとしても、あなたなら彼女の陰謀を暴けると……	이번 적이 얼마나 강력하고 무서운지 알고 있어요… 그래도 저는 당신이 성공할 거라고 믿어요. 제가 그 사람의 손에 죽는 한이 있더라도, 당신이 그 사람의 음모를 짓부수리라 조금도 의심하지 않아요…	I know how strong and how scary our enemy is this time... but I still believed you could do it. Even if that woman killed me, I was absolutely sure you would be able to take her down...						0	
36	在所有人都想不到的环节上下手，连此刻不握在自己手中的筹码都一并押上去，然后……亲自闯进最危险的赌局……	在所有人都想不到的環節上下手，連此刻不握在自己手中的籌碼都一並押上去，然後……親自闖進最危險的賭局……	誰も予想できないタイミングで、未来の自分のチップ……自らの命まで、すべて賭けることができるなんて……	아무도 생각지 못한 곳에서 손을 뻗어, 손에 없는 칩까지 한꺼번에 걸고 나서… 가장 위험한 도박판에 직접 뛰어드신 거네요…	You made a move at an unexpected stage in the game, betting chips you didn't even have yet, and then... you threw yourself into this deadly gamble...						0	
37	哈啊——您的这份冷酷与疯狂，是那些抱着明确目的为恶的坏人们，无论如何都不能理解，不能想象的……	哈啊——您的這份冷酷與瘋狂，是那些抱著明確目的為惡的壞人們，無論如何都不能理解，不能想像的……	ふふ……あなたの持つ冷静さと狂気は、明確な目的を持って悪事を働いている者には、理解も想像も出来ないでしょう。	하아… 당신의 이 냉혹함과 광기는 분명한 목적을 가지고 악을 행하는 나쁜 사람들이 도저히 이해할 수 없고 상상할 수 없는 것일 텐데…	Hah— Those bad guys with ulterior motives can't comprehend or even imagine your ruthless madness...						0	
38	对不起——	對不起——	……ごめん。	미안해…	I'm sorry—						0	
39	嗯……为什么要道歉呢，分析员。您没有蒙蔽我呀，更没有把我……排除在您的计划之外。	嗯……為什麼要道歉呢，分析員。您沒有蒙蔽我呀，更沒有把我……排除在您的計劃之外。	ふふ……どうして謝るのですか？分析員さん。私を騙したわけでも……計画から外したわけでもないのに。	음… 왜 사과하시죠? 분석가님, 당신은 저를 속이지도, 저를 당신의 계획에서… 배제하지도 않으셨잖아요.	Huh...? Why are you apologizing, Adjutant? You didn't lie to me, and you didn't leave me out of your plan.						0	
40	请您把我……当成鱼饵，当成是出千用的鬼牌，抛出去吧。	請您把我……當成魚餌，當成是出千用的鬼牌，拋出去吧。	私をエサとして、イカサマするときの切り札として、扱ってください。	저를… 미끼로, 조커 카드라고 생각하고 던져 주세요.	Please use me... as bait. I'll be your trump card. Just throw me out.						0	
41	不。	不。	いや。	아니.	No.						0	
42	哈呃——分析员？	哈呃——分析員？	……分析員さん？	하앗… 분석가님?	Huh—? Adjutant?						0	
43	这一次，你和我，我们两个，都是鬼牌。	這次，你和我，我們兩個，都是鬼牌。	今回の切り札は、君と私のふたりだ。	이번에는 너와 나, 우리 둘 다 조커 카드야.	This time, you and I are both... trump cards.						0	
44	就像很久之前我们说好的……像您答应过我的那样，您带着我一起……成为了新恒提罗赌局上的鬼牌。	就像很久之前我們說好的……像您答應過我的那樣，您帶著我一起……成為了新恆提羅賭局上的鬼牌。	昔、約束してくれましたよね。私を、ニューガントラでの切り札にしてくれるって。	오래전에 약속했던 것처럼… 말씀하셨던 것처럼, 저와 함께… 뉴헨틸로 도박판의 조커가 되었죠.	Just like you promised me a long time ago... You brought me with you, just like you promised... to be a trump card in this gamble in New Hentiro.						0	
45	而现在，我们成功了吗？	而現在，我們成功了嗎？	私達は、勝てたのですか？	이제 저희는 성공했을까요?	So did we do it?						0	
46	嗯。我们成功了。罗赞没能污染恒沙，她中计了。	嗯。我們成功了。羅贊沒能汙染恆沙，她中計了。	ああ。ロザンはゴウシャを汚染できなかった。彼女はまんまと罠に嵌ったよ。	응, 우린 성공했어. 로잔은 항사를 오염시키지 못했고, 우리의 계략에 빠졌지.	Yes. We did it. Rozan didn't contaminate GANGES. She took the bait.						0	
47	哈……真好……	哈……真好……	ふふ……よかったです……	하… 다행이네요…	Hah... wonderful...						0	
48	她把虚弱的身体里仅存的最后一丝力气也用到了我的脖子上，将我捆缚得更紧了。	她把虛弱的身體裡僅存的最後一絲力氣也用到了我的脖子上，將我捆縛得更緊了。	彼女は最後の力を振り絞り、もうひとつの腕を私の首に回してきた。	그녀는 허약한 몸에 남은 마지막 힘을 다해 내 목을 꼭 끌어안았다.	She used the last vestiges of strength in her weak body to hold me even tighter.						0	
49	在一个人忍耐了那么久之后……我终于……能为您做到些什么了。	在一個人忍耐了那麼久之後……我終於……能為您做到些什麼了。	随分長く我慢を続けて来ましたけど……やっと……あなたの力になれましたね。	오랜 인고를 끝에… 제가 드디어… 당신을 위해 무언가를 해냈네요.	After bearing this for so long... I finally... did something for you.						0	
50	勇敢的雏鸟啊……你何止是“做到了些什么”……	勇敢的雛鳥啊……你何止是「做到了些什麼」……	勇気ある雛鳥よ。君がしてくれた働きは、「力になれた」以上のものさ……	용감한 어린 새여… 넌 '무언가를 해낸' 그 이상으로 잘한 거야…	Brave fledgling... you did far more than "something"...						0	
51	您，您说的是真的吗？！我们……我们真的做到了？我们保护了恒沙？！	您，您說的是真的嗎？！我們……我們真的做到了？我們保護了恆沙？！	ほ、本当ですか！？俺達は、本当にゴウシャを守れたんですか！？	당신, 그 말이 사실입니까?! 저희가… 정말 해냈나요? 저희가 항사를 지켰다고요?!	A—Are you for real!? We... actually did it? We protected GANGES!?						0	
52	没错。罗赞并不知道她让金雅妍用原型终端上传的那些黑数据，实际上是流进了你们的大脑里。	沒錯。羅贊並不知道她讓金雅妍用原型終端上傳的那些黑數據，實際上是流進了你們的大腦裡。	そうだ。ロザンは気づいていなかったのだ。キムが端末でアップロードした偽データはゴウシャにではなく、お前達の脳内へ流れ込んでいたことにな。	맞아. 김아연에게 프로토타입 단말기로 올리라고 한 블랙 데이터가 실제로 당신들의 뇌로 흘러 들어갔다는 사실을 로잔은 몰랐던 거야.	Yes. Rozan didn't know the malicious data she asked Kim Ah-Yeon to upload on the terminal actually went to your brains.						0	
53	她和你们一样，一直以为所有人聚集在这里，所做的事情是“帮助恒沙，抵御她的污染”。	她和你們一樣，一直以為所有人聚集在這裡，所做的事情是「幫助恆沙，抵禦她的汙染」。	お前達同様、市民全員がここに集まっているのは「ゴウシャに協力し、汚染に抵抗している」ためだと勘違いしていたんだ。	그녀는 당신들이 이곳에 모인 이유가 '항사를 돕고 그녀의 오염을 막기 위한 것'이라고 여겼지.	Like you all, she thought everyone gathered here just to assist GANGES in resisting the contamination she'd caused.						0	
54	而实际上，分析员阁下神算鬼谋，让大家真正做的事情是“模仿，伪装，然后代替恒沙来承受那些污染”！	而實際上，分析員閣下神算鬼謀，讓大家真正做的事情是「模仿，偽裝，然後代替恆沙來承受那些汙染」！	ですが、分析員さんの計画通り、皆さんはゴウシャに偽装し、ゴウシャが受けるはずの汚染を肩代わりしたのです！	하지만 실제로 분석가님이 모두에게 요구한 것은 '모방하고 변장해 항사 대신 오염을 받아내는 것'이었지요!	But in reality, according to Mr. Adjutant's plan, everyone here was actually impersonating and disguising themselves as GANGES, taking on the contamination in GANGES' place!						0	
55	换句话说，你们坚持了多久，就给恒沙争取了多少用于恢复的时间！	換句話說，你們堅持了多久，就幫恆沙爭取了多少用於恢復的時間！	ですから、皆さんが頑張れば頑張るほど、その間にゴウシャは自己修復を進められたのです！	다시 말해 여러분이 견딘 시간만큼 항사에게 회복할 시간을 벌어준 거와 마찬가지죠!	In other words, the longer you all held in there, the longer GANGES would have to recover!						0	
56	这不是什么值得高兴的事情，龙舌兰。	這不是什麼值得高興的事情，龍舌蘭。	嬉しそうに言うことじゃないぞ、アガベ。	그건 그다지 기뻐할 일이 아니야, 아가베.	That isn't something to be happy about, Agave.						0	
57	啊啊……抱歉抱歉，忘了考虑你们自己的心情了……	啊啊……抱歉抱歉，忘了考慮你們自己的心情了……	あ、すみません……皆さんの気持ちを考えない発言でしたね……	아아… 죄송합니다, 여러분의 심정을 고려하지 못했네요…	Ah... I'm sorry. I didn't even think about your guys' feelings...						0	
58	不……没什么的，能……能用这样的方式来保护恒沙，这是……新恒提罗市民的义务！本来就是我们自己该做的事情！	不……沒什麼的，能……能用這樣的方式來保護恆沙，這是……新恆提羅市民的義務！本來就是我們自己該做的事情！	いや、大丈夫です！それでゴウシャを守れるなら、それが俺達市民の義務ってことですから！	괜찮아요, 별거 아니에요… 이런 방식으로 항사를 지킬 수 있다니, 이건… 뉴헨틸로 시민의 의무입니다! 원래 저희가 할 일이라고요!	No... It's alright. Protecting GANGES like that... is the duty of all citizens of New Hentiro! It's our responsibility!						0	
59	不过，那位朋友……分析员，他是怎么能确定这样的方式可以骗得了罗赞的呢？	不過，那位朋友……分析員，他是怎麼能確定這樣的方式可以騙得了羅贊的呢？	だが、バーイー……分析員殿は、なぜこのような方法でロザンを騙せるという確信を持ったのだろうか？	그런데 저 친구… 분석가 말이야, 이런 방법으로 로잔을 속일 수 있다는 건 어떻게 확신했을까?	But that gentleman, the Adjutant... how could he be sure this approach would fool Rozan?						0	
60	一次又一次，我把由泰坦物质投影在“预演”中得来的信息，以篡改和加工的方式做好包装，然后埋入茉莉安的身体里。	一次又一次，我把泰坦物質投影在“預演”中得來的資訊，以篡改和加工的方式做好包裝，然後埋入茉莉安的身體裡。	私は「予行演習」の中で投影が得た情報をカプセル化し、何度もマリアンの体に埋め込んでいた。	난 몇 번이고 타이탄 물질의 투영을 통해 '시뮬레이션'에서 얻은 정보를 변조하고 가공하여 포장한 다음 마리안의 몸에 묻었다.	Over and over, I altered, processed, and packaged the information my Titagen projections had collected through their "rehearsals" before finally burying it in Marian's body.						0	
61	等待着罗赞在抓获茉莉安之后，自行从她身上发现这一切……	等待著羅贊在抓住茉莉安之後，自行從她身上發現這一切……	ロザンがマリアンを捕らえた後で、この情報に気付く可能性に賭けていたのだ。	그리고 로잔이 마리안을 잡은 뒤, 그녀에게서 이 모든 것을 스스로 발견하기를 조용히 기다렸다…	Then, I waited for Rozan to discover it after she captured Marian...						0	
62	不能正面攻击汉诺塔，否则会触发恒沙用于保全自我，彻底封闭的最高指令……	不能正面攻擊漢諾塔，否則會觸發恆沙用於保全自我，徹底封閉的最高指令……	ハノイの塔を直接攻撃すると、ゴウシャは自己防衛プログラムを発動させ、完全な閉鎖体勢に切り替わります。	하노이 타워를 정면으로 공격할 수 없어요. 그렇게 한다면 자기보존을 위한 항사의 최고위 명령… 완전 봉인이 발동될 수 있기 때문이죠…	She couldn't attack the Tower of Hanoi outright. Otherwise, she would trigger GANGES' supreme directive for self-preservation, completely closing everything off...						0	
63	您在假信息里，掺杂了许多她本人应当会从派女士那里得到的真情报……所以当她从我的手腕里取出那些碎片，自行消化吸收的时候……	您在假訊息裡，摻雜了許多她本人應當會從π女士那裡得到的真情報……所以當她從我的手腕裡取出那些碎片，自行消化吸收的時候……	あなたはあの偽情報の中に、彼女がπさんから得るであろう情報をたくさん混ぜました。そのおかげで、私の腕から読み取った情報を……	당신은 가짜 정보에, 그녀가 π 한테서 얻어야 할 진짜 정보를 많이 섞여놨지요… 그래서 그녀가 제 손목에서 그 조각들을 꺼내서 흡수할 때…	You mixed a large amount of real information that she had most likely learned from π in with your fake information... That way, when she absorbed the fragments from my wrist and saw them herself...						0	
64	她全部都相信了！	她全部都相信了！	彼女はすぐに信じたのです。	그녀는 그것들을 전부 믿게 된 거죠!	She believed everything!						0	
65	她在我怀里挣扎着，尝试想要抬起自己的左臂——虽然从外表上看不到任何伤口，但里面的肌肉和神经无疑都遭受过极其严重的伤害了。	她在我懷裡掙扎著，試著想要抬起自己的左臂——雖然從外表上看不到任何傷口，但裡面的肌肉和神經無疑都遭受過極其嚴重的傷害了。	マリアンは力を振り絞って、左腕をあげようとした。外見からはよく分からないが、彼女の筋肉や神経はすでにボロボロになっているはずだった。	그녀는 내 품에 안겨 왼팔을 들어 올리려고 노력했다. 비록 겉으로는 상처가 보이지 않았지만, 내부의 근육과 신경은 의심할 여지 없이 극심한 손상을 입은 것이 분명했다.	She struggled in my embrace, attempting to raise her left arm. There was no visible external injury, but her muscles and nerves had undoubtedly suffered very severe damage.						0	
66	很痛吧……	很痛吧……	痛かっただろうな……	많이 아프지….	It must hurt...						0	
67	我握起她的左手，帮着她把左臂抬高。	我握起她的左手，幫著她把左手臂抬高。	私は彼女の左手を掴み、彼女が左腕をあげるのを手伝ってやった。	나는 그녀의 왼손을 잡고 그녀를 도와 왼팔을 들어 올렸다.	I held her left hand, helping her raise her arm.						0	
68	不……因为之前实在是太痛了，现在反而什么都感受不到了呢。	不……因為之前實在太痛了，現在反而什麼都感受不到了。	いいえ……最初は痛かったのですが、今は何も感じません。	아니요… 전엔 너무 아팠는데, 지금은 오히려 아무것도 느껴지지 않네요.	No... It hurt so bad before that this doesn't feel like anything.						0	
69	分析员，凯茜娅小姐……她还好吗？我的眼睛现在……看东西很模糊，我……看不到她……	分析員，凱茜婭小姐……她還好嗎？我的眼睛現在……看東西很模糊，我……看不見她……	分析員さん……カーシアさんは、無事でしょうか？目が霞んで、よく見えないので……	분석가님, 캐시아는… 괜찮나요? 제 눈앞이 지금… 너무 희미해서… 그녀가… 보이지 않네요…	Adjutant, is... Katya okay? My vision... is blurry... I can't see her...						0	
70	她很好，就在我们身旁。只是太虚弱了，所以在睡着。	她很好，就在我們身邊。只是太虛弱了，所以在睡著。	ああ、無事だ。かなり弱っているから、私達の横で寝ているよ。	캐시아는 괜찮아, 바로 우리 옆에 있거든. 다만 너무 허약해서 자고 있을 뿐이야.	Katya's okay. She's right here next to us. She's just sleeping because she's too weak right now.						0	
71	……她真的好勇敢！	……她真的好勇敢！	……彼女は本当に勇敢だったんです。	… 그녀는 정말 용감하네요!	...She is really brave!						0	
72	负伤的雏鸟在回忆着自己和凯茜娅与罗赞对峙时的场面，勾在我肩头的手指不自觉地发着力，把那份疼痛传递给了我。	負傷的雛鳥在回憶著自己和凱茜婭與羅贊對峙時的場面，勾在我肩頭的手指不自覺地發著力，把那份疼痛傳遞給了我。	負傷した雛鳥は、ロザンに拷問されたときのことを話してくれた。私の肩に乗っている指に、無意識に力が加わった。まるで当時の痛みを私に伝えようとしているみたいだった。	부상당한 어린 새는 캐시아와 자신이 로잔과 대치하던 장면을 떠올리고 있었다. 내 어깨에 걸린 그녀의 손가락은 저도 모르게 힘을 주면서,  그 아픔을 내게 전달하고 있었다.	The wounded fledgling recalled what happened when she and Katya confronted Rozan. Her grip on my shoulder unconsciously grew tighter, passing her pain on to me.						1	
73	从头到尾，她都没有退缩过，也一直在尝试着保护我……	從頭到尾，她都沒有退縮過，也一直在嘗試保護我……	最後まで、どんな手を使われても……彼女は屈しませんでした。ずっと、私を守ってくれたのです。	처음부터 끝까지 그녀는 물러선 적이 없었고, 저를 보호하려고 애썼어요…	From the very beginning, she never gave up! She just kept trying to protect me...						0	
74	连那个恐怖的……叫做“醒世之尘”的东西，她都只凭自己的力量把它驱逐了出去……	連那個恐怖的……叫做「醒世之塵」的東西，她都只憑自己的力量把它驅逐了出去……	あの恐ろしい……「アポカリプスダスト」という物も、彼女は自力で体から追い出したのです。	그 무서운… '각성의 먼지'라는 것까지, 그녀는 혼자의 힘으로 쫓아냈어요…	Even that scary "Awakening Dust"... she removed it through sheer willpower alone...						0	
