字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
27	如果这是唯一的办法，你应该早就告诉我和里芙了。	如果這是唯一的辦法，你應該早就告訴我和里芙了。	それしか方法がないなら、とっくにその話を私達にしていたはずだからさ。	만약 이게 유일한 해결책이었다면 저랑 리브에게 진작에 알려주셨겠죠.	If that was the only option, you would have told Lyfe and me.						0	
28	事到如今，不管是什么野路子，我都想听听看。	事到如今，不管是什麼野路子，我都想聽聽看。	こんな状況だ。あらゆる可能性を探っておきたい。	일이 이렇게까지 된 이상, 어떤 대안이든 들어야겠습니다.	At this point, no matter how crazy it might be, I want to hear what else can be done.						0	
29	……	……	……	…	...						0	
30	陶轻轻敲了敲桌面，巨大的全息地图立刻出现在了我们眼前。	τ輕輕敲了敲桌面，巨大的全息地圖立刻出現在我們眼前了。	τが机をコンコンと叩くと、巨大な地図がホログラフとして私達の前に現れた。	τ가 테이블을 가볍게 두드리자 거대한 홀로그램 지도가 우리 앞에 나타났다.	τ tapped the table lightly, and a massive holographic map instantly appeared before us.						0	
31	新恒提罗。	新恆提羅。	ニューガントラ。	뉴헨틸로.	New Hentiro.						0	
32	她纤细的手指指向大陆东南方向——俱卢地区的兰卡半岛，地图随之放大，一个代表城市的光点随着她的话亮起。	她纖細的手指指向大陸東南方向——俱盧地區的蘭卡半島，地圖隨之放大，一個代表城市的光點隨著她的話亮起。	彼女は大陸南東にある、グロ地域のランカ半島を指さした。地図がズームすると、都市を意味する記号が彼女の言葉に合わせて光った。	그녀는 가느다란 손가락으로 대륙의 동남쪽인 '쿠루 지역'의 '랑카 반도'를 가리켰다. 곧 지도가 확대되었고 해당 도시를 가리키는 광점이 밝아졌다.	Her slender finger pointed at a region southeast of the mainland — it was the Lanka Peninsula in Kuru. She then zoomed in on the map, and a bright spot representing a city lit up as she spoke.						0	
33	你听过这个名字吗？	你聽過這個名字嗎？	……という都市を聞いたことは？	들어본 적 있어?	Have you heard of this city before?						0	
34	别告诉我那里是能消除所有病痛的仙境。	別告訴我那裡是能消除所有病痛的仙境。	あらゆる病気を治してくれる魔法の街か？	이곳이 질병을 없앨 수 있는 곳이라고 말하려는 건 아니겠죠?	Don't tell me it's some paradise that can heal all sickness.						0	
35	你对那里缺少一些基础的了解，分析员。不过那里封闭已久，大概确实已经被世人遗忘了。	你對那裡缺少一些基礎的了解，分析員。不過那裡封閉已久，大概確實已經被世人遺忘了。	その口ぶりだと知らないようですね。まあ、かなり以前に閉鎖されて、世間的には忘れられた街ですから、無理もありません。	오랫동안 폐쇄되어 있던 곳이야. 아마도 세상에서 영영 잊힌 것처럼 보일 수 있겠지.	You're missing some fundamental understanding about this place, Adjutant. But it's been closed off for a long time, and most likely forgotten by the rest of the world.						0	
b-1											0	
36	什么意思？	什麼意思？	というと？	무슨 뜻이죠?	What do you mean?						0	
37	新恒提罗是维系“平衡”而存在的城市，对于里芙的情况，那里或许能有意想不到的手段。	新恆提羅是維繫「平衡」而存在的城市，對於里芙的情況，那裡或許能有意想不到的手段。	ニューガントラは、「均衡」を維持するために存在している都市です。リフの現状を打破できる、なにか予想外の解決策が隠されているかもしれません。	뉴헨틸로는 '균형'을 위해 존재하는 도시야. 리브한테 예상치 못했던 방안이 있을 수도 있다는 말이지.	New Hentiro is a city that exists to maintain "balance". For Lyfe, maybe it holds an unexpected solution.						0	
38	说清楚点，我不想把里芙的命搭在这种虚无缥缈的东西上面。	說清楚點，我不想把里芙的命搭在這種虛無縹緲的東西上面。	もっと情報が欲しい。そんな「かもしれない」にリフの命は預けられない。	전 리브의 생명을 이런 모호하고 실체가 없는 곳에 맡기고 싶지 않아요.	Out with it. I don't want to hang my hopes for Lyfe's life on something so vague.						0	
39	我比你更讨厌失控的局面。	我比你更討厭失控的局面。	私だって同じです。	나도 확실하지 않은 건 딱 질색이야.	I hate not being in control even more than you do.						0	
40	我今天已经说了太多“只能”“大概”和“或许”，这些词不属于一名学者，也不属于一名决策者。	我今天已經說了太多「只能」「大概」和「或許」，這些詞不屬於一名學者，也不屬於一名決策者。	今日の私は「だけ」「おそらく」「かもしれない」なんて曖昧な言葉ばかり使っています。会社の経営者としても、学者としても、不適当な言葉遣いではあるでしょう。	결정권자로서 너무 우유부단한 말만 했군.	I've said "only," "probably," and "maybe" too many times today. Those aren't words for a scholar, nor for a decision maker...						0	
41	我是在寻求你的意见，作为你的……合作者。	我是在尋求你的意見，作為你的……合作者。	しかしこれは、私もまたあなたの意見を必要としている、ということです。協力者である……あなたの意見を。	그냥 분석가의 의견을 듣고 싶었어. 나도 어떻게 보면 분석가의 파트너이기도 하니까.	I want your opinion as... a partner.						0	
42	陶的眼中出现些许倦意，她摆了摆手，拿起咖啡灌了几口。	τ的眼中出現些許倦意，她擺了擺手，拿起咖啡灌了幾口。	そう言い終えると、τは疲れた目で手を下ろし、目の前のコーヒーをあおった。	τ의 눈에는 약간의 피곤한 기색이 역력했다. 그녀는 손을 내저으며 커피를 몇 모금 들이마셨다.	There was a hint of fatigue in τ's gaze. She waved her hand, picking up the cup of coffee and taking a few sips.						0	
b-2											0	
43	保持沉默	保持沉默	黙り込む	침묵을 유지한다.	Remain silent						0	
44	……	……	……	…	...						0	
45	表达歉意	表達歉意	謝る	사과를 한다.	Apologize						0	
46	抱歉。	抱歉。	ごめん。	죄송해요.	I'm sorry.						0	
47	在这件事上，我并不如你想得那样了解。我没有亲自去过新恒提罗，那是由我的导师打造的城市。	在這件事上，我並不如你想得那樣了解。我沒有親自去過新恆提羅，那是由我的導師打造的城市。	この件に関しては、私だってあなたが思うほど情報を掴んでいるわけではありません。あれは私の恩師が作った街ですが、私自身、ニューガントラを訪れたことはないのです。	나도 현재로썬 지도교수님이 건설했던 도시인 '뉴헨틸로'에 대해 아는 바가 별로 없어.	I don't know as much about it as you think I do. I haven't been to New Hentiro, even though the city was established by my old mentor.						0	
48	你的导师对神格神经有所研究？	你的導師對神格神經有所研究？	その恩師は、神格神経を研究していたのか？	지도교수님은 만트라 신경에 대해서 연구했던 적이 있나요?	Did your mentor conduct research on Theotropic Nerves?						0	
49	很遗憾，她在降临事件前就已经去世了。	很遺憾，她在降臨事件前就已經過世了。	残念ながら、彼女は降臨事件前にこの世を去りました。	유감이지만 그녀는 강림 사건 전에 세상을 떠났어.	Unfortunately, she died before the Descent.						0	
51	她在多年前给过我进入城市的通行证，但我那时已经分身乏术，就如现在公司需要我留下一样。	她在多年前給過我進入城市的通行證，但我那時已經分身乏術，就如現在公司需要我留下一樣。	数年前に恩師から都市への通行証を受け取ってはいたのですが、その時点ですでに会社から一歩も身動きが取れないほど忙殺されていましたからね。	몇 년 전에 그녀는 내게 도시에 들어갈 수 있는 통행증을 주었지. 나는 당시에 너무 바빠서 아무것도 할 수 없었어. 마치 회사에서 지금의 나를 필요로 하는 것처럼 말이야.	She gave me a pass to enter the city years ago, but I couldn't be in two places at once. Just like the company needs me here now.						0	
52	陶从一旁堆积的纸质文件中抽出一张红色的硬卡片放到桌上，推向我这一边。	τ從一旁堆積的紙本文件中抽出一張紅色的硬卡片放到桌上，推向我這一邊。	そう言うと、τは横にある書類の山から赤いカードを取り出し、机の上を私に向けて滑らせた。	τ는 종이 문서 더미에서 빨간색 하드 카드를 꺼내 테이블 위에 올려놓고 내게 밀어 놓았다.	τ pulled a red card out of a pile of papers and placed it on the table before sliding it toward me.						0	
53	你们的通行证我会找人安排，带上我这一份，去那里看看吧。	你們的通行證我會找人安排，帶上我這份，去那裡看看吧。	あなたと隊員たちの通行証はこちらで用意させます。これを持って、あちらの様子を探って来てください。	다른 통행증은 사람을 시켜서 해결할 테니까 일단은 이것부터 들고 가서 한번 살펴봐.	I'll find someone to get permits for you two. Take this one too and go visit.						0	
54	明白了，这样的话……	明白了，這樣的話……	わかった。それなら……	알겠습니다. 그럼…	I understand. Then...						0	
55	陶董，瑟瑞斯队员有事找您。	τ董，瑟瑞斯隊員有事找您。	τさん、シーリス隊員から報告があるそうです。	τ 이사님, 세리스 대원이 이사님을 뵙고자 합니다.	Director τ, Siris would like to speak with you.						0	
56	让她进来吧。	讓她進來吧。	通してください。	들어오라고 해.	Let her come in.						0	
57	陶董，分析员。	τ董，分析員。	τさん、分析員。	τ 이사님, 분석가님.	Director τ, Adjutant.						0	
58	我之前在调查的前董事会成员的活动痕迹，有新的发现。	我之前在調查的前董事會成員的活動痕跡，有新的發現。	この前、元理事会メンバーの活動を調べているときに、新しい発見がありました。	이전 이사회 구성원들의 활동 흔적을 조사하던 중 새로운 사실을 발견했어요.	I discovered something while investigating the former Board members' movements.						0	
59	目前看来，他们中至少两人逃往了俱卢地区，但不知为何……	目前看來，他們中至少有兩人逃往了俱盧地區，但不知為何……	少なくとも2人がグロ地域に入った記録を見付けましたが、どういうわけか……	이들 중 2명이 쿠루 지역으로 도피한 것 같아요. 이유는 알 수 없지만…	Currently, it seems that at least two of them have fled to the Kuru region, but I am still unsure why...						0	
60	瑟瑞斯似乎注意到了陶放大后的全息地图，眼中出现了一丝困惑。	瑟瑞斯似乎注意到了τ放大後的全息地圖，眼中出現了一絲困惑。	ズームした状態で投影されているホログラフ地図に気付いたのだろう。シーリスの顔に困惑の色が浮かんだ。	순간 세리스는 τ의 확대된 홀로그램 지도를 알아차렸는지 혼란스러운 기색이 역력했다.	Siris suddenly noticed τ's holographic map, causing a hint of confusion to reveal itself in her gaze.						0	
61	没事，继续说。	沒事，繼續說。	大丈夫だ、続けてくれ。	괜찮아. 계속해서 말해.	It's alright. Go on.						0	
62	他们的活动痕迹到名为新恒提罗的城市后便消失了，就是地图上的那个地方。	他們的活動痕跡到名為新恆提羅的城市後便消失了，就是地圖上的那個地方。	えっと……その２人の足取りは、ニューガントラという都市に入って以降途絶えています。ちょうど、その地図にある場所です。	이들의 활동 흔적은 지도 상에 비치고 있는 뉴헨틸로라는 도시에 도착한 이후에 사라진 상황이에요.	Any trace of their movements vanished after they reached New Hentiro — the place on your map here.						0	
63	也就是说，如果不是用了什么特殊手段的话，那我认为，他们现在应该还在那里！	也就是說，如果不是用了什麼特殊手段的話，那我認為，他們現在應該還在那裡！	つまり、なんらかの特殊な手段を用いていない限り、あいつらはまだその都市に潜伏しているはず、ということです！	다시 말해서 어떠한 조치를 따로 취한 게 아니라면 아직도 이곳에 있을 거란 소리죠!	That is to say, barring any extraordinary circumstances, I believe they are still there!						0	
