字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
27	追了那么久，总算可以再见到他了。	追了那麼久，總算可以再見到他了。	随分追ってきたけど、これでようやく会えるわ。	그렇게 오래 쫓아다녔으니 이제 그를 다시 만날 수 있겠네.	It's been a long pursuit, but at least I can see him again.						0	
28	大英雄，不许跑！	大英雄，不准跑！	逃げるな、大英雄！	슈퍼 히어로, 도망가지 마!	Wait up, Mr. Hero!						0	
29	为什么……越来越多了……	為什麼……越來越多了……	どうなってんのよ……どんどん増えるじゃない……	왜… 점점 더 많아지는 거야…	Why are there... more and more of them...						0	
30	我不会放手的，绝对不会！	我不會放手的，絕對不會！	もう手を離しません！絶対に！	절대 놓지 않을 거예요, 절대!	I won't give up... Never!						0	
31	我会用自己的方式，去往他所在的地方！	我會用自己的方式，去往他所在的地方！	私は自分のやり方で、あいつの元に辿り着いてみせるぜ！	나만의 방식으로 그가 있는 곳으로 갈 거야!	I'll reach where he is — in my own way!						0	
32	就算是忘记一切，我也不会忘记playername！	就算忘記一切，我也不會忘記playername！	たとえすべてを忘れてしまっても、playernameのことだけは忘れない！	다 잊어도 playername만은 잊지 않을 거예요!	Even if I forgot everything else, I'd never forget playername!						0	
33	再快点，拜托了，再快点啊，芬妮！！	再快點，拜託了，再快點啊，芬妮！！	もっと速く……お願いだから、もっと急いでよ、あたし！！	더 빨리, 제발, 좀 더 빨리, 페니!!	Come on, Fenny... Almost there... Come on!!!						0	
34	面前的人越来越多，渐渐遮住了她的视线，最后……	眼前的人越來越多，漸漸遮住了她的視線，最後……	目の前を走る人影がますます増え、最後には……	앞에 있는 사람이 점점 더 많아지고 그녀의 점점 더 시야를 가리고 결국.…	The group in front of her thickened, gradually blocking her view of him. Then, finally...						0	
35	你要放弃了吗？就像之前一样，要将胜利让给我吗？	你要放棄了嗎？就像之前一樣，要將勝利讓給我嗎？	諦めるのか？この前みたいに、勝利を私に譲るのか？	포기할 거야? 지금까지 그래왔듯이 승리를 내게 양보할 거야?	Giving up already? Ready to concede victory to me, just like the old days?						0	
36	那个女人，从身边滑过。	那個女人，從身邊滑過。	あの女が、自分を追い抜いたのだ。	그 여자가 스쳐 지나갔다.	That girl brushed past her from behind.						0	
37	让给你？好……胜利什么的，如果你想要的话，就尽管拿走吧。	讓給你？好……勝利甚麼的，如果你想要的話，就儘管拿走吧。	あんたに、譲る……？いいわ……勝利なんて、欲しければ、いくらでもくれてやるわ。	양보? 그래… 승리 같은 거 원한다면 얼마든지 가져가.	Concede victory? Okay... You can have the victory, whatever you want.						0	
38	但唯独……唯独playername……	但唯獨……唯獨playername……	でも……playernameだけは……	하지만… playername만은…	Except... except for playername...						0	
39	我不想让给你，不想让给任何人啊！！！	我不想讓給你，不想讓給任何人！！！	あんたには譲らない！誰にだって、譲るつもりはないわ！！！	네게 절대 양보하고 싶지 않아, 누구에게도 양보하고 싶지 않다고!!!	I won't concede him to anyone!!!						0	
40	少女嘶吼着，像是一头被激怒的狮子般冲向面前的里芙。	少女嘶吼著，像是一頭被激怒的獅子般衝向眼前的里芙。	怒り狂った獅子みたいに、少女は吼えながらリフに向けて走った。	소녀는 울부짖으며 격노한 사자처럼 리브에게 달려들었다.	Fenny roared, charging at Lyfe like an enraged lioness.						0	
41	但是……依旧无济于事。	但是……依舊無濟於事。	それでも、無駄だった。	하지만… 역부족이었다.	However... Her efforts were futile again.						0	
42	满身伤痕瞬间崩裂——	滿身傷痕瞬間崩裂——	その瞬間、体中の傷が開くのが分かった──	상처투성이가 되어 한순간에 무너져 내렸다…	Covered in wounds, she suddenly staggered...						0	
43	是啊，一路追来，自己的眼中全是同伴们的背影，从而忽略那些从四面八方袭来的敌人……	是啊，一路追來，自己的眼中全是同伴們的背影，從而忽略那些從四面八方襲來的敵人……	そうだ。自分を追い越していく仲間ばかりに気を取られて、全方位から襲って来る敵のことを忘れていたのだ……	그래, 계속 쫓아오면서 자기 눈에는 동료들의 뒷모습만 보였고 정작 사방에서 몰려오는 적들은 주의하지 못했다…	She'd been so caught up in passing her competitors that she ignored the overwhelming enemy attacks that continued to injure her...						0	
44	前面的路……已经看不到了……	前面的路……已經看不到了……	道が……見えなくなっちゃった……	앞길이… 더 이상 보이지 않아…	I can't see... the path ahead...						0	
45	眼前一片黑暗，耳中也只能听到砰砰的心跳声与愈来愈慢的脚步声。	眼前一片黑暗，耳中也只能聽到砰砰的心跳聲與愈來愈慢的腳步聲。	目の前は一面の暗闇。耳に入るのは自分の心音と、次第に遅くなっていく足音だけ。	눈앞은 캄캄했고 귀에는 쿵쿵거리는 심장 박동 소리와 함께 점점 느려지는 발소리만 들렸다.	Her vision blurred, and all she could hear was her own heartbeat and faltering footsteps.						0	
46	最终，不知道是被什么东西绊倒，她的身体向前一倾——	最終，不知道是被什麼東西絆倒，她的身體向前一傾——	やがて何かに躓いたのか、ファニーの体が前のめりに倒れ込み——	결국 무언가에 걸려 넘어졌는지 그녀의 몸이 앞으로 쏠렸다…	In the end, she tripped over something.						0	
47	哎？！	哎？！	……え？	응?!	Ahh!?						0	
48	原本以为会像之前那样重重地摔倒在地，但是这一次——	原本以為會像之前那樣重重地摔倒在地，但這一次——	前みたいに、派手に転ぶ覚悟をしたのに——	예전처럼 제대로 넘어질 줄 알았는데 이번엔…	She braced herself for another painful fall, however...						0	
49	我来背你吧。	我來背你吧。	ほら。私の背中に乗って。	내가 업어줄게.	Climb on my back, I'll carry you.						0	
50	却被那股期待许久的力量托住了。	卻被那股期待許久的力量托住了。	ずっと会いたかった人が、受け止めてくれた。	오랫동안 기다려온 그 힘에 맡겼다.	I was caught by two strong arms that I had longed to feel.						0	
51	深吸一口气，城市被灼烧的味道以及分析员身上独特的气味混杂在了一起。	深吸一口氣，城市被灼燒的味道以及分析員身上獨特的氣味混雜在了一起。	深呼吸すると、焼け落ちた廃墟の匂いと、分析員の香りが入り混じった空気が肺に入り込んできた。	숨을 깊게 들이마시자 도시가 불타는 냄새와 분석가 특유의 냄새가 뒤섞였다.	Taking a deep breath, I inhaled the scent of a burning city mixed with the Adjutant's distinctive aroma.						0	
52	自己，一定是又跌入了新的梦境……不，应该说是回忆了吧。	自己，一定又跌入了新的夢境……不，應該說是回憶了吧。	きっと、また新しい夢に……いや、思い出の中に、落ちたのだろう。	또 새로운 꿈나라로 떨어졌겠지… 아니, 꿈보단 추억이라고나 할까.	I must have fallen into another dream... or perhaps a memory.						0	
53	记忆中，他将浑身是伤的自己从瓦砾中挖出，背着带离了火场。	記憶中，他將渾身是傷的自己從瓦礫中挖出，背著自己帶離了火場。	記憶の中で、彼は瓦礫の中からファニーを助け出すと、彼女を背負ってその場を脱出した。	기억에서 그는 멍든 자신의 몸을 잔해에서 꺼내 등에 업고 불길을 피해 멀리 떠났다.	A memory of him pulling me, injury-riddled, from the wreckage and then carrying me away from the blazing inferno.						0	
54	梦中之梦……我陷得还真是深……	夢中之夢……我陷得還真是深……	夢の中でまた夢を見るなんて……ホント、重症ね……	꿈속의 꿈… 참 깊은 꿈에도 빠졌네…	A dream within a dream... Guess I'm in too deep...						0	
55	你说什么？	你說什麼？	何か言ったか？	뭐라고?	What did you say?						0	
56	没什么，当我是胡言乱语好了……	沒什麼，當我是胡言亂語好了……	なんでもないわ。聞かなかったことにして……	아무것도 아니야, 헛소리라고 생각해…	Nothing, just rambling... Don't mind me.						0	
57	女孩将头深深地埋下，哪怕知道是虚假的幻梦，她也不想错过这片刻的温存。	女孩將頭深深地埋下，即使知道是虛假的幻夢，她也不想錯過這片刻的溫存。	ファニーは顔を彼の背中に押し当てた。夢だということは分かっている。それでも、彼女は片時もこの温もりを手放したくなかった。	소녀는 머리를 푹 파묻고 거짓된 꿈인 줄 알면서도 이 순간의 온기를 놓치고 싶지 않았다.	She rested her head on his shoulder. Even if it was just a dream, she wanted to savor every moment of this fleeting solace.						0	
58	要不还是找点话题聊吧，这样才能确保你的意识是清醒的。	要不還是找點話題聊聊吧，這樣才能確保你的意識是清醒的。	話せそうか？ついでに、君の意識も確認したいから。	의식을 유지할 수 있게 이야기할 거리를 찾아보는 건 어때?	Maybe we should talk about something to make sure you stay conscious.						0	
59	随便你，话题什么的，你来定就好……	隨便你，話題什麼的，你來選就好……	なんでもいいわ。あんたが勝手に喋れば？	뭐든 좋으니까 네가 정해봐…	Sure, whatever you want to talk about...						0	
60	那就来聊聊事故发生前的那场比赛。	那就來聊聊事故發生前的那場比賽吧。	そうだな。じゃあ事故前の試合について、話してくれないか？	그럼 사고 전의 그 시합에 대해 얘기해보자.	How about the competition before this accident?						0	
61	那有什么好聊的，无非是我又输了一次罢了……	那有什麼好聊的，無非是我又輸了一次罷了……	つまんない話題ね。あたしの負け、それ以上話すことなんてないわ……	그걸 굳이, 내가 또 한 번 진 것뿐인데…	What's there to talk about? It was just another match I didn't win...						0	
62	可以说是这场意外中最不意外的部分了。	可以說是這場意外中最不意外的部分了。	ま、トラブルばかりの一日の中で、唯一予想通りだったことではあったわね。	이번 사고에서 가장 놀랍지 않은 부분이겠지.	It was the least unexpected part of the accident.						0	
63	我想也是，毕竟对手是里芙。	我想也是，畢竟對手是里芙。	ああ。あのリフが相手だしな。	나도 그렇게 생각해, 어쨌든 상대는 리브니까.	Right. After all, it was Lyfe you were competing against.						0	
64	你这家伙，都不懂关照下本小姐现在的心情吗……	你這傢伙，都不懂關照一下本小姐現在的心情嗎……	あんたね、もう少し気の利いた返事が出来ないわけ？	너 이 자식아, 지금 이 몸의 기분도 배려해 주지 않는 거야…	Could you be any more insensitive!? I'm really hurting here...						0	
65	但是，芬妮，你应该还没有放弃想要获胜的决心吧？	但是，芬妮，你應該還沒有放棄想要獲勝的決心吧？	でも、ファニーはまだ諦めてないんだろう？	하지만 페니야, 너는 아직 우승하겠다는 결심을 버리지 않았지?	But Fenny, you haven't given up on winning, have you?						0	
66	为什么这样说？	為什麼這樣說？	なんでそう思うの？	왜 그렇게 생각해?	What makes you say that?						0	
67	芬妮每一场比赛我都有认真看过。你针对里芙战术每次都会不一样，这应该不是为作秀吧？	芬妮每一場比賽我都有認真看過。你針對里芙戰術每次都會不一樣，這應該不是為了作秀吧？	ファニーの試合は全部見てきたからな。君はリフへの戦術を毎回練り直している。見栄え重視じゃない、明確に勝つためだ。違うか？	너의 모든 경기를 주의 깊게 지켜봤어. 리브에 대한 전술이 매번 다르더라고, 이건 보여주기식이 아닐 거잖아.	I've watched every match of yours. Your tactics against Lyfe change every time. That's not just for show, right?						0	
68	切……被你这个笨蛋发现了啊。	切……被你這個笨蛋發現了啊。	チッ……あんたみたいなバカに見抜かれるとはね。	쳇… 너 같은 바보한테 들키다니.	Tsk... Maybe you're not so dumb after all.						0	
69	但是那又如何，最后还是打不过她，那个家伙的眼睛好像能洞穿一切，无论我怎么改变都能被看穿……	但那又如何，最後還是打不過她，那傢伙的眼睛好像能洞穿一切，無論我怎麼改變都能被看穿……	でも、全部無駄な努力だったわ。戦術をいくら考えても、あいつにはかなわないもの。あいつの目はまるで何もかもお見通しみたいだった。あたしがどれだけ戦い方を変えても、すぐ見抜かれてしまうのよ……	그럼 뭐해, 여전히 그녀를 이길 수 없어, 그 자식의 눈은 내가 하는 모든 걸 꿰뚫어 보는 것 같아…	But what does it matter? I still can't beat her. It's like she can see right through me, no matter how I change up my strategy...						0	
70	洞穿一切的眼睛吗？但有没有可能，战斗中，她只能看到一样事物。	洞穿一切的眼睛嗎？但有沒有可能，戰鬥中，她只能看到一樣事物。	全てを見抜く目、か。でも、彼女はいつも同じものを見ているだけかもしれないよ。	모든 것을 꿰뚫어 보는 눈? 하지만 전투 중에 그녀는 한 가지에만 집중하는 게 아닐까.	See through you? Hmm, maybe it's something else that she sees in battle.						0	
71	是对手的小动作吗……不，是指她善于利用环境吗？	是對手的小動作嗎……不，是指她善於利用環境嗎？	なにそれ。相手の癖をって言いたいの？それとも、彼女は環境をうまく利用しているってこと？	상대의 꼼수인가… 아니, 환경을 잘 이용한다는 뜻인가?	What, like slight movements that give away my tactics? Or features of the arena that she can leverage?						0	
72	都不是。	都不是。	いや。	다 아니야.	No.						0	
73	芬妮，你闭上眼睛。	芬妮，你閉上眼睛。	目を瞑ってくれないか、ファニー。	페니, 눈을 감아봐.	Close your eyes, Fenny.						0	
74	你……你想做什么？	你……你想做什麼？	な……何するつもりなのよ？	뭐… 뭐 하고 싶은 거야?	Wha... What are you going to do to me?						0	
75	放心我不会做奇怪的事，再说就算是我想做，现在这个状况，完全不用让你闭上眼睛吧。	放心我不會做奇怪的事，再說就算是我想做，現在這個狀況，完全不用讓你閉上眼睛吧。	大丈夫だよ、変な真似はしない。大体、君のそんな状態じゃ、わざわざ目を瞑らせる必要なんかないだろ。	이상한 짓은 안 할 테니 걱정하지 마. 설사 하고 싶어도 지금 상황에서 눈을 감을 필요는 전혀 없으니까.	Relax, I won't do anything inappropriate. Besides, given your current condition, would I really need you to close your eyes if I wanted to do something?						0	
76	嗯……	嗯……	それもそうね……	음…	Fine...						0	
77	少女乖巧地闭上了双眼，随后静静等待了片刻。	少女乖巧地閉上了雙眼，隨後靜靜等待了片刻。	ファニーは素直に目を閉じた。	어린 소녀는 순순히 눈을 감고 잠시 기다렸다.	The girl obediently closed her eyes and waited quietly for a moment.						0	
78	我闭上了，然后呢？	我閉上了，然後呢？	で？どうすればいいの？	눈 감았어, 다음은?	Alright, they're closed. Now what?						0	
79	试着回想一下，当你面向赛场时，你最想得到的是什么？	試著回想一下，當你面對賽場時，你最想得到的是什麼？	思い出してみてくれ。試合前に、君が一番欲しかった物はなんだ？	경기장을 마주했을 때 가장 원하는 게 무엇인지 생각해 봐.	Think back to when you were in the arena — what did you desire most?						0	
80	是胜利吧，我只是想要赢过里芙而已……	是勝利吧，我只是想要贏過里芙而已……	勝つことかしら？あたしが考えていたのは、リフに勝つことだけだった……	이기는 거겠지, 난 리브를 이기고 싶을 뿐이야…	Victory, I guess. I just wanted to beat Lyfe...						0	
81	我是说，在遇到里芙之前的你，作为预备选手的你，最想得到的是什么？	我是說，在遇到里芙之前的你，身為預備選手的你，最想得到的是什麼？	違うんだ。リフに出会う前、予備選手だった頃の君が欲しかったものだ。	내 말은 리브 만나기 전, 예비 선수였던 네가 가장 받고 싶었던 게 뭐였어?	I mean before you met Lyfe, back when you were just a reserve competitor — what did you want most?						0	
82	作为预备队员的吗……	作為預備隊員的嗎……	予備選手だった頃……	예비 선수 시절 말이야…	When I was a reserve competitor...						0	
83	本小姐的目标，是成为冠军哦~	本小姐的目標，是成為冠軍喔~	あたし、チャンピオンを目指すわ！	이 몸의 목표는, 챔피언이 되는 거였어.	I'm going to be the champion~!						0	
84	啊……好像，有点印象了。	啊……好像，有點印象了。	あ……思い出したような気がする。	아… 기억이 좀 나는 것 같아.	Ah... I remember now.						0	
85	那是在第一次落败前，甚至是第一次获胜前。	那是在第一次落敗前，甚至是第一次獲勝前。	初めて敗北した時より、初めて勝利した時よりも、ずっと前に。	그건 첫 번째 패배 전, 심지어 첫 번째 승리 전이기도 하다.	It was before my first defeat. Even before my first win, actually.						0	
86	第一次参与选拔赛的我，通过黑洞洞的入场通道看去，整个世界只有那么一点点。	第一次參與選拔賽的我，透過黑洞洞的入場通道看去，整個世界只有那麼一點點。	初めて予選に参加するあたしの目には、試合会場に続く長くて暗い通路越しに見える世界は、とても小さく映った。	처음 선발전을 치른 내가 깜깜한 입장 통로를 통해 바라본 세상은 그 정도였다.	During my first tryout match, walking through those dark tunnels into the arena, the rest of the world seemed to shrink away.						0	
87	赛场的地形，场外的观众，将要面对的对手……这些都看不到，也不重要。	賽場的地形，場外的觀眾，將要面對的對手……這些都看不到，也不重要。	試合会場の地形も、集まった観客達も、これから競い合う相手も、眼中になかった。	경기장의 지형, 경기장 밖의 관중, 상대할 상대… 이것들은 보이지도 중요하지도 않았어.	I couldn't see the layout of the arena, the crowd, or my opponents... None of that mattered to me.						0	
88	那时的我眼中，或者说在我心中只有一件事。	那時的我眼中，或者說在我心中只有一件事。	あの時のあたしにとって、大事なことはただひとつだけ。	그때의 내 눈에는, 아니, 내 마음속에는 오직 한 가지 일만 있었다.	In that moment, all I could see...						0	
89	那便是……	那便是……	それは……	그건 바로…	All I cared about...						0	
90	自从选择了成为选手后便心中默念许久的……	自從選擇了成為選手後便心中默念許久的……	選手になってから、何度も何度も心の中で念じたこと……	선수가 되기로 결정한 후부터 오랫동안 생각해 왔어…	The one thing I had longed for since choosing this path...						0	
91	摘取位于顶峰的桂冠。	摘取位於頂峰的桂冠。	トップ選手にのみ与えられる月桂冠を、この手で掴むこと。	정상의 왕관을 쟁취하는 거야.	Was to reach the top and claim the crown.						0	
92	喂，里芙，可以告诉我吗……一直处于顶峰的你，看到的究竟是什么……	喂，里芙，可以告訴我嗎……一直處於頂峰的你，看到的究竟是什麼……	ねぇ、リフ……頂点に立ち続けてるあんたの目には、一体どんな景色が見えてるの？	야 리브, 나한테 좀 알려 줄래… 언제나 정상에 서 있던 네가 본 건 과연 무엇일까…	Hey, Lyfe, you've always been at the top of the game. Can you tell me... what do you see from up there?						0	
93	……	……	……	…	...						0	
94	从很久很久以前开始，我们所看到的所在意的，就是一样的。	從很久很久以前開始，我們所看到的所在意的，就是一樣的。	ずっと昔から、私達が見ているもの、私達が気にしているものは同じだ。	아주 오래전부터 우리가 보는 것과 신경 쓰는 건 모두 동일해.	For a long time now, what we see, and what we care about, has always been the same.						0	
95	原来是这个意思吗？	原來是這個意思嗎？	あれは、そういう意味だったの？	그런 뜻이었어?	So that's what she meant...						0	
96	过去是桂冠，现在是playername。	過去是桂冠，現在是playername。	昔は月桂冠。今はplayername。	과거의 왕관이 지금은 playername.	It used to be becoming champion, and now it's playername.						0	
97	她的眼里，永远都只有一件事物……我们这些挑战者，对她而言，根本就无关紧要。	她的眼裡，永遠只有一件事……我們這些挑戰者，對她而言，根本就無關緊要。	彼女の目にある物は、常にひとつだけ。彼女にとって、あたしみたいな挑戦者なんてどうでもいい存在。	그녀의 눈에는 영원히 한 가지만 보일 것이다… 우리와 같은 도전자들은 그녀에게 전혀 중요치 않아.	There's always been only one thing in her eyes... And anything else — any challengers — never mattered to her.						0	
98	呵呵呵，也难怪，我会输。	呵呵呵，也難怪，我會輸。	ふふふ……あ～あ。そりゃ、勝てないわね。	하하하, 어쩐지 내가 지더라니.	Hehe, no wonder I always lose.						0	
99	芬妮笑了，虽然笑得很别扭，很难看，但是她的心情却从未如此舒畅。	芬妮笑了，雖然笑得很彆扭，很難看，但她的心情卻從未如此舒暢。	ファニーは笑った。ぐしゃぐしゃに歪んだ笑顔だけれど、彼女の気持ちはこれまでなかったほど晴れ晴れとしていた。	페니는 얼굴이 못생겨 질 정도로 어색하게 웃었지만, 그녀의 마음은 이렇게 편했던 적이 없었다.	Fenny laughed awkwardly, yet she felt more relaxed than ever.						0	
100	好，那么自怨自艾就到此为止，从现在起，只要聚焦一处就行了。	好，那麼自怨自艾就到此為止，從現在起，只要聚焦一處就行了。	よし。めそめそするのは、これでおしまい。これからは、あたしも一人だけを見つめることにするわ。	이제 셀프 디스는 끝났으니 이제부터는 한 가지에만 집중하면 돼.	Alright, enough self-pity. From now on, I just need to focus on the only thing that's important to me.						0	
101	早晚有一天我会以胜者的姿态站在他的身边，然后……	早晚有一天我會以勝者的姿態站在他的身邊，然後……	いつか勝者になって、あの人の隣に立って見せる。そしたら……	언젠가 승자의 자태로 그의 곁에 서 있을 거야, 그리고…	Someday, I'll stand beside him as a winner, and then...						0	
102	然后什么？	然後什麼？	そしたら、なんだ？	그리고 뭐?	And then what?						0	
103	哎？！	哎？！	……え？	엥?!	Ahh!?						0	
104	睁开眼，自己已经不知不觉来到了走廊的尽头，那被白光笼罩的出口。	睜開眼，自己已經不知不覺來到了走廊的盡頭，那被白光籠罩的出口。	目を開けば、すでに廊下の果てまで来ていた。白い光に包まれる出口は、目の前にある。	눈을 뜬 그는 자신도 모르게 복도 끝, 하얀빛으로 뒤덮인 출구에 도착했다.	I opened my eyes, only to find myself at the end of the corridor, light spilling from the exit.						0	
105	前面的那些挑战者的幻影也早已散尽，而在出口处等待着自己的，正是playername。	前面的那些挑戰者的幻影也早已散盡，而在出口處等待著自己的，正是playername。	ファニーを追い抜いた仲間達の幻影もすでに消え、出口でファニーを待っていたのは、他ならぬplayernameだった。	앞에 있던 도전자들의 환영도 사라진 지 오래고 출구에서 자신을 기다리고 있는 것은 playername이었다.	The spectral challengers from before had all vanished, and awaiting me at the exit was none other than playername.						0	
106	成长就是这么一回事，有时候你以为的向前其实也只是回到了原点，所以……	成長就是這麼一回事，有時候你以為的向前其實也只是回到了原點，所以……	成長とは、こういうことだ。時として、前に進むことが、原点に戻ることを意味することだってある。だから……	성장이 바로 그런 거야. 때로는 네가 생각하는 전진은 사실 원점으로 돌아가는 거지, 그래서…	The funny thing about growing up is that sometimes, you think you've moved a long way forward, only to find you've circled back to where you started...						0	
