字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
7	嗯，好呀。	嗯，好呀。	はい、ぜひ。	네. 좋아요.	Yeah, sure.						0	
8	我和莫尔索打个电话，问问她愿不愿意。	我和莫爾索打個電話，問問她願不願意。	今ムルソーに電話をかけて、聞いてみますね。	먼저 모르소한테 괜찮을지 전화부터 해볼게요.	I'll give Meursault a call and check if she minds.						0	
9	琴诺从她的裤包里拿出自己的终端，捧在耳边。	琴諾從她的口袋裡拿出自己的終端，捧在耳邊。	チェルノは自分の端末を取り出し、耳に当てた。	체르노는 주머니에서 단말기를 꺼내 들고는 자신의 단말기를 귓가에 갖다 댔다.	Cherno took her personal communicator out of her pants pocket and put it by her ear.						0	
10	……是的，我只是想……你不要生气，分析员不会伤害我们……	……是的，我只是想……你不要生氣，分析員不會傷害我們……	……はい、私はただ……怒らないで、分析員さんは私たちを傷つけたりしません……	… 응. 나는 단지… 화내지 마… 분석가는 우리를 해치지 않을 거야…	...Yes, I was just thinking... Don't be angry, the Adjutant won't hurt us...						0	
b-4											0	
11	琴诺？	琴諾？	チェルノ？	체르노?	Cherno?						0	
12	我小声地提醒她，却发现她已然沉浸在和莫尔索的对话里，外界的响声被她的保护壳挡了个干净。	我小聲地提醒她，卻發現她已然沉浸在和莫爾索的對話裡，外界的響聲被她的保護殼阻擋在外。	私は小声で彼女に声をかけたが、彼女は既にムルソーとの会話に夢中になって、外の音は全て彼女の殻に遮られていた。	난 조심스럽게 그녀를 불렀지만 그녀는 이미 모르소와의 대화에 심취해 있었고, 외부의 소음은 그녀의 보호막 때문인지 차단되어 있었다.	I quietly gave her a reminder, only to find her already engrossed in conversation with Meursault, blocking out all outside noises.						0	
13	你怎么可以这么说分析员呢！不，我没有忘记。	你怎麼可以這麼說分析員呢！不，我沒有忘記。	分析員さんにそんな言い方しないで！いえ、忘れてません。	어떻게 분석가에 대해 그렇게 말할 수 있어! 아니. 난 잊지 않았어.	How can you talk about the Adjutant like that!? ...No, I haven't forgotten.						0	
14	明明分析员……对，我觉得他值得信任。	明明分析員……對，我覺得他值得信任。	分析員さんは……はい、信頼できる人だと思います。	분명히 분석가는… 맞아. 난 분석가가 정말 믿음직스러워.	The Adjutant obviously isn't... Yes, I think he's trustworthy.						0	
15	我不会哭着求着让你帮忙的！……我不是宝宝。	我不會哭著求著讓你幫忙的！……我不是寶寶。	泣いて頼んだりしません！……赤ちゃんではありませんし。	더 이상 울면서 네게 도움을 청하지 않을 거야! 난 더 이상 어린애가 아니야!	I won't cry to you for help again! I'm not a baby...						0	
16	琴诺似乎愤恨地挂掉了电话，转而又如往常一般低着头，怯生生盯住我。	琴諾似乎憤恨地掛掉了電話，轉而又如往常一樣低著頭，怯生生地盯著我。	チェルノは怒ったように電話を切って、俯いたまま、おずおずと私を見ていた。	체르노는 화가 난 듯 전화를 끊었고, 평소와 같이 고개를 숙인 채 쭈뼛쭈뼛거리며 나를 쳐다봤다.	Cherno hung up the call, seemingly fuming. Then she reverted back to her normal look, hanging her head and staring at me timidly.						0	
b-5											0	
17	没事吧？	沒事吧？	だ、大丈夫か？	괜찮아?	Are you alright?						0	
18	迟疑之下，我先开了口。	遲疑之下，我先開了口。	少し躊躇した後、私から話しかけた。	잠시 머뭇거리다 먼저 말을 걸었다.	I hesitated before asking.						0	
19	没有，没有！我没有事。	沒有，沒有！我沒有事。	は、はい！大丈夫です。	괜찮아요, 괜찮아요! 전 문제 없어요!	Yes, yes! I'm all fine.						0	
20	莫尔索经常会闹脾气，只要等她消消气再去哄她就好。她喜欢吃大餐，我会和她一起去吃。	莫爾索經常會鬧脾氣，只要等她消消氣再去哄她就好。她喜歡吃大餐，我會和她一起去吃。	ムルソーはよく拗ねますから、彼女の気が済んでからまた慰めに行きます。彼女はご馳走が好きで、よく一緒に食べに行くんです。	모르소는 원래부터 살짝 다혈질이라 진정했을 때 다시 달래주면 돼요. 먹는 걸 좋아해서 같이 맛있는 걸 먹으러 가면 될 거예요.	Meursault often gets moody, but a little praise once she settles down fixes everything. She loves having a big meal too, so I go out to eat with her.						0	
21	这和我听说的怕生到孤僻的琴诺好像有点不太一样，可我又不敢过多盘问她的私事。	這和我聽說的怕生到孤僻的琴諾好像有點不太一樣，可我又不敢過多盤問她的私事。	チェルノは人見知りで友達がいないと聞いていたが、どうも違うようだ。しかしプライベートなことを訊くのはよくない。	평소처럼 낯가림이 심하고 혼자 있는 걸 좋아하는 체르노 모습과는 많이 달랐지만, 너무 사적인 일 같아 더 이상 캐묻지는 않았다.	This sounded a little different than the Cherno I'd heard about who was terrified of other people, but I didn't want to butt into her private affairs.						0	
b-6											0	
22	如果有机会的话……	如果有機會的話……	機会があれば……	만약 기회가 되면…	If there's an opportunity...						0	
23	唔，如果有机会的话，我给分析员介绍莫尔索的……她脾气不太好，不要害怕，不要接近她。	唔，如果有機會的話，我會介紹莫爾索給分析員的……她脾氣不太好，不要害怕，不要接近她。	う、機会があれば、ムルソーを紹介します……彼女は気難しいので、怖がらないで、近づかないでください。	네… 만약 기회가 되면 모르소를 소개해 줄게요… 성격이 좋은 편은 아니지만 괜찮아요. 너무 가까이만 가지 않으면 돼요.	Yes, if the opportunity arises, I'll introduce you to Meursault... She often has a temper, so don't be scared, and don't get too close.						0	
24	说完，琴诺慌忙地站起来朝我猛地鞠了下躬，什么话也不说，转身就走。	說完，琴諾慌忙地站起來朝我猛地鞠了下躬，什麼話也不說，轉身就走。	言い終わると、チェルノは慌てて私にお辞儀をして、何も言わずに踵を返して走っていった。	말을 마치고 체르노는 황급해 날 향해 허리를 숙이더니 급하게 몸을 돌려 자리를 떠났다.	After that, Cherno hastily stood up and gave a clumsy bow. Without saying anything else, she turned and left.						0	
b-7											0	
25	琴诺？琴诺！	琴諾？琴諾！	チェルノ？チェルノ！	체르노? 체르노!	Cherno? Cherno!						0	
b-8											0	
26	……要当好和队员和谐相处的分析员可真不容易。	……要當好和隊員和諧相處的分析員可真不容易。	……分析員として隊員と接するのは大変だな……	… 팀원들하고 잘 지내기도 쉽지 않은 것 같네.	...Sometimes it's difficult being the Adjutant of a squad with so many personalities.						0	
b-9											0	
27	你好，我打听了一下，之前是你负责琴诺的起居对吧？	你好，我打聽了一下，之前是你負責琴諾的起居對吧？	あの、あなたが以前チェルノの日常生活を担当していたと聞きました。	안녕하세요. 실례지만 예전에 체르노의 일과를 담당하셨다고 하던데… 맞나요?	Hello, I heard that you were in charge of Cherno's daily care, is that right?						0	
b-10											0	
28	有个不情之请。	有個不情之請。	一つお願いがあります。	무리한 부탁일 수도 있겠지만…	I have a selfish request.						0	
b-15											0	
b-15-1	能不能帮我介绍一下莫尔索，我想和她认识一下？	能不能幫我介紹一下莫爾索，我想和她認識一下？	ムルソーのことを紹介してくれませんか？会ってみたいので。	가능하다면 모르소에 대해서도 소개를 조금 해주실 수 있을까요? 그녀에 대해서 알고 싶어서요.	Would you mind introducing me to Meursault? I'd like to meet her.						0	
29	对面的人瞪大了眼睛，上下打量了一下我，咬着嘴半天不吱声。	對面的人瞪大了眼睛，上下打量了我一番，咬著嘴半天不出聲。	相手は目を丸くして、じろじろと私を見て、黙ったまま唇を噛んでいる。	그녀는 눈이 휘둥그레져 위아래로 날 훑어봤고 한동안 아무 말도 하지 않았다.	The physician stared at me incredulously. She looked me up and down, biting her lip for a long time in silence.						0	
30	额……你不知道？	呃……你不知道？	え……ご存知ない？	아… 정말 아무것도 모르시는 건가요?	Uh... don't you know?						0	
31	她的资料有写。	她的資料有寫。	彼女の資料に書いてある。	자료에 전부 적혀있는데…	It's written in her profile.						0	
b-11											0	
32	我想先和本人简单接触一下再去看资料。	我想先和本人簡單接觸一下再去看資料。	本人と簡単に接触した後で資料を見るつもりです。	먼저 선생님하고 면담을 하고 자료를 볼 생각이었거든요.	I wanted to chat with her first before checking the materials.						0	
b-14											0	
b-14-2	直接看队员资料的话很容易用刻板印象去识人。	直接看隊員資料的話很容易用刻板印象去認人。	先に隊員の資料を見ると、先入観が入るので。	자료를 먼저 보면 선입견을 가지기가 쉬워서요…	People often end up using stereotypes to classify others if they simply read their profiles without meeting them.						0	
33	这样？你真善良呵。	這樣？你真善良呵。	へぇ？優しいね。	아… 일리가 있네요. 정말 선량하신 분이시네요.	Is that so? Aren't you a kind one, heh.						0	
34	莫尔索是琴诺的<orange>第二人格</>。她患有人格分裂，记住了吗？	莫爾索是琴諾的<orange>第二人格</>。她患有人格分裂，記住了嗎？	ムルソーはチェルノの<orange>第二の人格</>。彼女は二重人格。	모르소는 체르노의 <orange>두 번째 인격체</>에요. 그녀는 이중인격을 가지고 있어요.	Meursault is Cherno's <orange>alternate personality</>. She has a split personality, remember?						0	
b-12											0	
35	啊……？	什麼……？	え……？	네…?	Huh...?						0	
b-13											0	
36	可是，你们不是也会和她谈起来莫尔索吗？	可是，你們不是也會和她談起莫爾索嗎？	でも、あなたたちも彼女とムルソーのことを話すのでは？	그렇지만 체르노에게 모르소에 관한 얘기를 하지 않으셨었나요?	But didn't you also talk about Meursault with her?						0	
37	她自己没有意识。为了稳定琴诺的情绪，我们会承认莫尔索是独立的、真实存在的人。	她自己沒有意識。為了穩定琴諾的情緒，我們會承認莫爾索是獨立的、真實存在的人。	彼女自身は意識していない。私たちはチェルノの気持ちを安定させるために、ムルソーは独立して実在する人間として認める。	체르노는 본인이 이중인격이란 걸 몰라요. 체르노를 안정시키려고 저희도 모르소의 존재를 인정한 거고요.	She doesn't realize it herself. To keep her mood stable, we'd acknowledge that Meursault is a real-life, independent person.						0	
38	对面的人瞥了一眼愣住的我，没好气地哼了一声。	對面的人瞥了一眼愣住的我，沒好氣的哼了一聲。	向こうの人は驚いた私をチラッと見て、ふんと鼻を鳴らした。	그녀는 넋이 나가있는 나를 보더니 언짢은 듯 콧방귀를 뀌며 말했다.	The physician glanced at me and snorted, seeing me stunned.						0	
39	真想对她好就记住这一点……	真想對她好就記住這一點……	本当に彼女を思っているなら、覚えといて……	만약에 체르노한테 잘해주고 싶으면 이거 하나는 기억하세요…	If you want to be nice to her, at least remember this...						0	
40	琴诺是个……	琴諾是個……	チェルノは……	체르노는…	Cherno...						0	
41	可怜的孩子。	可憐的孩子。	可哀そうな子。	정말 가여운 아이예요.	Has had a tough life.						0	
