字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
31	是这样吗？芬妮？	是這樣嗎？芬妮？	そうなのか、ファニー？	정말이야? 페니?	Is that so? Fenny?						0	
32	那是因为！自从分析员休假以后，我看你们一个一个都心不在焉的！	那是因為！自從分析員休假以後，我看你們一個個都心不在焉的！	だって！分析員が休んでから、みんな上の空って感じだったもの！	그건 분석가가 휴가를 가고부터 너희들이 온종일 다른 데만 신경을 쓰고 있으니까 그렇지!	There's a reason for that! I noticed that ever since the Adjutant left on holiday, every single one of you was totally dejected!						0	
33	不说这个了！星期三和茉莉安那边应该也备好了茶点……这下playername回来了，总不会再多出一份了吧？	不說這個了！星期三和茉莉安那邊應該也備好了茶點……這下playername回來了，總不會再多出一份沒人吃了吧？	そんなことより！ウェンズデーとマリアンがお茶を用意してるはずよ……playernameが帰ってきたから、また一人分余っちゃうことはないよね？	됐고! 웬스데이하고 마리안이 playername(이)가 돌아온 겸 차를 좀 우려놨으니까, 거기로 가서 한잔하는 건 어때?	But that's not the point! Wednesday and Marian should've prepared some snacks over there... You've got enough for playername too, don't you?						0	
34	走了走了！饮茶先！	走了走了！先去喝茶再說！	行こう行こう、お茶だ！	가자, 가자! 차부터 마시자!	On it, guys! Snacks galore!						0	
35	对了，看看安卡希雅还在不在衣柜里，从刚才开始就没动静了，不会睡着了吧……	對了，看看安卡希雅是不是還躲在衣櫃裡，她從剛才開始就沒動靜了，不會是睡著了吧……	そうだ、アカシアがまだクローゼットにいるか確かめないと。さっきから声がしないけど、まさか寝たんじゃ……	맞다. 근데 아카시아는 옷장에 뭐 하는 거야? 시작부터 아무 인기척도 없던데… 설마 자고 있는 건 아니겠지?	Right, check if Acacia's still in the wardrobe. She's gone silent. Hopefully she didn't fall asleep...						0	
36	分析员，刚才有没有被吓到？开始担心自己太久没有出现，我们把你给忘了？	分析員，剛才有沒有被嚇到？是不是開始擔心自己太久沒有出現，我們已經忘了你？	分析員、心配した？長いこといなかったから、忘れられたと思ってない？	분석가, 솔직히 조금 놀랐지? 하도 오랜만에 와서 우리가 분석가를 잊었을까 봐?	Adjutant, we didn't give you a fright, did we? Were you starting to worry you'd been gone so long that we'd all forgotten you?						0	
b-6											0	
37	没有！绝对没有！	沒有！絕對沒有！	思ってない！断じて思ってない！	아니야! 절대 그렇지 않아!	Nope, I would never!						0	
38	说实话，有一点点。	說實話，有一點點。	正直、ちょっとだけ心配した。	솔직히 말하면… 아주 조금?	Well, to tell the truth, maybe a tiny bit.						0	
39	欸嘿嘿，总之，现在不担心吧？	欸嘿嘿，總之，現在不擔心了吧？	ヘヘ。じゃ、もう心配してないよね？	헤헤헤~ 아무튼 지금은 괜찮은 거지?	Ehehe. But you're not worried anymore, are you?						0	
b-7											0	
40	嗯！不担心！	嗯！不擔心了！	ああ！安心した！	응! 괜찮아!	Nope, not at all!						0	
41	你不在的时候，大家都在等你回来呦。	你不在的時候，大家都在等你回來唷。	分析員が留守の間、みんな分析員の帰りを待っていたよ。	분석가가 없을 때, 모두 분석가만 기다리고 있었다고.	All this time, we were waiting for you to return, you know?						0	
42	毕竟对于大家来说，只有一位叫做playername的分析员。	畢竟對於大家來說，只有一位叫做playername的分析員。	みんなにとって、playernameという分析員は一人しかいないから。	우리에게 있어 분석가는 오직 playername 한 명뿐이니까!	Because there's only one Adjutant for us, and that's you, playername.						0	
