字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
34	在你原有的脑神经基础上，多了这么一层独立的神经元网络。它叫“<snowbreak>神格神经</>”	在你原有的腦神經基礎上，多了這麼一層獨立的神經元網路。它叫做「<snowbreak>神格神經</>」	あなたの脳には、既存の脳神経に加え、独立した神経網が存在しています。それは「<snowbreak>神格神経</>」と呼ばれています。	원래 있던 뇌신경에 '<snowbreak>만트라 신경</>'이라고 불리는 독립적인 신경 네트워크가 형성됐어요.	There is an additional independent neural network layered on top of your original cerebral nerves. They are called "<snowbreak>Theotropic Nerves</>."						0	
35	不是我们担心的那几种情况。	不是我們擔心的那幾種情況。	私たちが心配していた状況ではありません。	저희가 걱정하는 그 정도 상황까지는 아닐 거예요.	This wasn't one of the possibilities we were worried about.						0	
36	至于“神格神经”对你的影响……	至於“神格神經”對你的影響……	ただし、「神格神経」があなたに与える影響については……	적어도 '만트라 신경'이 당신에게 미치는 영향에 있어서는…	As for how these "Theotropic Nerves" will affect you...						0	
37	经典难题来了，好消息和坏消息，你想先听哪个？	經典難題來了，好消息和壞消息，你想先聽哪個？	ありがちな質問をしましょうか。良いニュースと悪いニュース、どちらを先に聞きたいですか？	선택지를 줄게요. 좋은 소식과 나쁜 소식이 있는데, 어떤 소식부터 듣고 싶어요?	I'll give you a classic choice — do you want the good news or the bad news first?						0	
e-5											0	
38	听听好消息。	聽聽好消息。	良いニュース。	좋은 소식	Let's hear the good news.						0	
39	神格神经不会危害你的健康，反而会让你的体能、身体组织强度大幅提升。	神格神經不會危害你的健康，反而會讓你的體能、身體組織強度大幅提升。	神格神経はあなたの健康に害を及ぼすことはありません。むしろ、あなたの体力や身体組織の強度を大幅に向上させます。	만트라 신경의 경우, 건강에 해가 되고 이런 건 전혀 없어요. 오히려 신체 능력과 신체 조직 강도를 대폭 향상시켜주죠.	Theotropic Nerves won't jeopardize your health. They actually greatly enhance your physical fitness and overall strength.						0	
40	同时还会拥有一些特殊的战斗能力，这个由神经上所寄宿的“神格”来决定。	同時還會擁有一些特殊的戰鬥能力，這個由神經上所寄宿的“神格”來決定。	同時に、特別な戦闘能力も与えます。それは神経に宿る「神格」によって決まるのですが。	그와 동시에 특수한 전투 능력을 갖추게 될 텐데, 그건 신경에 머무는 '만트라'에 의해 결정돼요.	They will also provide the host with various special combat abilities. These are determined by the "Deiwos" that resides within the nerves.						0	
41	当然你的情况不太一样。	當然你的情況不太一樣。	しかし、あなたはさらに特殊なケースです。	물론 당신의 상황은 조금 달라요.	But your situation is unique.						0	
42	不过那就是属于坏消息的部分了。	不過那就是屬於壞消息的部分了。	それがさっき言ってた悪いニュースに当たります。	이건 나쁜 소식이라고 볼 수 있을 거 같네요.	Actually, that's part of the bad news.						0	
43	说说坏消息吧。	說說壞消息吧。	で、悪いニュースは？	나쁜 소식	Tell me the bad news.						0	
44	你刚才描述过，经常会回想起一些陌生的记忆片段……它的原因应该找到了。	你剛才描述過，經常會回想起一些陌生的記憶片段……它的原因應該找到了。	あなたがさっき説明したように、しばしば知らない記憶の断片を思い出す……その原因でもあるのですが。	방금 당신이 말했던 증상 중, 낯선 기억들이 자주 떠오른다 했었죠… 그 원인을 찾은 것 같아요.	You just mentioned how you often recalled fragmented memories... I believe we've discovered the cause.						0	
45	一般来说，神格神经上都会寄宿“神格”。	一般來說，神格神經上都會寄宿“神格”。	一般的に、神格神経には「神格」が宿ります。	보편적으로 만트라 신경에는 '만트라'가 머물게 돼요.	Typically, Theotropic Nerves host a "Deiwos."						0	
46	在你的神格神经上，我们找不到“神格”寄宿的特征，反而在最前端多出了一对神经节。	在你的神格神經上，我們找不到“神格”寄宿的特徵，反而在最前端多出了一對神經節。	しかしあなたの神格神経には、「神格」が宿った時の特徴が見つからず、代わりに先端に神経節のペアが現れています。	하지만 당신의 만트라 신경에는 '만트라'가 머물렀던 흔적을 전혀 찾아볼 수 없어요. 오히려 가장 앞부분에 신경계가 한 쌍 더 있는 상태에요.	We were unable to locate any characteristics of a "Deiwos" within your Theotropic Nerves. However, there are two ganglia on the front end.						0	
47	这对神经节时刻都在和附近的某些信息相产生“共感”，非常活跃。	這對神經節時刻都在和附近的某些訊息相產生“共感”，非常活躍。	この神経節のペアは非常に活発で、常に周囲の特定の情報と「共感」を発生してしまいます。	이 신경계는 수시로 근처에 있는 한 정보와 '공감'을 하고 있어요. 그것도 아주 활발하게 말이죠.	These ganglia exhibit "empathic" tendencies with certain nearby information and are extremely active.						0	
48	鉴于我们找不到其他的异常，姑且判断就是它在向你输送这些记忆片段。	鑑於我們找不到其他的異常，姑且判斷就是它在向你輸送這些記憶片段。	他に異常な点が見つからないので、これがあなたに記憶の断片を伝達していると判断できます。	저희가 다른 이상을 발견하지 못했던 건, 아마 해당 신경계가 당신에게 이런 기억 파편들을 전송하고 있어서 그럴 수도 있어요.	Since we couldn't find any other abnormalities, we have to assume the ganglia are transmitting these fragmented memories to you.						0	
b-5											0	
b-5-1	可以说得通俗一点吗？	可以說得通俗一點嗎？	もう少し分かりやすく説明できないか？	조금 더 쉽게 설명해 줄 수 있어?	In layman's terms?						0	
b-5-1-0	它就像一根天线，不停在你脑袋里面接收信号。	它就像一根天線，不停在你腦袋裡面接收訊號。	あなたの頭の中に、アンテナのようなものが出来上がって、信号を受信し続けているのです。	한 마디로 그게 안테나처럼 당신의 머릿속에서 끊임없이 신호를 받아들이고 있다는 말이에요.	They're like antennae, constantly receiving signals in your brain.						0	
b-5-1-1	我不确定它会对你产生什么影响，也许会导致严重的自我认知偏差？也许不会？	我不確定它會對你產生什麼影響，也許會導致嚴重的認知偏誤？也許不會？	それがあなたにどんな影響を与えているかは、私にも分かりません。重大な自己認識の偏りを引き起こしてしまうかもしれないし、そうならない可能性もあります。	하지만 그게 어떤 영향을 끼칠지는 저도 잘 모르겠어요. 아마 자아 인지능력이 심각하게 떨어질 수도 있고, 아닐 수도 있겠죠?	I can't be sure how it might affect you. Maybe you'll experience a severe deviation in self-perception. Who knows?						0	
52	卡罗琳重重叹了口气，就像一位担心孩子考不上大学的家长……或许比那还要严重。我充分感受到了她的语重心长。	卡羅琳重重嘆了口氣，就像一位擔心孩子考不上大學的家長……或許比那還要嚴重。我充分感受到了她的語重心長。	カロリンは自身の緊張をほぐすように息を吐いた。まるで我が子の行く末を案じる親のような…いや、それ以上に深刻そうかもしれない。彼女の心配そうな言葉がしっかりと伝わってくる。	캐롤린은 아이가 대학에 가지 못할까 봐 걱정하는 학부모처럼 한숨을 푹 내쉬었다. 아니, 어쩌면 더 심각할 수도… 나는 그녀의 의미심장한 말을 충분히 느낄 수 있었다.	Caroline let out a deep sigh, like a worried parent unsure if their child could get into college... Or perhaps it was even worse than that. I could fully sense her sincerity.						0	
53	总之，多保持思考“你”是谁这个问题。	總之，多保持思考“你”是誰這個問題。	…とにかく誰かの想いに押し潰されないよう「自分とは誰なのか」を常に問い続け、自己認識を失わないようにしてください。	어찌 됐든 '자신'이 누구인지 계속해서 생각해 보세요.	Either way, don't forget who "you" are.						0	
54	在我们找到更好的解决办法前，只能先这样了。	在我們找到更好的解決辦法前，只能先這樣了。	より良い解決策を見つけるまで、今のところはこのままにするしかありません。	더 좋은 해결 방법을 찾기 전까지는 이게 최선인 것 같아요.	That's all you can do until we find a better solution.						0	
b-6											0	
55	没关系，能从空间站活着回来，已经赚到了。	沒關係，能從太空站活著回來就已經賺到了。	大丈夫、宇宙ステーションから生きて帰ってこられただけでも、十分幸運なことだ。	괜찮아. 우주 정거장에서 살아 돌아온 것만으로 이미 만족하고 있어.	It's alright. I made it back from the space station. That's all that matters.						0	
56	喂！不该是你在安慰我吧？	喂！不該是你在安慰我吧？	おい、慰められるべきなのは私じゃないでしょ？	잠깐! 설마 절 위로하려고 그러시는 건 아니죠?	Hey! Shouldn't you be comforting me?						0	
57	没有红色药丸和蓝色药丸可以吃吗？	沒有紅色藥丸和藍色藥丸可以吃嗎？	赤と青の薬はないのか？	붉은 알약이나 푸른 알약 같은 건 없어?	Can I eat without the red or blue pills?						0	
58	你还是多喝热水吧。	你還是多喝熱水吧。	白湯のほうがおすすめです。	그냥 따뜻한 물이나 많이 마시세요.	You should drink more hot water.						0	
59	希望你能一直保持这个心态……对了。	希望你能一直保持這個心態……對了。	そして、常に先ほどの心構えを持ち続けてほしいですね……そうだ。	그런 마음이 한결같으면 좋을 텐데요… 아, 그리고.	I hope you can keep that mindset... yeah.						0	
60	有关“神格神经”的信息，如果老板问起来，你要装作不知情……	有關“神格神經”的資訊，如果老闆問起來，你要裝作不知情……	「神格神経」に関する情報について、もしボスが聞いてきても、知らないふりをして……	만약 대표님이 '만트라 신경'에 대한 정보를 물어보면 그냥 모르는 척하세요…	If the boss asks you about "Theotropic Nerves," just pretend like you don't know anything.						0	
61	老老老……老板！	老老老……老闆！	ボボボ……ボス！	대, 대, 대…표님!	B-B-Boss...!						0	
62	卡罗琳的舌头突然被打上了死结。	卡羅琳的舌頭突然被打上了死結。	カロリンが急に黙り込んだ。	캐롤린은 갑자기 혀가 꼬이며 말을 더듬기 시작했다.	Caroline's words suddenly caught in her throat.						0	
63	我一眼就认出了这位银发的来访者……	我一眼就認出了這位銀髮的來訪者……	私は一目でこの銀髪の訪問者の身分が分かった……	난 단숨에 은발의 머리카락을 지닌 방문객의 정체를 알아챌 수 있었다…	I recognized the silver-haired visitor immediately...						0	
64	那是世界树公司的董事之一，陶。说她是手握人类命运之人也丝毫不为过。	那是世界樹公司的董事之一，τ。說她是手握人類命運之人也絲毫不為過。	ユグドラシル社の取締役の一人、τ(タウ)だ。彼女は「人類の運命を握る者」と言っても過言ではない。	그녀는 위그드라실 회사의 이사회 중 한 명인 τ로, 그녀의 손에 인류의 운명이 달려있다고 해도 전혀 과언이 아니다.	It was τ, one of the Yggdrasil directors. It wouldn't be an exaggeration to say that she held the fate of mankind in her hands.						0	
65	还有多少时间？	還有多少時間？	時間はあとどれくらいありますか？	시간이 얼마나 남았지?	How much time do I have?						0	
66	离下一个会议开始还有十四分钟。	離下一個會議開始還有十四分鐘。	次の会議まで、あと14分です。	다음 회의까지 14분 남았습니다.	The next meeting begins in 14 minutes.						0	
67	陶冷漠地点了点头。	τ冷漠地點了點頭。	τは泰然と頷いた。	τ는 차가운 표정으로 고개를 끄덕인다.	τ nodded coldly.						0	
68	卡罗琳，我希望能和他单独交谈。	卡羅琳，我希望能和他單獨交談。	カロリン、彼と個別に話したいのですが。	캐롤린, 이 사람하고 단둘이 얘기했으면 하는데.	Caroline, I would like to speak with him in private.						0	
69	老板！刚才……	老闆！剛才……	ボス、先程は……！	대표님! 방금…	Boss! Just now...						0	
70	我只看见陶冰凉的眼神扫了过去，卡罗琳立刻转身，如受惊的兔子般“逃”出了这里。	我只看見τ冰涼的眼神掃了過去，卡羅琳立刻轉身，如受驚的兔子般“逃”出了這裡。	τに冷たい視線を向けられると、カロリンはすぐに目を逸らして頭を下げ、速やかに退出した。その姿はまるで怯えた兎のように見えた。	τ는 캐롤린에게 차가운 시선을 보냈고, 캐롤린은 몸을 돌려 겁에 질린 토끼처럼 회의실을 도망쳐 나갔다.	I saw τ's icy gaze aim at Caroline before she immediately turned and "escaped" from the room like a scared rabbit.						0	
71	那么，我长话短说。	那麼，我長話短說。	それでは、端的に言います。	그럼 시간이 없으니 짧게 말하지.	Well, I'll keep this brief.						0	
72	究竟是什么事情，需要陶在会议开始前特地赶来？	究竟是什麼事情，需要τ在會議開始前特地趕來？	τが会議前にわざわざ駆けつけたのは、一体何のためだ？	대체 무슨 일이길래 τ가 회의 전에 직접 찾아온 거지?	What would possibly require that τ come here before her meeting?						0	
73	鉴于你在就任安全部主管期间的卓越贡献，以及在回收槲寄生空间站任务中的无私牺牲。	鑑於你在就任安全部主管期間的卓越貢獻，以及在回收槲寄生太空站任務中的無私犧牲。	あなたの安全部責任者としての優れた貢献、およびヤドリギ宇宙ステーションの回収ミッションにおける犠牲を鑑みて、	당신은 안전부에 취임해 있는 동안 엄청난 공을 세웠고, 미스틸테인 우주정거장을 회수하는 데 있어서도 헌신적인 희생을 했어.	Given your exceptional contributions during your time as director of the Security Department, as well as your selfless sacrifice during the mission to recover the Mistilteinn Station...						0	
74	我代表全体董事会向你致以崇高敬意。	我代表全體董事會向你致以崇高敬意。	私は理事会を代表して、あなたに敬意を表します。	이사회를 대표해 진심으로 경의의 뜻을 표하고 싶어.	On behalf of the entire Board, I would like to express my highest respect for you.						0	
75	playername，欢迎回来。	playername，歡迎回來。	playername、お帰りなさい。	playername, 돌아온 걸 환영해.	playername, welcome back.						0	
76	她用冷冰冰的语气说出了欢迎辞，语调没有任何起伏，就像在宣称某些早已注定的事实。	她用冷冰冰的語氣說出了歡迎辭，語調沒有任何起伏，就像在宣稱某些早已注定的事實。	彼女は淡々とした口調で歓迎の言葉を述べた。口調には一切の変化がなく、既に起きている事実をただ宣言しているかのようだ。	차갑고 기복 없는 그녀의 환영사는 마치 정해진 사실을 통보하는 것처럼 느껴졌다.	τ delivered her welcome speech in a frosty tone, without any fluctuations in her voice, as if she was simply stating a universal truth.						0	
77	但内容令我惊愕不已。	但內容令我驚愕不已。	しかし、その内容に私は驚いた。	하지만 이어서 하는 말을 듣고 나서, 난 놀라움을 금치 못했다.	However, the content surprised me.						0	
78	当然，对你的表彰不会仅仅停留口头。	當然，對你的表彰不會僅僅停留口頭。	もちろん、あなたへの表彰は口頭だけで終わるわけではありません。	물론, 당신에 대한 공로는 단지 말로 끝나지는 않을 거야.	Of course, this acknowledgment doesn't stop at words.						0	
79	安全部现在没有适合的职位，你是否还有在前线部门就任管理岗位的意向？	安全部現在沒有適合的職位，你是否還有在前線部門就任管理崗位的意向？	現在、安全部に適切な職位はありませんが、前線部門で管理職に就任する意向はありますか？	현재 안전부에 공석이 없어서 그런데, 전방 부대 관리직으로 취임할 의사가 있나?	As there are no fitting positions for you in the Security Department, would you consider taking on a management role in the Front-line Department?						0	
80	你有足够的经验和能力，公司仍然需要你……	你有足夠的經驗和能力，公司仍然需要你……	優れた経験と能力を持っているあなたに…	회사에서는 당신처럼 경험이나 능력이 충분한 인재를 필요로 하고 있거든…	You have ample experience and skill, and the company still needs you...						0	
81	在<snowbreak>海姆达尔部队</>，担任“分析员”。	在<snowbreak>海姆達爾部隊</>，擔任「分析員」。	<snowbreak>ヘイムダル部隊</>で「分析員」を勤めてほしいです。	<snowbreak>헤임달 부대</>에서 '분석가' 직책을 맡게 될 거야.	On the <snowbreak>Heimdall Force</> as the Adjutant.						0	
b-7											0	
82	分析员？听起来更像执行岗位。	分析員？聽起來更像執行崗位。	分析員？オペレーターか何かでしょうか。	분석가요? 이름만 들어선 뭘 집행하는 것 같네요.	Adjutant? It sounds like I'd be working on the ground.						0	
83	分析员拥有海姆达尔部队的指挥权，直接负责对抗<snowbreak>泰坦</>，行政级别和访问权限都高于你原来的职位。	分析員擁有海姆達爾部隊的指揮權，直接負責對抗<snowbreak>泰坦</>，行政級別和訪問權限都高於你原來的職位。	分析員はヘイムダル部隊の指揮権を持ち、<snowbreak>タイタン</>との戦闘に直接関与します。行政レベルとアクセス権限も以前のポジションより高いです。	분석가는 헤임달 부대의 지휘권을 가지고 있어. <snowbreak>타이탄</>에 대항하는 것을 직접적으로 책임지고 있고 행정 등급과 방문 권한도 이전 직책보다 높아.	As Adjutant, you would direct the Heimdall Force, be responsible for our fight against <snowbreak>Titan</> enemies, and enjoy a higher administrative rank and access than you did in your original role.						0	
84	具体的薪酬我不了解，应该是一个任何人都不会拒绝的数字。	具體的薪酬我不了解，應該是一個任何人都不會拒絕的數字。	具体的な給与について詳細は把握していませんが、不満を持つ者はいない額でしょう。	구체적인 급여는 잘 모르겠지만, 아마 어느 누구도 거절할 수 없는 금액일 거야.	I don't know exactly how much the compensation would be, but it is likely a number no one could refuse.						0	
85	你的答复是什么？	你的答復是什麼？	あなたの答えは？	그래서 어떻게 하고 싶지?	What is your answer?						0	
b-8											0	
86	我想考虑一下。	我想考慮一下。	少し考えさせてください。	고민을 좀 해봐야겠어요.	I need to think about it.						0	
87	陶将目光从我身上移开，抬起手臂，腕表将时间以全息投影的形式在她眼前显示。	τ將目光從我身上移開，抬起手臂，腕錶將時間以全息投影的形式在她眼前顯示。	τが私から目を離して腕を上げると、腕時計の時間がホログラフィック表示された。	τ는 다른 곳으로 시선을 옮겼고, 손을 들고 시계를 홀로그램 형식으로 만들어 그녀의 눈앞에 나타나게 만들었다.	τ looked away from me and raised her watch, which displayed the time as a holographic projection.						0	
