字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
48	尽管晴在努力压抑，我仍旧听出了她语气中的不可置信。	儘管晴在努力壓抑，但我仍舊聽出了她語氣中的難以置信。	晴が頑張って抑えているにもかかわらず、その口調からは不信感が窺える。	하루는 최대한 감정을 억제하려 했지만, 그녀의 말투에서 여전히 믿을 수 없다는 감정을 내비치고 있었다.	Even though Haru was clearly trying to suppress it, I could still sense the disbelief in her voice.						0	
b-15											0	
49	我没有不信任你……	我沒有不信任你……	信用しないわけじゃ……	믿지 않는 게 아니에요…	It's not that I don't trust you...						0	
b-16											0	
50	而是……	而是……	ただ……	믿지 않는 게 아니라…	But rather because...						0	
51	你在怀疑我的荣誉？	你在懷疑我的榮譽？	自分の誇りを疑っているのか？	그럼 내 명예를 의심하는 거야?	Are you doubting my honor?						0	
52	我感受到晴正处于发怒的边缘。	我感受到晴正瀕臨發怒的邊緣。	晴の堪忍袋の緒が切れそうになっている。	난 하루의 분노가 곧 폭발하기 직전까지 왔다는 것을 느꼈다.	I could tell that Haru was teetering on the edge of rage.						0	
b-17											0	
53	你现在这种状态，很可能在任务中受伤！	你現在這種狀態，很可能在任務中受傷！	このままでは、君が任務中に怪我をする可能性が高いから！	지금 이런 상태로는, 미션을 진행하다가 다칠 수도 있어요!	You'll probably get hurt during the mission in your current state!						0	
b-18											0	
54	甚至可能会……	甚至可能會……	怪我どころか……	그리고 어쩌면…	You might even...						0	
55	话没说出口，我已经意识到不妥。	話還沒說出口，我已經意識到不妙。	口から出かけて、マズいだと思った。	말은 하지 않았지만, 나는 이미 뭔가 잘못되었다는 것을 깨달았다.	I'd already realized my mistake before I even finished speaking.						0	
56	那我宁愿在执行任务中牺牲！	那我寧願在執行任務中犧牲！	任務のためなら、喜んでこの命を捧げる！	난 차라리 미션을 수행하다가 희생하는 걸 택하겠어!	Then I would rather die on the mission!						0	
57	晴的怒火彻底点燃。	晴的怒火徹底被點燃。	晴が完全に爆発した。	그렇게 하루의 분노는 결국 폭발했다.	The flames of Haru's anger had been fully ignited.						0	
58	事情正在朝我最不希望的方向发展。	事情正在朝我最不樂見的方向發展。	状況は私が望まない方向にどんどん進んでいる。	상황은 내가 전혀 예상하지 못한 방향으로 흘러가고 있었다.	Things were not going in the direction I had hoped.						0	
59	……	……	……	…	...						0	
60	抱歉……	抱歉……	すまない……	미안해…	Sorry...						0	
61	如果要问我的意愿，我的意愿就是……	如果要問我的意願，我的意願就是……	自分の意思を聞いてくれるのなら……	하지만 내 선택을 묻는 거라면, 난 여전히…	If you're interested in what I want, I...						0	
62	我希望参加这个任务。	我希望參加這個任務。	この任務に参加させて欲しい。	미션을 진행하고 싶어.	I want to participate in the mission.						0	
63	除此之外我没有什么好说的。	除此之外我沒有什麼好說的。	自分が言いたいのはそれだけだ。	그 외에는 딱히 할 말이 없군.	Other than that, I don't have anything to say.						0	
64	晴在说完之后，立刻转身离开了这间办公室。	晴在說完之後，立刻轉身離開了這間辦公室。	晴はそう言ってすぐオフィスを離れた。	말을 마친 하루는 즉시 몸을 돌려 사무실을 나섰다.	After Haru finished speaking, she immediately turned around and left the office.						0	
65	你听到她的意愿了。	你聽到她的意願了。	それが彼女の意思ですから。	너도 그녀의 뜻을 알았겠지.	You heard her.						0	
66	我移开眼睛不去看陶。	我移開視線不去看τ。	私はτから目を逸らした。だが……	난 τ를 바라보지 않고 눈을 돌렸다.	I averted my gaze from τ.						0	
67	但也没有迈开脚步，去追逐离开的晴。	但也沒有邁開腳步，去追上離開的晴。	去っていく晴を追うこともしなかった。	하지만 내 발걸음은 하루를 따라 쫓아가지도 않았다.	But I didn't take a step forward to chase after Haru either.						0	
