字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
11	毫无征兆，分析员主动冲向天台的边缘。龙舌兰一边拼命射击掩护，一边大喊playername的名字。	毫無徵兆，分析員主動衝向天台的邊緣。龍舌蘭一邊拼命射擊掩護，一邊大喊playername的名字。	分析員はいきなり屋上の縁に向けて走り出した。アガベはplayernameの名前を叫びながら、援護射撃を行った。	아무런 징조도 없이 분석가가 갑자기 옥상 가장자리로 달려갔다. 아가베는 필사적으로 총을 쏘며 엄호했고, 동시에 playername의 이름을 외쳤다.	Without warning, the Adjutant raced to the edge of the roof. Agave desperately fired her gun to cover playername as she shouted his name.						0	
12	我已经逃不掉了，龙舌兰，不要管我！！	我已經逃不掉了，龍舌蘭，不要管我！！	私はもう無理だ！私に構わず逃げろ！	나는 이미 도망칠 수 없어, 아가베, 나를 신경 쓰지 마!!	I can't run anymore, Agave! Forget about me!!!						0	
13	没有我这个拖累，你肯定能逃出去。把你背下的秘钥交给公司，他们知道该怎么做！	沒有我這個拖累，你肯定能逃出去。把你背下的秘鑰交給公司，他們知道該怎麼做！	君一人なら逃げ切れるはずだ。キーワードを会社の者に伝えたら、あとのことは彼女達がやってくれるさ！	나 없으면 너는 분명히 탈출할 수 있어. 네가 외운 암호키를 회사에 넘겨줘, 그들은 어떻게 해야 할지 알아!	Without me holding you back, you can escape. Take the secret key back to the company. They'll know what to do!						0	
14	抓住他！都小心点，这两个家伙要是都死了，我们要的东西可能都会扩散到网络上！	抓住他！都小心點，這兩個傢伙要是都死了，我們要的東西可能都會擴散到網路上！	捕まえろ！生け捕りにするんだ！両方死なれたら、あの映像が拡散されるぞ！	잡아라! 모두 조심해, 이 두 놈이 다 죽으면 우리가 원하던 것이 인터넷에 퍼질지도 몰라!	Catch him! Careful! If those two end up dead, the information we're after might get spread all over the internet!						0	
15	分析员！！！	分析員！！！	分析員さん！！！	분석가님!!!	Adjutant!!!						0	
16	激烈的交火中，分析员毫不犹豫冲向天台边缘，跃向高楼下的夜色。	在激烈的交火中，分析員毫不猶豫地衝向天台邊緣，躍向高樓下的夜色。	銃弾が飛び交うなか、分析員は迷わずビルから飛び出し、夜景に身を投げた。	격렬한 총격전 속에서, 분석가는 망설임 없이 옥상 가장자리로 돌진하여 고층 건물 아래의 밤으로 몸을 던졌다.	Amidst heavy gunfire, the Adjutant rushed to the edge of the towering roof without hesitation, jumping into the night air.						0	
17	他在空中张开双臂挥舞，好像还在不顾一切向着天台上的敌人射击，可身体被重力拖拽着毫无反抗之力的坠入那深渊般的夜色，被迅速吞没在那片漆黑之中。	他在空中張開雙臂揮舞，好像還在不顧一切向著天台上的敵人射擊，可身體被重力拖拽著毫無反抗之力的墜入那深淵般的夜色，被迅速吞沒在那片漆黑之中。	落下する分析員は藻掻きながら発砲しているようだが、そんな距離から放たれる銃弾がビルにいる敵に届くはずもない。重力に体を任せたまま落下するその姿は、あっという間に闇色に飲み込まれた。	그는 공중에서 두 팔을 벌려 흔들면서도 옥상의 타깃들에 무모하게 총을 쏘았지만, 중력에 끌려 아무런 저항도 할 수 없이 그 깊고 어두운 밤 속으로 빨려 들어갔다.	He moved his arms in the air, seemingly still desperately shooting at the enemies on the rooftop. However, his body was pulled down into the nighttime abyss by gravity, until he was completely swallowed up by darkness.						0	
18	该死，蠢货！居然真去送死！	該死，蠢貨！居然真去送死！	くそ！自分から命を絶つなんて！	젠장, 멍청이! 정말로 죽으러 가다니!	Damn idiot! He actually jumped to his death!						0	
19	看好这家伙！！别让她跑了！	看好這傢伙！！別讓她跑了！	女の方を捕らえろ！決して逃がすな！	이 여자를 잘 지켜봐!! 도망가지 못하게 해!	Keep your eyes on the girl! Don't let her run!						0	
20	现在还不是争功劳的时候，你们这些蠢货都看好自己的枪口！不要杀了她……我们现在只能通过她拿回那些东西了！	現在還不是爭功勞的時候，你們這些蠢貨都看好自己的槍口！不要殺了她……我們現在只能透過她拿回那些東西了！	殺すなよ？生け捕りにするんだ！いま手がかりを握っているのは、あいつだけなんだからな！	지금은 공을 다툴 때가 아니야, 이 멍청이들아, 자기 총구나 잘 지켜! 그녀를 죽이지 마… 우린 이제 그녀를 통해서만 그 물건들을 되찾을 수 있어!	Now isn't the time to compete! Watch where you point your muzzle! Don't kill her... She's our only ticket to getting what we want now!						0	
21	因为分析员的“死亡”，好似被抽走一切力气的少女跌坐在地上，周围乱糟糟的争吵声全部听不见了。	因為分析員的「死亡」，好似被抽走一切力氣的少女跌坐在地上，周圍亂糟糟的爭吵聲全部聽不見了。	分析員の「死」を目撃したアガベは放心状態にあった。周囲の音も一切耳に入らなくなっていた。	분석가의 '죽음'으로 인해 모든 힘이 빠진 듯한 소녀는 주저앉았다. 주위의 혼란스러운 말다툼 소리는 전혀 들리지 않았다.	After the "death" of the Adjutant, the girl had seemingly lost all of her strength, collapsing to the ground. She couldn't hear unruly arguments taking place around her whatsoever.						0	
22	她脑中回荡的只有一个声音。	她腦中迴盪的只有一個聲音。	頭の中に残っているのは、分析員の声だけ。	그녀의 머릿속에는 오직 하나의 목소리만이 맴돌고 있었다.	Only one voice resounded in her head.						0	
23	龙舌兰，你愿意相信我吗？或者说……你愿意把性命托付给我吗？	龍舌蘭，你願意相信我嗎？或者說……你願意把性命託付給我嗎？	アガベ。私のことを、信じてくれるか？君の命を……私に預けてくれるか？	아가베, 나를 믿을 수 있겠어? 아니면… 너의 생명을 나에게 맡길 수 있겠어?	Agave, do you trust me? Or maybe I should say... do you trust me with your life?						0	
24	默数着时间，少女拇指悄然按在了起爆的按钮。	默數著時間，少女拇指悄然按在了起爆的按鈕。	心の中でカウントを数えながら、少女は起爆装置のスイッチに指を添えた。	시간을 세며, 소녀의 엄지가 몰래 폭발 버튼에 얹혔다.	As she counted down silently, the girl's thumb rested on the button on the detonator.						0	
25	我愿意，分析员。无论多少次，无论您是什么问题，我都是这个回答。	我願意，分析員。無論多少次，無論您是什麼問題，我都是這個回答。	もちろんです。何度聞かれても、私の返事は変わりません。	믿습니다, 분석가님. 몇 번이고, 어떤 질문이든, 제 대답은 항상 같습니다.	I do, Adjutant. No matter how many times you ask, no matter the question, I'll always have the same answer.						0	
26	那么——	那麼——	だから——	그렇다면…	Then...						0	
27	来吧。这场不能NG的演出！	來吧。這場不能NG的演出！	始めよう。キャンセルの許されない、このパフォーマンスを！	시작하자. NG가 없는 이 공연을!	C'mon. This perfect performance has to work!						0	
28	10秒的倒数结束，群狼环伺之间，龙舌兰猛地按下手中的按钮。	10秒的倒數結束，群狼環伺之間，龍舌蘭猛地按下手中的按鈕。	きっちり10秒数えると、敵に囲まれたアガベはスイッチを押した。	10초의 카운트다운이 끝나고, 이리떼에 둘러싸인 채로 아가베는 손에 쥐고 있던 버튼을 힘껏 눌렀다.	When the ten-second countdown hit zero, Agave suddenly pressed the button on the detonator she was holding as her enemy closed in on her.						0	
29	——地动山摇，火光冲天！！！	——地動山搖，火光沖天！！！	激しい振動ととも現れた炎が一気に夜空を照らした。	… 지축이 흔들리고, 불길이 치솟았다!!!	...The ground began to shake, and flames erupted into the sky!!!						0	
30	无数震惊惶恐的注视下，剧烈的爆炸从底下两层楼喷薄而出，淹没整个天台！	無數震驚惶恐的注視下，劇烈的爆炸從底下兩層樓噴薄而出，淹沒整個天台！	無数の怯える視線の中で、真下のフロアで起きた爆発が屋上全体を包み込んだ。	수많은 충격과 두려움의 시선 속에서 격렬한 폭발이 아래 두 층에서 분출되어 옥상 전체를 집어삼켰다!	As countless people watched on with astonishment and terror, a fierce explosion burst forth from two floors down, blanketing the entire rooftop!						0	
30_1	所有的邪恶妄想都被葬灭在那盛大的火光，滚滚烟尘之中，龙舌兰精准的沿着小老师反复计算过的安全路线冲出天台。	所有的邪惡妄想都湮滅在那盛大的火光，滾滾煙塵之中，龍舌蘭精準的沿著小老師反覆計算過的安全路線衝出天台。	敵の企みはその瞬間、すべて火の中に葬られたのだ。濃煙に紛れながら、アガベもフリティアが導き出した退避ルートから飛び降りた。	모든 사악한 망상은 그 거대한 불빛과 자욱한 연기 속에 묻혀버렸고, 아가베는 프티야가 반복해서 계산해 둔 안전 경로를 따라 정확하게 옥상을 빠져나갔다.	All of their evil schemes were enveloped in flames. Amidst roiling smoke and dust, Agave ran off the rooftop along the escape path Professor Fritia had carefully calculated multiple times.						0	
31	她像是射向天空的鸟，投入海中的鱼——义无反顾跃向那片夜色。	她像是射向天空的鳥，投入海中的魚——義無反顧躍向那片夜色。	空を飛ぶ鳥みたいに、海に飛び込む魚みたいに、彼女は躊躇なく夜空に身を投げた。	그녀는 하늘로 날아오르는 새처럼, 바다로 뛰어드는 물고기처럼… 주저 없이 그 밤으로 몸을 던졌다.	Like a bird shooting into the air, or a fish thrown back into the sea, she leaped into the night air with no hesitation.						0	
32	剧烈的爆炸气浪从背后袭来，在被那狂乱的气浪掀翻之前，半空中的少女扯下领口的系带，吊住了半空中一根近乎无形的细线。	劇烈的爆炸氣浪從背後襲來，在被那狂亂的氣浪掀翻之前，半空中的少女扯下領口的繫帶，吊住了半空中一根近乎無形的細線。	爆発の衝撃が背後から迫る中、彼女はネクタイを外すと、ビル間を繋ぐほぼ透明な糸に引っ掛けた。	격렬한 폭발의 기류가 뒤에서 몰아쳤다. 그 혼란스러운 기류에 휩쓸리기 전에, 공중에 있던 소녀는 목 부분의 끈을 풀어 거의 보이지 않는 가는 실에 매달렸다.	A violent shockwave followed behind her. Before she was thrown off course by the intense force, the girl pulled the tie from her collar and used it to suspend herself in midair on a near-invisible wire.						0	
33	——这是提前一步跃下天台的分析员为她创造的逃生索道。	——這是提前一步躍下天台的分析員為她創造的逃生索道。	それは、先に飛び降りた分析員が用意したワイヤーだった。	… 이것은 미리 옥상에서 뛰어내린 분석가가 그녀를 위해 마련한 탈출 로프였다.	It was the escape wire the Adjutant had set up for her when he jumped off the roof.						0	
33_1	索道的一端悄无声息布置在唯一不会被爆炸波及的安全点。分析员跃下天台时看似徒劳的射击，就是在固定这条索道。	索道的一端悄無聲息佈置在唯一不會被爆炸波及的安全點。分析員躍下天台時看似徒勞的射擊，就是在固定這條索道。	ビルの屋上で、唯一爆発に巻き込まれない死角に設置されたものだ。分析員が飛び降りながらなにかを撃ったのは、まさにこのワイヤーを設置するためだった。	삭도의 한쪽 끝은 폭발에 영향을 받지 않을 유일한 안전 지점에 조용히 설치되어 있었다. 분석가가 옥상에서 뛰어내릴 때 헛수고처럼 보이는 사격은 바로 이 삭도를 고정시키는 것이다.	One end of the wire had been discreetly fastened to the only safe zone that wouldn't be hit by the explosion. What appeared to be useless shooting when the Adjutant had leaped into the air was actually him affixing the wire.						0	
34	沿着索道飞速下滑的龙舌兰就像是风筝一样划过夜空。而“拖拽风筝”的另一端，被分析员缠在腰间，又牢牢抓在手中。	沿著索道飛速下滑的龍舌蘭就像是風箏一樣劃過夜空。而「拖曳風箏」的另一端，被分析員纏在腰間，又牢牢抓在手中。	ワイヤーに乗って降下するアガベの姿はまるで夜空を切り裂く凧のようだ。その凧を導いているのは、向こう側でワイヤーを腰に巻きつけて待機している分析員である。	로프를 타고 빠르게 내려가는 아가베는 밤하늘을 날아가는 연처럼 보였다. 그리고 '연을 잡고 있는' 다른 한쪽 끝은 분석가의 허리에 감겨 있고, 그의 손에 단단히 쥐어져 있었다.	Agave flew down the wire like a kite slicing through the night sky. And the other end of the "kite string" was wrapped around the Adjutant's waist, firmly grasped in his hands.						0	
35	他通过翼装滑行抵达了对面大厦的中层，此刻双脚抵在被破开落地窗的两边，全身的重量压在上面，张开双臂，迎接少女。	他透過翼裝滑行抵達了對面大廈的中層，此刻雙腳抵在被破開落地窗的兩邊，全身的重量壓在上面，張開雙臂，迎接少女。	補助翼で向こうのビルに着地した分析員は、踏ん張りながらワイヤーを引っ張って、少女を迎えようとしている。	그는 날개 장비를 이용해 맞은편 건물 중층까지 도달했고, 현재 깨진 창문의 좌우를 발로 버티며 온몸의 무게를 지탱하고, 두 팔을 벌려 소녀를 맞이했다.	He had used a flight suit to glide onto a mid-level floor in the opposite building. Now, his feet were braced against the frame of a broken floor-to-ceiling window, holding the weight of his entire body. He then opened his arms to welcome the girl.						0	
36	分析员……	分析員……	分析員さん……	분석가님……	Adjutant...						0	
37	少女的呢喃被吹散在夜空的下一刻，两人的身体剧烈的碰撞在一起。	少女的呢喃被吹散在夜空的下一刻，兩人的身體劇烈的碰撞在一起。	少女がそう囁いた次の瞬間、二人の体は激しく衝突し、その衝撃でふたりは屋上をごろごろ転がった。	소녀의 속삭임이 밤하늘에 흩어진 순간, 두 사람의 몸은 강하게 부딪혔다.	As the girl's whisper was stolen away by the night wind, their bodies collided violently.						0	
37_1	跌成一团的两人在地上滚了几圈才停了下来，分析员缓缓从地上撑起身子，看向被他牢牢护在身下的少女。	跌成一團的兩人在地上滾了幾圈才停了下來，分析員緩緩從地上撐起身子，看向被他牢牢護在身下的少女。	先に体を起こした分析員は、自分の腕の中の少女を見下ろした。	넘어진 두 사람은 땅바닥을 몇 바퀴 굴리다가 멈추었고, 분석가는 천천히 몸을 일으켜 그의 몸을 감싸고 있는 소녀를 바라보았다.	They fell onto the floor and tangled together, rolling several feet before stopping. The Adjutant slowly pushed himself up and looked down after the girl who was safe under him.						0	
38	我接住你了。	我接住你了。	ちゃんと受け止めただろ。	잡았다.	I caught you.						0	
39	是的，分析员。不过——下次，轮到您把一切托付给我了。	是的，分析員。不過——下次，輪到您把一切託付給我了。	ええ……ありがとうございます、分析員さん。でも……次は、すべて私に託してくださいね。	네, 분석가님. 하지만… 다음번엔, 당신이 모든 것을 저에게 맡겨주세요.	Yes, Adjutant. But next time, it's your turn to trust me with everything.						0	
40	您愿意吗？	您願意嗎？	お願いですよ？	그러시겠어요?	Will you?						0	
41	嗯。无论多少次。	嗯。無論多少次。	ああ。もちろん、何度だって頼むよ。	응. 몇 번이고.	Yes. No matter how many times.						0	
42	静谧的夜色，两人的呼吸和呼吸逐渐交融在一起，好似心跳也要融为一体。可就在少女的脸颊逐渐染上动情的红晕时，分析员龇牙咧嘴的跳了起来。	靜謐的夜色，兩人的呼吸和呼吸逐漸交融在一起，好似心跳也要融為一體。但就在少女的臉頰逐漸染上動情的紅暈時，分析員齜牙咧嘴的跳了起來。	静かな夜の中で、二人の呼吸と鼓動が交わった。しかし、アガベがほのかに顔を染めた途端、分析員はうめき声を漏らした。	고요한 밤, 두 사람의 숨결이 점점 하나로 섞여갔고, 심장 박동마저 하나로 합쳐질 듯했다. 그러나 소녀의 볼이 점차 붉어지게 시작할 때, 분석가는 얼굴을 찡그리며 뛰어올랐다.	On this quiet night, their breathing began to gradually merge, as if their heartbeats were also becoming one. But just as the emotional girl's cheeks slowly began to flush, the Adjutant jumped to his feet, grimacing.						0	
43	痛痛痛痛痛……	痛痛痛痛痛……	いたたたた……	아야, 아파아파아파…	Ow, ow, ow...						0	
44	正面迎接积蓄了大量重力势能的冲击，就算龙舌兰尽量配合着做了不少卸力的动作，但大面积的疼痛感还是难以避免。	正面迎接積蓄了大量重力位能的衝擊，就算龍舌蘭盡量配合著做了不少卸力的動作，但大面積的疼痛感還是難以避免。	いくらアガベも受け身を取ってくれたとは言え、正面からアガベを受け止めた衝撃で、分析員は体を痛めてしまった。	정면으로 대량의 중력 퍼텐셜 에너지가 축적된 충격을 맞이하자, 아가베가 가능한 많은 힘을 빼며 대응하려 했지만, 광범위한 통증은 피할 수 없었다.	Even though Agave had done her best to minimize the collision, directly taking the impact of all of that built-up gravitational force made it hard for the Adjutant to avoid the subsequent severe pain.						0	
45	分，分析员！您没事吧。	分，分析員！您沒事吧。	分、分析員さん！？大丈夫ですか？	분, 분석가님! 괜찮으세요?	A—Adjutant! Are you okay?						0	
46	不用担心我，趁这个机会，去收尾吧，龙舌兰。	不用擔心我，趁這個機會，去收尾吧，龍舌蘭。	だ、大丈夫だ。早く仕上げにかかろう。	걱정하지 마, 이 기회를 이용해서 마무리해, 아가베.	Don't worry about me. Use this chance to finish it, Agave.						0	
47	……我知道了！	……我知道了！	……分かりました。	… 알겠어요!	...Got it!						0	
47_1	少女的身体似乎还充盈着被分析员拥进怀抱时蔓延而来的暖意。	少女的身體似乎還充盈著被分析員擁進懷抱時蔓延而來的暖意。	少女の肌には、分析員に抱き留められた時の温もりがまだ残っていた。	소녀의 몸에는 분석가의 품에 안겼을 때 퍼지는 따스함이 아직 남아 있는 듯했다.	The girl's body was filled with a spreading warmth from when the Adjutant embraced her.						0	
47_2	带着这份好似从分析员体内传递而来的力量，龙舌兰堵住了大厦唯一的出口。	帶著這份好似從分析員體內傳遞而來的力量，龍舌蘭堵住了大廈唯一的出口。	まるで分析員から力をもらったかのように、アガベはその温もりと共に、このビル唯一の出口に立ち塞がった。	분석가의 몸에서 전달되는 듯한 이 힘을 가지고 아가베는 빌딩의 유일한 출구를 막았다.	Utilizing the power that had seemingly been transferred to her from the Adjutant's body, Agave blocked the building's only exit.						0	
47_3	还有能力从大厦中逃窜出来的，是被爆炸波及但侥幸存活的残兵。就算还有些战斗能力，可基本被吓破胆子，溃不成军。	還有能力從大廈中逃竄出來的，是被爆炸波及但僥倖存活的殘兵。就算還有些戰鬥能力，可基本被嚇破膽子，潰不成軍。	そこに現れたのは、爆発から運よく生き残った敵の残党達。戦闘能力が辛うじて残っていても、動揺しきった心ではうまく戦えるはずもない。	빌딩에서 탈출할 수 있었던 사람은 폭발의 영향을 받았지만 운 좋게 살아남은 잔병들이었다. 전투 능력이 조금 남아있다고 해도 그들은 대부분 겁에 질려 무너질 상태였다.	Only those who survived by pure chance after being hit by the explosion were able to attempt to escape from the building. Even if they had any fight left in them, they were practically scared to death and their ranks were scattered.						0	
47_4	而他们对上的还是才从分析员拥抱中离开，状态绝佳的龙舌兰。	而他們對上的還是才從分析員擁抱中離開，狀態絕佳的龍舌蘭。	そのうえ、この場で彼らが相手にしなければならないのは、分析員の抱擁から勇気を貰い、過去最高のコンディションを迎えているアガベなのだ。	그리고 그들이 마주한 상대는 막 분석가의 포옹에서 벗어나 최상의 상태인 아가베였다.	To top it off, they were facing Agave, who had only just parted from the Adjutant's embrace and was ready to fight.						0	
47_5	仅仅数分钟过后，便只余下最后一只残兵。他一边手脚并用狼狈地爬动，一边色厉内荏地威胁着少女。	僅僅數分鐘過後，便只餘下最後一個殘兵。他一邊手腳並用狼狽地爬動，一邊色厲內荏地威脅著少女。	数分もしないうちに、残党はたったひとりにまで数を減らされた。彼は這うようにして少女から逃げながらも、必死で彼女に対して虚勢を張っていた。	단 몇 분 후 마지막 잔병 하나만 남았다. 그는 손발을 허겁지겁 기어가면서 허장성세로 소녀를 위협했다.	After just a few minutes, only the final straggler remained. He fumbled around on his hands and knees as he put on a brave face in an attempt to threaten the girl.						0	
48	你们……这一切还没有结束！	你們……這一切還沒結束！	お前ら……これで終わりだと思うなよ！	너희들…… 이게 끝이 아니야!	You guys... This isn't over yet!						0	
49	果然背后还藏着其他人吗，不过你可以放心。	果然背後還藏著其他人嗎，不過你可以放心。	やはりまだなにかを隠しているのですね。	역시 뒤에 다른 사람들이 숨어 있었군. 하지만 안심해도 돼요.	Looks like there are more stragglers after all. But no need to worry.						0	
50	我们的演出也没有结束，这只是一场预演。	我們的演出也沒有結束，這只是一場預演。	ですが、私達の舞台だってまだ終わったわけじゃありません。さっきのはあくまでも予行演習です。	우리의 공연도 끝나지 않았어요, 이것은 단지 리허설일 뿐이에요.	Our performance still isn't over. This is just a rehearsal.						0	
51	踩住敌人的后脑，将其摁向地面，面无表情的少女，眼镜反射着幽寒的光。	踩住敵人的後腦，將其摁向地面，面無表情的少女，眼鏡反射著幽寒的光。	少女は無表情で敵の頭を踏みつけながら、眼鏡越しに冷たく見下ろした。	타깃의 뒤통수를 발로 누르고 얼굴을 무표정하게 만든 소녀는 안경 너머로 차가운 빛을 반사했다.	She stepped on the back of her enemy's head, shoving it into the ground. Expressionless, the girl's glasses reflected a cold light.						0	
52	接下来……	接下來……	本番は……	이제…	Next...						0	
53	才是真正的好戏开场。	才是真正的好戲開場。	これからです。	진짜 쇼가 시작될 거예요.	The real show is about to begin.						0	
54	我和分析员的电影。	我和分析員的電影。	私と分析員さんの自信作ですので。	저와 분석가님의 영화.	The movie starring the Adjutant and me.						0	
55	记得买票入场。	記得買票入場。	ちゃんとチケットを購入してご覧くださいね。	입장권을 잊지 마세요.	Remember to get your tickets!						0	
