字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
9	我之前也见过这种笨蛋，但据我所知，她现在已经学乖了。	我之前也見過這種笨蛋，但據我所知，她現在已經學乖了。	こういうバカは前にも会ったことがあるけど、あたしの知る限り、そいつはもう懲りてるはず。	전에도 이런 바보 같은 사람을 한 번 만난 적이 있었는데 지금은 이미 손을 씻었다고 들었어요.	I've run into an idiot like that before, but as far as I know, she's on the straight and narrow now.						0	
10	对了，还有这个奇怪的东西。	對了，還有這個奇怪的東西。	そうだ、この変なやつも。	맞다. 그리고 이런 이상한 물건도 있었어.	Oh yeah, he had this weird thing too.						0	
b-4											0	
11	这是……妮塔，你问过他这是什么吗？	這是……妮塔，你問過他這是什麼嗎？	これは……ニタ、これが何なのか、こいつに聞いた？	이건… 니타, 혹시 저 사람한테 이게 뭔지 물어봤어?	This... Nita, did you ask him what it was?						0	
12	问过，但是这家伙什么都不说。	問過，但是這傢伙什麼都不說。	聞いたけど、何も話してくれなかった。	물어봤는데 아무 말도 안 해.	I asked, but he wasn't talking.						0	
13	诶，对了！听芬妮说，分析员儿很会忽悠人，用你之前那招忽悠忽悠他？	欸，對了！聽芬妮說，分析員很會唬爛人，用你之前那招唬他試試？	あ、そうだ！ファニーから、分析員は誘導尋問がうまいって聞いた。前に使った手をこいつに使ってみたら？	아, 맞다! 페니가 그러던데? 분석가가 사람 떠보는 걸 그렇게 잘한다고. 저 녀석한테도 한 번 해보는 게 어때?	Oh, right! Fenny told me you're a really good liar, Adjutant. Why don'tcha fool him with your old tricks?						0	
b-5											0	
14	那套只适用于降临团那帮脑子不正常的人。	那套只適用於降臨團那群腦子不正常的人。	あれは降臨団の頭おかしい奴らにしか通用しない。	그런 건 강림단처럼 상태가 조금 이상한 사람들에게나 사용할 수 있는 거야.	Those only work on the Adventist weirdos.						0	
15	长官，如果你放心的话，可以派我去调查一下这个人。	長官，如果你放心的話，可以派我去調查一下這個人。	ねぇ、あたしでよければ、こいつのことを調べてあげようか。	만약 괜찮으면 제가 가서 조사를 좀 해봐도 될까요?	Senior, if you're comfortable with it, please send me to investigate this guy.						0	
b-6											0	
16	那就拜托你了。	那就拜託你了。	それじゃ、お願いしようかな。	네. 그럼 부탁 좀 할게요.	I'll leave it to you.						0	
b-7											0	
17	妮塔，把这个装置带给芙提雅调查一下。	妮塔，把這個裝置帶給芙提雅調查一下。	ニタ、この装置をフリティアに調べさせてくれ。	니타, 해당 장치를 프티야한테 주고 분석 좀 해달라고 요청해줘.	Nita, have Fritia take a look at this device.						0	
18	好嘞，立马送到。记得一会儿请我吃饭！	好喔，馬上送到。記得等一下請我吃飯！	オッケー！行ってくる！あとでご飯奢ってね！	오케이. 지금 바로 건네줄게. 대신에 나중에 밥 사는 거 잊지 말고!	Sure, I'll take it ASAP. Ya owe me dinner later!						0	
