字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
10	我……擅自帮分析员整理好了那份材料，如果你觉得没问题随时都可以提交。	我……擅自幫分析員整理好了那份資料，如果你覺得沒問題隨時都可以提交。	それでしたら……私が勝手にやっておきました。目を通して、大丈夫でしたら、いつでも提出できます。	제가… 제멋대로 분석가님을 도와 그 자료를 정리했어요, 문제가 없다고 생각하시면 언제든지 제출할 수 있어요.	I... took the liberty of sorting them out for you. You can submit them anytime if they look good to you.						0	
11	茉莉安的能力我很放心。如此一来，我就没什么事情了。	茉莉安的能力我很放心。如此一來，我就沒什麼事情了。	マリアンなら安心だよ。これ以外の用事は特にないかな。	마리안의 능력은 걱정할 필요가 없지. 이렇게 되면, 난 별일 없을 거야.	I trust your judgment, Marian. That clears up my calendar.						0	
12	太好了！那么分析员就算是答应了哦？	太好了！那麼分析員就算是答應了哦？	やった！それじゃ、分析員さんは来てくれますよね？	잘됐네요! 그럼 분석가님 약속할까요?	Wonderful! So, that's a yes?						0	
13	五天之后，新恒提罗街上有一场宣传表演，我想和你一起看。	五天之後，新恆提羅街上有一場宣傳表演，我想和你一起看。	5日後のニューガントラで、とある宣伝を兼ねたパフォーマンスが開催されるんです。一緒に見に行きませんか？	5일 후에 뉴헨틸로 거리에서 홍보 공연이 있는데, 분석가님과 함께 보고 싶어요.	There's a promotional performance in New Hentiro in five days. I'd love to watch it with you.						0	
14	好啊，到时候我会过去的。	好啊，到時候我會過去的。	ああ、もちろん。	그래, 그때 갈게.	Sounds good, I'll be there.						0	
15	嗯嗯，不管多久我都会等你来的！我很期待……	嗯嗯，不管多久我都會等你來的！我很期待……	うん！では、開催場所で待ってますね！楽しみです……	네! 그럼 오실 때까지 기다릴게요! 기대되네요…	Great, I'll wait for you no matter how long it takes! I'm really looking forward to it...						0	
16	对了，需要我来为分析员准备那天要穿的衣服吗？呵呵~非常乐意效劳……	對了，需要我來為分析員準備當天要穿的衣服嗎？呵呵~非常樂意效勞……	そういえば、その日に分析員さんが着て行く服をご用意しましょうか？ふふ……あなたさえよければ、喜んで選んであげますよ？	아참, 분석가님을 위해 그날 입을 옷을 사전에 준비해야 할까요? 제가 어떻게든 도와드릴게요…	Oh, and do you need me to pick out something for you to wear on that day? Hehe~ I'd love to help with that...						0	
17	三天前——	三天前——	3日前	3일 전…	Three days ago...						0	
18	分析员，最近有时间吗？	分析員，最近有時間嗎？	分析員。最近忙しいか？	분석가, 요즘 시간 있어?	Adjutant, do you have some free time coming up?						0	
19	最近没什么事了，这两天姑且就当在新恒提罗过个短假期。	最近沒什麼事了，這兩天姑且就當在新恆提羅過個短假期。	特には。ニューガントラで数日ほどゆっくり過ごそうと思ってるよ。	요즘은 별일 없으니, 당분간 뉴헨틸로에서 짧은 휴가를 보낸다고 치자.	Yeah. The next few days will be like a mini-vacation in New Hentiro for me.						0	
20	我觉得……这个还挺有意思的，你看看。	我覺得……這個還蠻有趣的，你看看。	……これをもらったんだが、面白そうな気がしてな。お前も見てくれ。	내 생각엔… 이거 꽤 재미있는데, 봐봐.	Then could you take a look at this? I think it'll be fun.						0	
21	升格体偶像表演邀请函？	升格體偶像表演邀請函？	昇格者アイドルパフォーマンスの招待状？	승격체 아이돌 공연 초대장?	An invitation to a transcendent idol show?						0	
22	里芙你开始对这个感兴趣了？还是那里有什么情况？	里芙你開始對這個感興趣了？還是那裡有什麼狀況？	リフもこういうのに興味があるんだな。それとも、何か気になることでもあるのか？	너 이거에 관심 가지기 시작했어? 아니면 그곳에 무슨 일이 있는 거야?	Since when are you interested in this kind of thing? Or is there some situation over there?						0	
23	嗯……就是觉得来一趟新恒提罗，可以多看看这里的风土人情。	嗯……就是覺得來一趟新恆提羅，可以多看看這裡的風土人情。	その……せっかくニューガントラに来たんだから、現地の雰囲気を体験しておこうかと思って。	음… 뉴헨틸로에 오면 이곳의 문화와 풍습을 많이 볼 수 있을 것 같아서.	Well... I just thought since we're already here, might as well immerse ourselves in the local culture more.						0	
24	三天后，我等你。	三天後，我等你。	3日後、そこで落ち合おう。	3일 후에 기다릴게.	I'll see you there in three days.						0	
25	嗯。嗯？三天后？	嗯。嗯？三天後？	ああ。……え？3日後？	응. 응? 3일 후?	Okay. Wait, in three days?						0	
26	一天前——	一天前——	1日前	하루 전…	One day ago...						0	
27	总算找到你了分析员，你跑哪里去了嘛！	總算找到你了分析員，你跑哪裡去了嘛！	やっと見つけた！あんた、一体どこほっつき歩いてたのよ！	드디어 찾았어, 분석가, 어디로 도망갔었어!	There you are, Adjutant! Where have you been? I've been looking all over for you!						0	
28	我也正奇怪呢，这几天都没看见我的大明星。	我也很奇怪呢，這幾天都沒看見我的大明星。	奇遇だな。私もスーパースターの顔が見えないから妙だと思ってたところだよ。	나도 이상하네, 요 며칠 동안 내 슈퍼스타를 보지 못했는데.	I was wondering the same — haven't seen my superstar around.						0	
29	诶诶你怎么还倒打一耙！算啦算啦，本小姐不跟你计较这个。	誒誒你怎麼還倒打一耙！算啦算啦，本小姐不跟你計較這個。	はぁ？あたしのせいだって言いたいわけ！？まあいいわ、今回は許してあげる。	에이 적반하장도 유분수지! 됐어, 난 너랑 이런 거 따지지 않겠어.	How could you pin this on me!? ...Never mind, I'll let it slide.						0	
30	喏，给你带的新恒提罗这边的小吃。	喏，帶給你的新恆提羅這邊的小吃。	はい、あんたのためにニューガントラのグルメを持って来てあげたわよ。	자, 뉴헨틸로의 간식을 가져왔어.	Here, I brought you some local New Hentiro snacks.						0	
31	我说！你明天能不能陪我出去走走嘛？	我說！你明天能不能陪我出去走走嘛？	ていうか！明日、ちょっと付き合ってくんない？	아니! 내일 나랑 같이 나가서 좀 걸을 수 없겠니?	Look, do you want to hang out with me tomorrow?						0	
32	味道不错……嗯？	味道不錯……嗯？	ふむ、味はなかなか……え？	맛이 괜찮네… 응?	This is pretty good... What?						0	
33	不拒绝就是答应了哦！明天下午新恒提罗台阶广场那边，到时候找偶像表演的队伍就行。	不拒絕就是答應了哦！明天下午新恆提羅階梯廣場那邊，到時候找偶像表演的隊伍就好。	まさか断ったりしないわよね？じゃ、そういうことで！明日の午後、ニューガントラ階段広場、アイドルパフォーマンスのところで待ち合わせよ。	거절하지 않으면 승낙한 거야! 내일 오후에 뉴헨틸로 계단 광장 쪽에 아이돌 공연할 팀을 찾으면 돼.	You didn't say no — it's a date! Meet me at the New Hentiro square tomorrow afternoon. Just look for the troupe of idols and you'll see me.						0	
34	不来的人是大木头！	不來的人是大木頭！	約束を破ったら許さないからね！	안 오기만 해봐!	Be there or be square!						0	
35	……	……	……	…	...						0	
36	总之还是先到宽敞点的地方吧。	總之還是先到寬敞的地方吧。	とにかく、もうちょっと広い場所に行こうか。	아무튼 일단 넓은 곳으로 가자.	Guess I should head somewhere a bit more open.						0	
37	哎哟哎哟！抱歉啊帅哥，撞到你了！	哎喲哎喲！抱歉啊帥哥，撞到你了！	きゃっ！やだ、イケメンにぶつかっちゃった……ごめんね！	아이고, 아이고! 미안해 멋쟁이 신사를 부딪혔네!	Oops! Sorry about that, sir!						0	
38	哦呀？是分析员阁下！	哦呀？是分析員閣下！	って、あれ？分析員さんじゃない！	어머? 분석가!	Mr. Adjutant!? It's really you!						0	
39	望？	望？	ノゾム？	노조미?	Nozomi?						0	
40	呼……终于挤出来了，没想到今天会来这么多人。	呼……終於擠出來了，沒想到今天會來這麼多人。	はぁ、やっと外に来れたわ。こんなに人が来るなんて……	휴… 드디어 빠져나왔네. 오늘 이렇게까지 사람들이 많이 올 줄은 몰랐어요.	Whew... just managed to squeeze through — didn't expect such a crowd today.						0	
41	不过这也说明这次的宣传效果超乎预料地好呢！	不過這也說明這次的宣傳效果超乎預料地好呢！	まぁこれも、宣伝効果が予想よりも良かったってことだろうけど！	그래도 이번 홍보 효과가 기대 이상이라는 걸 알 수 있어!	But it also shows how successful this promo turned out to be!						0	
42	你是过来参加宣传演出的吧，这样离开队伍没问题吗？	你是來參加宣傳演出的吧，這樣離開隊伍沒問題嗎？	君は出演者だろう。こっそり抜け出しても大丈夫か？	홍보 공연에 참가하러 오는거지, 이렇게 팀을 떠나도 괜찮아?	You're one of the performers, right? Is it okay to stray from your troupe like this?						0	
43	见到新恒提罗的大英雄，不来打个招呼怎么行？	見到新恆提羅的大英雄，不來打個招呼怎麼行？	だってニューガントラの大英雄に会ったんだもん、挨拶くらいしないと。	뉴헨틸로의 영웅을 보면 인사도 하지 않으면 어떻게?	How could I not come over and say hi to New Hentiro's hero?						0	
44	嘿嘿……	嘿嘿…	ふふ……	헤헤…	Heh...						0	
45	其实，向围观的市民介绍“心动派对”啦，随时停下来协助他们进行预约注册啦，也都在我的职责范围内。	其實，向圍觀的市民介紹「心動派對」啦，隨時停下來協助他們進行預約註冊啦，也都在我的職責範圍內。	近くに来た市民達に「トキメキ大合戦」について紹介したり、予約希望者に案内したりするのも、私の仕事よ。	사실 구경하는 시민들에게 '바운스 파티'를 소개하고, 수시로 멈춰서 예약 등록을 도와주는 것도 내 직책이지.	Actually, it's all part of my job to introduce Loverush Party to the crowd and help them sign up on the spot.						0	
46	说起来分析员阁下也被吸引过来了呢！怎么样，要不要现在与我——	說起來分析員閣下也被吸引了呢！怎麼樣，要不要現在與我——	そういえば、分析員さんも興味があって来たんでしょ！どう？私と一緒に——	그러고 보니 분석가도 끌려오네! 어때, 지금 나랑 함께하지 않을래?	So, Mr. Adjutant, are you interested in this event too? What do you say, care to join me for—						0	
47	终于找到你了，分析员！	終於找到你了，分析員！	やっと見つけた、分析員！	드디어 찾았어, 분석가!	There you are, Adjutant!						0	
48	……	……	……	…	...						0	
49	分析员，没有等到你，但在表演队伍旁边碰见了里芙和芬妮，我们就一起行动了。	分析員，沒有等到你，但在表演隊伍旁邊碰見了里芙和芬妮，我們就一起行動了。	分析員さんには会えなかったのですが、そちらの列でリフさんとファニーさんに会ったので、同行することになったのです。	분석가님, 기다리다가 공연팀 옆에서 리브와 페니를 만나서 같이 움직이기로 했습니다.	Adjutant, I didn't find you, but I ran into Lyfe and Fenny by the performers.						0	
50	这位升格体小姐是……	這位升格體小姐是……	こちらの昇格者の方は……	이 승격체 분은…	Who is this transcendent girl...?						0	
51	我吗？我是新恒提罗本地人啦，作为职业偶像，负责这次“心动派对”的宣传工作。	我嗎？我是新恆提羅本地人啦，作為職業偶像，負責這次「心動派對」的宣傳工作。	私？私はニューガントラ人よ。プロのアイドルとして、今回の「トキメキ大合戦」の宣伝を担当しているわ。	나? 나는 뉴헨틸로 본토 출신인데 프로 아이돌로서 이번 바운스 파티 홍보를 담당하고 있어.	Me? I'm a local, and I'm in charge of promoting this Loverush Party as a professional idol.						0	
52	有没有什么方法能直接参加这个“心动派对”嘛！预约啊，注册啊什么的，太麻烦了！	有沒有什麼方法能直接參加這個「心動派對」嘛！預約啊，註冊啊什麼的，太麻煩了！	ねえ！この「トキメキ大合戦」に直接参加できる方法ってないのかしら？予約とか、登録とか、全部めんどくさいんだけど！	이 '바운스 파티'에 직접 참석할 수 있는 방법은 없어? 예약이라든가, 가입이라든가, 너무 귀찮아!	Is there a way to just get into this Loverush Party? All this sign-up and registration is too much hassle!						0	
53	嗯……在这个“心动派对”里真的提供了很多情侣间的约会场地，和约会项目吗？	嗯…在這個「心動派對」裡真的提供了很多情侶間的約會場地和約會項目嗎？	その……「トキメキ大合戦」では、デートするための場所とか、デートミッションとかを設けていると聞いたんですが、本当なんですか？	음… 이 '바운스 파티'에서 정말 많은 커플의 데이트 장소와 데이트 아이템이 제공되나요?	Um... Does this Loverush Party really offer many dating spots and activities for couples?						0	
54	当然可以了，不仅如此哦，还有……哎呀，既然大家这么有兴趣，跟我来。	當然可以了，不只如此哦，還有……哎呀，既然大家這麼有興趣，跟我來。	もちろん！しかもそれだけじゃないわ。なんだ、みんな気になってるのね？案内するわ、ついてきて！	물론이지, 그뿐만 아니라… 아이고, 다들 관심이 많으니 따라와.	Absolutely! And that's not all, we also... Um, you know what — why don't you all just come with me? I'll show you.						0	
55	喏，这里就是“心动派对”所在的虚拟社区啦。	喏，這裡就是「心動派對」所在的虛擬社區啦。	はい！ここが「トキメキ大合戦」のバーチャル会場だよ。	자, 여기가 바로 ' 바운스 파티'가 있는 가상 커뮤니티야.	Ta-dah~ This is the virtual community where Loverush Party happens.						0	
56	各种设施应有尽有，绝对是新恒提罗，不，是整个俱卢地区排第一的约会好去处！	各種設施應有盡有，絕對是新恆提羅，不，是整個俱盧地區排第一的約會好去處！	みんなが思いつくような施設は、全部置いてるの！ニューガントラ……いや、グロエリアの中でも一番のデートスポットだよ！	모든 종류의 시설이 갖추어져 있어. 분명히 뉴헨틸로, 아니 쿠루 지역 전체에서 1등인 데이트 장소야!	It's got all sorts of facilities, definitely the best place for a romantic date in New Hentiro — no, in the entire Kuru region!						0	
57	我们现在是将意识接入了此处？	我們現在是將意識接入了這裡？	私達は意識をここに繋ぐってことか？	우리는 지금 여기에 의식을 접목하고 있는 걸까?	So, it's our consciousness that's visiting this place?						0	
58	嗯哼~但所有的感受却是不打折扣的哦。	嗯哼~但所有的感受卻是不打折扣的哦。	そうよ。でも体験はかなりリアルだから。	으흠~ 하지만 모든 느낌은 다 똑같아.	Mm-hmm~ But all the experiences are as real as they can be.						0	
59	沉浸于浪漫约会，尽享心动体验……	沉浸在浪漫約會，盡享心動體驗……	ロマンチックなデートの中で、トキメキを心ゆくまで体験したい……	로맨틱한 데이트에 빠져 설렘을 만끽하며…	"Dive into a romantic date and experience the sweet rush of love..."						0	
60	“心动派对”正是基于这样的理念诞生的，是不是很棒？	「心動派對」正是基於這樣的理念誕生的，是不是很棒呢？	そういう理念から、「トキメキ大合戦」は生まれたの。素敵でしょ？	'바운스 파티'는 이런 컨셉트로 탄생했어, 대단하지?	This is what "Loverush Party" has been created for. Sounds wonderful, doesn't it?						0	
b-1											0	
61	真是令人遐想的心动之地。	真是令人遐想的心動之地。	なんとも魅力的な場所だな。	정말 상상의 심쿵 장소네.	It's really a romantic place with infinite possibilities.						0	
62	真是令人佩服的发展理念。	真是令人佩服的發展理念。	なんとも素敵な理念だな。	참으로 경탄할 만한 발전 이념이네.	It's really an impressive development philosophy.						0	
63	真是令人惊讶的大胆尝试。	真是令人驚訝的大膽嘗試。	なんとも大胆な試みだな。	놀랍도록 과감한 시도네.	It's really a surprisingly bold initiative.						0	
64	就是这样！刚刚分析员阁下根据自己的想法完成了一个选择。让我看看……哇！帅气值加一！	就是這樣！剛剛分析員閣下根據自己的想法完成了一個選擇。讓我看看……哇！帥氣值加一！	そうそう！分析員さんは今、自分の手で選択肢を選んだみたいだね！どれどれ……おお！イケメン度がプラス1！	바로 그거야! 방금 분석가 자신의 생각에 따라 하나의 선택을 완성한 거야. 어디 보자… 와! 멋짐 +1!	That's right! Mr. Adjutant just made a choice based on his thoughts. Let's see... Wow! You've earned 1 Charisma point!						0	
65	……好像并没有出现计分屏幕之类的东西。	……好像並沒有出現計分螢幕之類的東西。	……そんな数値はどこにも表示されてないと思うけど。	… 스코어 스크린 같은 건 안 나오는 것 같은데.	...I don't see any scoreboards around.						0	
66	嘿嘿，我这是举个例子啦。在“心动派对”的世界里，人们可以凭意愿做出种种选择。	嘿嘿，我這是舉個例子啦。在「心動派對」的世界裡，人們可以憑意願做出種種選擇。	えへへ。物のたとえだよ。「トキメキ大合戦」の中にいる間は、自分の思い通りに選択肢を取ることができるの。	헤헤 예를 들어보는 거지. '바운스 파티'의 세계에서 사람들은 원하는 대로 다양한 선택을 할 수 있다.	Hehe, just giving an example. In the world of Loverush Party, people can make all sorts of choices as they wish.						0	
67	而正是选择——决定着一切的发展。	而正是選擇──決定著一切的發展。	そしてその選択肢が、以降の展開を決めるんだよ。	선택은 모든 발전을 결정해.	And it's those choices that determine how things go here.						0	
68	想和她一起体验冒险刺激的极限运动？	想和她一起體驗冒險刺激的極限運動？	彼女と刺激的なエクストリームスポーツを体験したい？	모험적이고 짜릿한 익스트림 스포츠를 그녀와 함께 경험하고 싶어?	Wanna try extreme sports with her for an adrenaline rush?						0	
69	想和她窝在家里看场浪漫的电影？	想和她窩在家裡看一場浪漫的電影？	彼女と一緒に家で映画を見たい？	그녀와 함께 집에 틀어박혀 로맨틱한 영화를 보고 싶어?	Or a cozy night at home watching a romantic movie?						0	
70	还是想和她走遍这个世界，在每处都留下你们共同的足迹？	還是想跟她走遍這個世界，在每個地方都留下你們共同的足跡？	彼女と世界を旅して、色んな場所に自分の足跡を残したい？	아니면 그녀와 함께 이 세상을 돌아다니며, 모든 곳에 공통의 발자취를 남기고 싶어?	Or maybe travel the world together, leaving your footprints everywhere?						0	
71	总而言之~究竟在这里生活是怎样的感觉，还请分析员阁下和各位尽情去体验吧！	總而言之~究竟在這裡生活是怎樣的感覺，也請分析員閣下和各位盡情去體驗吧！	ここでの生活がどんな風になるかは、分析員さんを含めた皆さんの選択次第ってわけだね！	아무튼~ 이곳에서 생활하는 것이 어떤 느낌일지 분석가와 여러분이 마음껏 경험해 보자!	In any case~ Feel free to explore what life here feels like, Mr. Adjutant — and everyone!						0	
72	那么……分析员面前的第一个选择就是……	那麼……分析員面前的第一個選擇就是……	……では。分析員にとっての最初の選択肢は……	그럼… 분석가 앞에 첫 번째 선택은…	So... Adjutant, your first decision to make would be...						0	
73	我们之中……	我們之中…	私達の中の……	저희 중에…	Among us...						0	
74	你究竟要和谁约会嘛！	你究竟要和誰約會嘛！	誰とデートするのかってことよね！	도대체 누구랑 데이트할 거야!	Who do you choose to date!?						0	
