字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
46	走出地下书库时，盘踞在菲洛索亚上空的信息风暴已经完全消散了。	走出地下書庫時，盤踞在菲洛索亞上空的資訊風暴已經完全消散了。	地下書庫から出ると、フィロゾアの上空で渦巻く情報嵐は完全に消えた。	지하 서고를 나왔을 때, 필로시아 상공을 뒤덮었던 정보 폭풍은 완전히 흩어진 후였다.	By the time we emerged from the Archives, the info-storm over Philossia had completely dissipated.						0	3.0主线剧情
47	学院内的机兵大多恢复了正常，或是休眠，或是开始了正常的巡逻。	學院內的機兵大多恢復了正常，有的休眠，有的開始正常的巡邏。	学院内にいる機兵の大半は正常に戻った。休眠しているものや、いつも通り巡回しているものもいる。	아카데미의 보초병들은 대부분 원래대로 돌아왔고, 휴면 상태에 진입했거나 정상적인 순찰을 시작했다.	Most of the campus security bots had powered down or resumed their regular patrols.						0	3.0主线剧情
48	至于泰坦，一部分被带着学生们逃离的薇蒂雅顺手解决，另一部分则在埃达宕机后随之消失。	至於泰坦，一部分被帶著學生們逃離的薇蒂雅順手解決，另一部分則在埃達當機後隨之消失。	タイタンといえば、一部は生徒を連れて避難したヴィディアに倒され、残りはエッダのフリーズ中に姿を消した。	몇몇 타이탄은 비디야가 학생들을 데리고 대피하는 길에 처리했고, 나머지는 에다가 다운되면서 함께 사라졌다.	The Titans — some had been taken down by Vidya while evacuating the students, others vanished the moment Edda went offline.						0	3.0主线剧情
49	身处不同地方，但怀着同样欣喜的少女们发来的通讯占满了我的终端，向我传达着一个又一个的好消息。	身處不同地方，但懷著同樣欣喜的少女們傳來的通訊佔滿了我的終端，向我傳達著一個又一個的好消息。	嬉々とした少女たちがいろんな場所から送ってきた報告で、私の端末は鳴りっぱなしだ。	소녀들은 서로 다른 곳에 있지만 같은 기쁨을 느끼며 통신을 보내왔고, 내 단말기에는 하나둘씩 좋은 소식이 가득 채워졌다.	My terminal flooded with messages of relief from the girls. Despite being in different locations, their voices shared the same excitement and joy.						0	3.0主线剧情
50	分析员，菲洛索亚的“树”已经彻底消失了，连一丁点痕迹都没有留下！	分析員，菲洛索亞的「樹」已經徹底消失了，連一丁點痕跡都沒有留​​下！	分析員！フィロゾアの「デンドロン」は跡も残さず、完全に消えたよ！	분석가, 필로시아의 '나무'가 완전히 사라졌어. 흔적조차 찾아볼 수 없을 정도야!	Adjutant! The Tree in Philossia — it's completely gone! Not a trace left!						0	3.0主线剧情
51	如果能一举清除掉学院附近残留的泰坦物质的话，菲洛索亚地区就能够完全摆脱泰坦污染了！	如果能一舉清除掉學院附近殘留的泰坦物質的話，菲洛索亞地區就能夠完全擺脫泰坦汙染了！	学院の近くに残ってるタイタン物質を全部消せば、フィロゾア地域はタイタン汚染から完全に脱するんだ！	아카데미 근처에 남아있는 타이탄 물질을 한 번에 제거할 수 있다면, 필로시아 지역은 타이탄 오염에서 완전히 벗어날 거야!	If we can eliminate the remaining Titagen around the Acropolis, the entire Philossia region will finally be free of contamination!						0	3.0主线剧情
52	亲爱的，零区和其他隔离区的状况也得到了控制。	親愛的，零區和其他隔離區的狀況也都得到了控制。	あなた、エリアゼロと他封鎖エリアの状況も落ち着いてきた。	자기야, 제로 구역과 다른 격리 구역의 상황도 통제되고 있어.	Darling, the situation in Aleph and the other Containment Zones is under control as well.						0	3.0主线剧情
53	如你所料，真神者的确打算趁我们手忙脚乱的时候渗透隔离区，但在军方的协助下，它们没有得逞。	如你所料，真神者的確打算趁我們手忙腳亂的時候滲透隔離區，但在軍方的協助下，它們沒有得逞。	至上者はあなたの予想通り、我々の隙を狙って封鎖エリアに入り込もうとした。幸い軍の協力によって、それを阻止できた。	네 예상이 맞았어. 우리가 정신없는 틈에 조물주가 격리 구역에 침투하려 했지만, 군대의 도움으로 실패했어.	Just like you suspected, the Demiurges tried to infiltrate the Zones while we were distracted — but with Military support, they failed.						0	3.0主线剧情
54	你先处理菲洛索亚的事情吧，不用担心，家里有我在。	你先處理菲洛索亞的事情吧，不用擔心，家裡有我在。	フィロゾアのほうに集中してくれ。こっちは私に任せろ。	너는 필로시아 일부터 처리해. 집은 내가 지키고 있으니까 걱정 마.	Focus on Philossia for now. Don't worry about home — I've got everything covered here.						0	3.0主线剧情
55	分析员大人，我好想你！	分析員大人，我好想你！	分析員さん、ずっと待ってましたよ！	분석가님, 너무 보고 싶어요!	Adjutant! I missed you sooo much!						0	3.0主线剧情
56	你们那边已经全部解决了？那我是不是可以把这些学生都带回去了？	你們那邊已經全部解決了？那我是不是可以把這些學生都帶回去了？	もう無事解決したんですか？もう生徒たちを連れ戻しても大丈夫でしょうか？	그쪽은 다 해결됐어요? 그럼 이제 학생들을 데려가도 괜찮은가요?	Is everything back to normal over there? Can I take these students back now?						0	3.0主线剧情
57	我一一回复了消息，让她们看到了我疲惫但健康的脸，她们方才心满意足地挂断了通讯。	我一一回覆了訊息，讓她們看到我疲憊但健康的臉，她們才心滿意足地掛斷了通訊。	逐一返事し、疲れているが健康である私の顔を見せたら、少女たちはやっと満足そうに通信を切った。	나는 하나하나 메시지에 답장했고, 지쳤지만 건강해 보이는 내 얼굴을 보여주자, 그녀들은 그제야 만족스럽다는 듯 통신을 끊었다.	I replied to the messages one by one. Only after they saw my face — exhausted but unharmed — did they finally let go, content and reassured.						0	3.0主线剧情
58	呼——人间，太美丽了！	呼——人間，太美麗了！	ふぅ……人間の世界ってすばらしいね！	휴~ 인간 세상은 정말 아름다워!	Ahhh—! The real world is so beautiful!						0	3.0主线剧情
59	萨菲尔如撒欢的兔子般跑到了草坪上，自娱自乐地在上面打起了滚。	薩菲爾如撒歡的兔子般跑到了草坪上，開心地在上面打滾。	サフィールはうさぎのように芝生で飛び跳ねて、しまいにはその場で寝転がった。	사파이어는 신난 토끼처럼 잔디밭으로 달려가 즐겁게 뒹굴기 시작했다.	Sapphire skipped across the lawn like a rabbit set free, tumbling in pure bliss.						0	3.0主线剧情
60	这是她第一次亲身接触草地，看样子，她大概已经爱上了这种感觉。	這是她第一次親身接觸草地，看樣子，她大概已經愛上了這種感覺。	はじめて自分の体で草木に触れたのだろう。もうすっかり夢中のようだ。	그녀가 직접 잔디를 접해보는 건 이번이 처음이었다. 보아하니 잔디의 느낌이 마음에 들었나 보다.	It was her first time feeling real grass underfoot — and judging by the look on her face, she'd already fallen in love with it.						0	3.0主线剧情
61	眼前的一切变得有些模糊，像是蒙上了一层滤镜，让我下意识揉了揉眼睛。	眼前的一切變得有點模糊，像是蒙上了一層濾鏡，讓我下意識揉眼睛。	そう考えていると、私の目の前が一瞬ぼやけた。私は無意識に手で、もやがかかった目を擦った。	필터가 씌워진 것처럼 눈앞의 모든 것이 흐릿해지기 시작했다. 나는 무의식적으로 눈을 비볐다.	Everything around me blurred, as if the world had been softened by a filter. I rubbed my eyes instinctively.						0	3.0主线剧情
62	由于过度使用精神力量，从进入地下到现在，仅仅几个小时，我却觉得像是不眠不休了好几天。	由於過度使用精神力量，從進入地下到現在，僅僅幾個小時，我卻覺得像是不眠不休了好幾天。	精神力を使いすぎたせいなのか、数時間地下に入っただけなのに、私は何日も徹夜したような気分になった。	정신력을 과도하게 사용한 탓일까. 지하에 들어온 지 고작 몇 시간밖에 지나지 않았지만 꼬박 며칠 밤새운 것 같았다.	I'd been drawing heavily on my mental strength. Though only a few hours had passed since I entered the underground, it felt like days without sleep.						0	3.0主线剧情
63	分析员。	分析員。	分析員。	분석가.\n분석가님.	Adjutant.						0	3.0主线剧情
64	一定是累坏了吧？走吧，去好好睡一觉。	一定是累壞了吧？走吧，去好好睡一覺。	疲れたでしょ。帰ってゆっくりと休みましょう。	많이 피곤하지? 가자, 잠 좀 푹 자자고.	You look exhausted. Come on — time for some proper rest.						0	3.0主线剧情
65	这边这边，我刚刚联络过学院了，她们帮我们安排好了住所。	這邊這邊，我剛剛聯絡過學院了，她們幫我們安排了住所。	はいはい！学院に連絡したんだけど、泊まる部屋を用意してくれたみたい。	이쪽으로 오세요. 방금 아카데미에 연락했는데, 저흴 위해 숙소를 마련해 주었대요.	This way! Follow me~ I just contacted the Acropolis — they've arranged accommodations for us.						0	3.0主线剧情
66	好在，还有她们陪在我的身边。	幸好，還有她們陪在我的身邊。	幸い、私のそばには彼女たちがいる。	그녀들이 내 곁에 있어서 다행이었다.	Luckily, I wasn't alone.						0	3.0主线剧情
67	接下来的几天里，卫城学院的师生陆续返回了学院本部。	接下來的幾天裡，衛城學院的師生陸續回到了學院總部。	それから数日間、アクロポリス学院の教師と生徒たちは続々と学院本部へ戻った。	그 후 며칠 동안 아크로폴리스 아카데미의 교직원과 학생들은 하나둘씩 아카데미 본부로 돌아왔다.	In the days that followed, faculty and students of the Academica Acropolis returned to the main campus in waves.						0	3.0主线剧情
68	芙提雅积极地参与到了母校的重建中，在著名的优秀毕业生的带领下，学院的学生们爆发出了极大的热情，很快便完成了大部分的重建。	芙提雅積極地參與了母校的重建中，在著名的優秀畢業生帶領下，學院的學生們爆發出了極大的熱情，很快便完成了大部分的重建。	フリティアも積極的に母校の再興に協力した。優秀で有名なOGに率いられて、生徒たちも意欲を持つようになり、あっという間に再興を大きく進ませた。	프티야는 모교 재건에 적극 참여했다. 유명한 우수 졸업생의 주도하에, 아카데미 학생들은 엄청난 열정을 보이며 대부분의 재건 작업을 빠르게 마쳤다.	Fritia threw herself into restoring her alma mater. With one of the Acropolis' legendary alumnae at the helm, morale soared — and reconstruction sped ahead like a whirlwind.						0	3.0主线剧情
69	以后的电梯按钮都改成横向排布，小个子的学生们就不用担心摁不到高楼层了。	以後的電梯按鈕都改成橫向排布，小個子的學生們就不用擔心按不到高層樓了。	これから、エレベーターのボタンはすべて横並びにすること！これで、小柄な生徒も上の階層のボタンが押せるようになるんだ！	앞으로는 키 작은 학생들도 높은 층 버튼을 누를 수 있도록, 엘리베이터 버튼을 가로로 배치해.	From now on, all elevator buttons go sideways! That way, shorter students can reach the upper floors too!						0	3.0主线剧情
70	学姐好聪明！	學姐好聰明！	先輩、さすがですわ！	선배, 정말 똑똑하시네요!	You're a genius, Miss Fritia!						0	3.0主线剧情
71	分析员大人，笑一个~	分析員大人，笑一個~	分析員さん！はい、チ～ズ！	분석가님, 웃어 보세요~	Adjutant~ Smile for the camera~!						0	3.0主线剧情
72	恢复了些精力后，我则陪着薇蒂雅回到了海上，和她一起拍下了她梦寐以求的合照。	恢復了點精力後，我則陪著薇蒂雅回到了海上，和她一起拍下了她夢寐以求的合照。	少し元気を取り戻した私はヴィディアの付き添いで海上に戻り、彼女が撮りたかった2ショットを撮ってあげた。	나는 기력을 좀 회복한 후, 비디야와 함께 바다로 돌아가 그녀가 그토록 원하던 사진을 함께 찍었다.	Once I'd recovered, I took Vidya back out to sea — to that picturesque spot, and she finally took that long-awaited photo with me.						0	3.0主线剧情
