字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
19	那些“束带”并非是用来束缚或是鞭挞的武器，而更像是一条条输送能量的管道，而其交错链接的尽头便是——	那些「束帶」並非是用來束縛或是鞭撻的武器，而更像是一條條輸送能量的管道，其交錯連結的盡頭便是——	あの帯は拘束や鞭打ちを行うための武器というより、エネルギーを送るためのパイプのように見えた。そしてよく見ると、遠くへ伸びたそれが一点に結ばれたのは――	저 '벨트'들은 속박이나 채찍질을 위한 무기가 아닌, 에너지를 수송하는 파이프에 더 가까웠다. 그리고 그것들이 교차하며 연결된 곳의 끝에는…	Those "ribbons" weren't meant to ensnare or strike. They were conduits for channeling energy. And the target at their focal point was...						0	2.7版本主线故事
20	——！	——！	――！	…!	...!						0	2.7版本主线故事
21	那只新生的泰坦。	那隻新生的泰坦。	ついさっき現れたタイタンの胸先。	신생 타이탄이 있었다.	That newborn Titan.						0	2.7版本主线故事
22	永别了。	永別了。	これでしまいだ。	잘 가라.	Good riddance.						0	2.7版本主线故事
23	伴随着雷鸣般的轰鸣，巨大的光束于交汇处涌现，将那只泰坦贯穿。	伴隨著雷聲般的轟鳴，巨大的光束於交匯處湧現，將那隻泰坦貫穿。	声が響くが早いか、ヒモの結び目からまっすぐ放たれた太い光線がタイタンのごつい巨体に大きな空洞を作った。	천둥 같은 굉음과 함께, 교차점에서 거대한 빛줄기가 솟구쳐 그 타이탄을 관통했다.	A deafening boom ripped through the area as massive energy beams erupted from the point where the ribbons converged, slicing straight through the Titan.						0	2.7版本主线故事
24	而我也顺势瞄准了那只泰坦的核心，将手中的特制手雷掷出——	而我也順勢瞄準了那隻泰坦的核心，將手中的特製手榴彈丟出——	同時に私はタイタンのコアを目掛けて、特製の手榴弾を投げつける。	나도 그 기세를 몰아 그 타이탄의 코어를 조준해 손안의 특제 수류탄을 던졌다.	Taking advantage of the opening, I locked onto its core and hurled a grenade.						0	2.7版本主线故事
25	妮塔，你还好吗？	妮塔，你還好嗎？	ニタ、大丈夫か？	니타, 괜찮아?	Nita, you okay?						0	2.7版本主线故事
26	我没事我没事，那个攻击，原来不是冲着我们来的啊。	我沒事我沒事，那個攻擊，原來不是衝著我們來的啊。	私は平気！あの攻撃、私たちを狙ってたわけじゃなかったんだ。	난 괜찮아. 저 공격은 우리를 노린 게 아니었구나.	I'm fine! So that attack wasn't meant for us, huh?						0	2.7版本主线故事
27	呵，世人都说你命大，看来是真的。	呵，世人都說你命大，看來是真的。	フッ。運のいいやつだと聞いていたが、本当のようだ。	하, 다들 네가 운이 좋다고 하더니, 정말인가 보네.	Heh. People say you can cheat death... Guess they weren't wrong.						0	2.7版本主线故事
28	一声高调而又戏谑的笑声划破夜空。	一聲高調又戲謔的笑聲劃破夜空。	頭上から嘲るような女の声が響いた。	요란하고도 장난스러운 웃음소리가 밤하늘을 갈랐다.	A bold, teasing laugh sliced through the night air.						0	2.7版本主线故事
29	抬眼望去，我便与那笑声的主人四目相对——那是一双如猎豹般锐利的眼眸，闪烁着发现猎物时的兴奋与渴望。	抬頭望去，我便與那笑聲的主人四目相對──那是一雙如獵豹般銳利的眼眸，閃爍著發現獵物時的興奮與渴望。	仰向くと、声の主だろう人物と目が重なった。獲物を狙い定めた肉食獣のそれを思わせる、亢奮と欲望に満ちた眼だ。	고개를 들자, 그 웃음소리의 주인과 눈이 마주쳤다. 치타처럼 예리한 눈동자는 사냥감을 발견했을 때의 흥분과 갈망으로 반짝이고 있었다.	I looked up, drawn to its source — her gaze, sharp and predatory, gleaming as if she had just locked onto fresh prey.						0	2.7版本主线故事
30	女人高高地坐在石堆上，足尖轻轻点动，仿佛在打着某种无声的节拍。	女人高高地坐在石碓上，足尖輕輕點動，彷彿在打著某種無聲的節拍。	女は堆く積み上がったがれきの上に座り、組んだ足のつま先をゆらゆらと揺らしていた。	여자는 돌방아 위에 높이 앉아 발끝을 가볍게 흔들고 있었는데, 그 모습은 마치 소리 없는 박자를 타는 것 같았다.	Perched atop a towering pile of rubble, she lounged effortlessly, one leg crossed over the other, the tip of her boot tapping lightly, as if keeping time to an unheard beat.						0	2.7版本主线故事
31	手中，一条能量束带在她修长的指间流转，鲜红的光芒映照在她冷艳的面容上，既危险又迷人。	手中，一條能量束帶在她修長的指間流轉，鮮紅的光芒映照在她冷豔的面容上，既危險又迷人。	すらりとした指の間を一本の赤い帯が生き物のように流れている。淡く光る帯の赤に照らされて、一見冷酷そうな顔は妖艶にも感じ、危険で魅惑的な雰囲気を醸しだす。	에너지 벨트 한 줄기가 그녀의 가느다란 손가락 사이에서 맴돌고 있었다. 선홍색 빛이 그녀의 냉랭한 얼굴을 비추었고, 위험하면서도 매혹적이었다.	A swirling ribbon of energy coiled between her fingers, its crimson sheen accentuating her cold, striking features. Beautiful. Deadly.						0	2.7版本主线故事
32	哈……	哈……	はっ……	하…	Heh...						0	2.7版本主线故事
33	指尖缠绕的能量束带忽然绷直，而后，那冷艳的红唇微微上翘。	指尖纏繞的能量束帶忽然繃直，而後，那冷豔的紅唇微微上揚。	気の抜けた声を発すると指に巻き付いた帯がピンと張り詰め、艶やかに濡れる赤色の唇は端をわずかに上げる。	손끝에 감겨 있던 에너지 벨트가 갑자기 팽팽해지더니, 그 냉랭한 붉은 입술의 입꼬리가 살짝 올라갔다.	With a flick of her wrist, the energy ribbon snapped taut, her icy-red lips curving into an inscrutable smile.						0	2.7版本主线故事
34	世界树的大英雄playername，说的就是你吧。	世界樹的大英雄playername，說的就是你吧。	「ユグドラシルのヒーローplayername」、というのはお前だな。	위그드라실의 영웅 playername, 바로 너인가?	playername, the legendary hero from Yggdrasil — that's you, isn't it?						0	2.7版本主线故事
35	喂，在提问之前，不应该先做一下自我介绍吗？	喂，在提問之前，不應該先做一下自我介紹嗎？	おい、人のこと聞く前に、まず自分から名乗るのが筋ってもんだろう。	이봐, 질문하기 전에 먼저 자기소개부터 해야 하는 거 아냐?	Hey, how about you introduce yourself first before you start grilling us?						0	2.7版本主线故事
36	让我想想，第五研究所，耶洛沙，新恒提罗……	讓我想想，第五研究所，耶洛沙，新恆提羅……	第5研究所、イェロシャ、ニューガントラ……	어디 보자. 제5연구소, 옐로샤, 뉴헨틸로…	Let's see... From one battlefield to the next — the Fifth Research Institute, Yehrus, New Hentiro...						0	2.7版本主线故事
37	直至近期，应该是北庭卫的姬家宅邸。	直到近期，應該是北庭衛的姬家宅邸。	この間だと、北庭衛にある姫家の屋敷か。	얼마 전에는 북정위의 희씨 가문 저택이었겠지.	And most recently, the Ji family manor in Beiting.						0	2.7版本主线故事
38	她直接无视了妮塔。	她直接無視了妮塔。	ニタの声を無視して女は続ける。	그녀는 가볍게 니타의 말을 무시했다.	She ignored Nita completely.						0	2.7版本主线故事
39	时至今日，想必你已经跨越过无数层地狱。	時至今日，想必你已經跨越無數層地獄。	今まで、数々の地獄を乗り越えてきたはずだ。	지금까지 넌 분명 무수히 많은 지옥을 넘어왔을 거야.	By now, I imagine you've walked through hell and back more times than you'd care to admit.						0	2.7版本主线故事
40	她微微偏头，眼神如深渊般凝视着我，仿佛向我抛出了这样的疑问——	她微微偏頭，眼神如深淵般凝視著我，彷彿向我拋出了這樣的疑問——	そこまで言って小首を傾げ、キリッとした視線で見つめてくる。それはまるで――	그녀는 살짝 고개를 갸우뚱하며 심연 같은 눈빛으로 나를 응시했다. 마치 나에게 이런 질문을 던지는 듯했다.	She tilted her head slightly, her piercing gaze slicing through me like a blade, as though silently asking:						0	2.7版本主线故事
41	“面对死亡，你已经失去了最基本的敬畏之心吗？”	「面對死亡，你已經失去了最基本的敬畏之心嗎？」	「死へのせめての敬畏すら無くしたのか？」	 '죽음을 앞두고, 넌 가장 기본적인 경외심을 잊은 건가?'	Have you really lost all fear of death?						0	2.7版本主线故事
42	面对这锋芒般的视线，我没有躲闪，而是迎了上去，嘴角微微扬起，露出一抹从容的笑意。	面對這鋒芒般的視線，我沒有躲閃，而是迎了上去，嘴角微微揚起，露出一抹從容的笑意。	とでも問うているように。声にこそ出さなかったが、脳裏でそう聞こえた。吊り上がった口角を感じながら、私はあえてその目に向き合うように視線を返す。	나는 그 날카로운 시선을 피하지 않고 맞받으며, 입가에 여유로운 미소를 띄었다.	I didn't flinch. Instead, I met her gaze head-on, a quiet, assured smile tugging at my lips.						0	2.7版本主线故事
43	谢谢夸奖，不过我得纠正一点。	謝謝誇獎，不過我必須糾正一點。	褒めてくれてありがとう。でも一つ訂正させてもらおう。	칭찬 고마워. 하지만 정정할 부분이 있네.	Appreciate the compliment. But let's get one thing straight.						0	2.7版本主线故事
44	什么？	什麼？	なんだ？	뭐?	Oh? And what's that?						0	2.7版本主线故事
45	到目前为止，我还没有感受到死亡威胁。	到目前為止，我還沒有感受到死亡威脅。	今まで、まだ死を感じたことはない。	지금까지 난 죽음의 위협을 느낀 적이 없거든.	So far, I haven't felt even the slightest threat of death.						0	2.7版本主线故事
46	……	……	……	…	...						0	2.7版本主线故事
47	她的眼神中闪过一丝讶异，随即化作更深的玩味。	她的眼神中閃過一絲訝異，隨即化為更深的玩味。	相手はわずか一瞬だけ驚きの色を見せてすぐに消し、かわりに興味深そうに目を細める。	그녀는 다소 의아한 눈빛이었지만, 이내 흥미롭다는 얼굴로 바뀌었다.	For a split second, surprise flickered in her eyes — only to melt into something more unreadable. Amusement. Intrigue. Maybe even fascination.						0	2.7版本主线故事
48	有点意思。	有趣。	おもしろい。	재밌네.	Interesting.						0	2.7版本主线故事
49	她利落地起身，动作优雅而从容。	她俐落地起身，動作優雅而從容。	言ってやおら立ち上がり、がれきの上からから跳んで降り立つ。	그녀는 몸을 일으켰다. 재빨랐지만 우아하고 여유로웠다.	She rose to her feet with effortless grace.						0	2.7版本主线故事
50	高跟鞋敲击地面的声音清脆而富有节奏，朝我缓缓逼近。	高跟鞋敲擊地面的聲音清脆而富有節奏，朝著我緩緩靠近。	ハイヒールで小気味よい音を鳴らしながら歩き寄ってくる。	하이힐이 땅에 닿을 때마다 맑고 리듬감 있는 소리가 났고, 그녀는 나를 향해 천천히 다가왔다.	Her heels clicked against the rubble, each step measured, deliberate, closing the distance between us.						0	2.7版本主线故事
51	奈莉德，卫城学院的首席调查员。	奈莉德，衛城學院的首席調查員。	ネリーダよ。アクロポリス学院の首席調査員だ。	난 네리다, 아크로폴리스 아카데미 수석 조사원이야.	Nerida. Chief Investigator of Academica Acropolis.						0	2.7版本主线故事
52	她微微颔首，眼中闪过一丝赞许，随即优雅地伸出右手，掌心向上。	她微微頷首，眼中閃過一絲讚許，然後優雅地伸出右手，掌心向上。	軽く首を垂れる一礼。そして、右の手のひらを差し出す。細長くキレのある目には冷たい笑みと艶を湛えている。	살짝 고개를 낮춘 그녀의 눈에 찬사가 깃들더니, 우아한 몸짓으로 오른손을 뻗어 손바닥을 펼쳤다.	With a subtle nod and a fleeting glint of approval, she extended her hand — palm up, as if offering an invitation.						0	2.7版本主线故事
53	我明白，她的示好其实只是下一场无声较量的开局。	我明白，她的示好其實只是下一場無聲較量的開局。	……握手というより、格闘技の試合が始まる前のグローブタッチを思わせる、邪険な雰囲気。	나는 알고 있다. 그녀의 호의는 사실 소리 없는 결투의 시작이라는 것을.	But I knew better. This wasn't just a friendly gesture — it was a test. An unspoken challenge.						0	2.7版本主线故事
54	……奈莉德。	……奈莉德。	……ネリーダ。	… 네리다.	...Oi, Nerida.						0	2.7版本主线故事
55	一旁的妮塔看出了她的意味，她一步跨到我身前，眼神如刀锋般锐利，直直地刺向奈莉德。	一旁的妮塔看出了她的意味，她一步跨到我身前，眼神如刀鋒般銳利，直直地刺向奈莉德。	ずっとそばで見守っていたニタは空気を察してか、二人の間に入る。	옆에 있던 니타는 그녀의 뜻을 알아차리고, 내 앞으로 한 발짝 다가왔다. 칼날처럼 날카로운 그녀의 눈빛은 네리다를 향해 쏘아갔다.	Nita saw through her, too. She stepped in front of me, positioning herself as a shield, her glare as sharp as a blade unsheathed.						0	2.7版本主线故事
56	如果你敢对分析员做出什么出格的行为，我绝对不会放过你的。	如果你敢對分析員做出什麼無禮的行為，我絕對不會放過你的。	分析員になにか度が過ぎたことをしたら、タダじゃおかねえから。	감히 분석가를 해칠만한 행동이라도 한다면, 절대 널 가만히 놔두지 않을 거야.	Try laying a finger on the Adjutant — I'll make sure you regret it.						0	2.7版本主线故事
57	眼见气氛渐渐变得紧迫起来，我只得长呼一口气随后——	眼看氣氛漸漸變得緊張起來，我只好長呼一口氣並──	ピリついた空気を、私は長いため息をして和ませてみる。そして――	분위기가 점점 팽팽해지자, 나는 그저 길게 한숨을 내쉬었다. 그리고…	The air grew heavy with tension, pressing in around them. I let out a slow, measured breath...						0	2.7版本主线故事
b-1											0	2.7版本主线故事
58	拍了拍妮塔的肩膀，示意她放松	拍了拍妮塔的肩膀，示意她放鬆	ニタをなだめる	니타의 어깨를 두드리며 긴장 풀라는 눈치를 보낸다	Give Nita's shoulder a reassuring pat						0	2.7版本主线故事
59	同时，握住奈莉德的手	同時，握住奈莉德的手	そしてネリーダと握手する	동시에 네리다의 손을 잡는다	At the same time, take Nerida's hand						0	2.7版本主线故事
60	既然你已经听说过我们的事迹了，那么我们就不用再自我介绍了吧。	既然你已經聽說過我們的事蹟了，那我們就不用再自我介紹了吧。	私たちのことは知っているようだから、自己紹介は省こう。	우리에 대해서 이미 들어봤다면, 굳이 자기소개를 할 필요는 없겠지.	Since you've already heard about us, I guess there's no need for introductions.						0	2.7版本主线故事
61	奈莉德，你的“合作申请”……我们同意了。	奈莉德，你的「合作申請」……我們同意了。	ネリーダ……君の協力を認めよう。	네리다, 너의 '협력 신청'은… 받아들이겠어.	So let's cut to the chase — Nerida, we accept your "cooperation request"...						0	2.7版本主线故事
62	面对我的举动，两人都先是一愣，但很快奈莉德又恢复了那副从容不迫的神情。	面對我的舉動，兩人都先是一愣，但很快奈莉德又恢復了那副從容不迫的神情。	私の言葉に二人とも一瞬だけ驚いた顔を見せたが、ネリーダはすぐに余裕ある表情に戻った。	나의 행동에 두 사람은 잠시 멍해졌지만, 네리다는 금세 원래의 태연한 모습으로 돌아갔다.	Both of them froze for a moment, but Nerida quickly regained her composure.						0	2.7版本主线故事
63	有趣，看来这次回收封闭血清的任务，不会太无聊了。	有趣，看來這次回收封閉血清的任務，不會太無聊了。	ふん。ブロックセラムを回収するまで、退屈しなさそうだ。	재밌네. 이번에 폐쇄 혈청을 회수하는 임무는 그리 지루하진 않을 것 같군.	Well... this mission to recover the Confinement Serum just got interesting.						0	2.7版本主线故事
64	而后她又冷冷地瞥了一眼妮塔。	而後她又冷冷地瞥了一眼妮塔。	冷ややかな横目でニタを見て、ネリーダは言葉を足していく。	그리고 그녀는 또다시 차가운 눈빛으로 니타를 힐끗 보았다.	She cast Nita a fleeting, frosty glance.						0	2.7版本主线故事
65	有这样的伴侣，你还真是幸运。	有這樣的伴侶，你還真是幸運。	こんな彼氏がいるとは、幸運だな。	이런 단짝이 있다니, 너도 참 운이 좋네.	You're lucky, having a partner like this.						0	2.7版本主线故事
66	伴，伴侣？！	伴，伴侶？！	……か、彼氏！？	다, 단짝?!	P—Partner!?						0	2.7版本主线故事
67	嗯，啊！你就羡慕去吧！	嗯，啊！你就羨慕吧！	そ、そうだよ！羨ましいだろ？	음, 아! 그래, 부러워하라고!	Um, yeah! You must be so jealous of us!						0	2.7版本主线故事
68	纵使妮塔拼尽全力想摆出毫不在意的样子，但红透了的耳根却出卖了她。	縱使妮塔拼盡全力想擺出毫不在意的樣子，但紅透了的耳朵卻出賣了她。	頑張って平然を装うニタを真っ赤になった彼女の耳元が裏切る。	니타는 온 힘을 다해 무심한 모습을 보이려 했지만, 붉어진 귀는 본심을 말하고 있었다.	Even though she tried to play it cool, the bright red of her earlobes betrayed her.						0	2.7版本主线故事
69	那就这么办好了。	那就這樣辦好了。	なら、こうしよう。	그럼 이렇게 하자.	Then it's settled.						0	2.7版本主线故事
70	她攥紧了我的手，向我直白地表达了自己的“渴求”。	她握緊了我的手，向我直白地表達了自己的「渴求」。	差し出した手がぎゅうっとさらに握られて、そして彼女の次の言葉に耳を疑う。	그녀는 내 손을 꽉 잡으며 자신의 '갈망'을 솔직하게 표현했다.	She tightened her grip on my hand, making her intent unmistakably clear.						0	2.7版本主线故事
71	playername，等任务结束之后，你就和我一起回卫城学院吧。	playername，等任務結束後，你就跟我一起回衛城學院吧。	playername。任務を終えたら、一緒にアクロポリス学院に来て欲しい。	playername, 임무가 끝나면 나랑 같이 아크로폴리스 아카데미로 돌아가자.	playername, once this mission is over, I'll take you back to the Academica Acropolis with me.						0	2.7版本主线故事
72	那你得先过我这一关。	那你得先過我這一關。	それはまず、私を通してもらうよ。	그러려면 나부터 쓰러뜨려야 할걸.	Then you're gonna have to get through me first.						0	2.7版本主线故事
73	还没等我回答，妮塔便攥紧拳头，代我做出了回应。	還沒等我回答，妮塔便捏緊拳頭，代我做出了回應。	言葉を返すより先に、ニタは割り込んだ。	내가 답하기도 전에 니타가 주먹을 불끈 쥐고 대신 대답했다.	Before I could respond, Nita clenched her fists, stepping in to answer on my behalf.						0	2.7版本主线故事
74	呵。	呵。	フッ。	허.	Heh.						0	2.7版本主线故事
75	见状，奈莉德只是轻轻笑一声，随即便松开了我的手，而后又将目光重新聚焦到了身前的泰坦遗骸上。	見狀，奈莉德只是輕輕笑一聲，隨後便放開了我的手，又將目光重新聚焦到了身前的泰坦遺骸上。	軽く鼻で嗤って握っている手を離し、ネリーダはタイタンの死骸に目を戻す。	그 모습을 본 네리다는 가볍게 웃고는 바로 내 손을 풀었다. 그리고 눈앞의 타이탄 유해로 다시 시선을 돌렸다.	At that, Nerida let out a quiet chuckle, released my hand, and turned her attention back to the Titan remains.						0	2.7版本主线故事
76	开个玩笑而已。	開個玩笑而已。	冗談だ。忘れてくれ。	그저 농담이었어.	I was just joking.						0	2.7版本主线故事
77	对了，姑且算是征求一下你的意见。这只泰坦的核心，可以交给我来处理吗？	對了，勉強算是徵求一下你的意見。這隻泰坦的核心，可以交給我處理嗎？	そうだ。一応聞くが、コイツの処理は私に任せてくれないか。	맞다, 우선 네 의견을 좀 구하고 싶은데. 이 타이탄의 코어는 내가 처리해도 될까?	That aside, out of formality I suppose I should check with you first — would you mind if I handle the Titan core?						0	2.7版本主线故事
78	嗯，请便吧。	嗯，請便吧。	ああ、好きにするといい。	응, 마음대로 해.	Go ahead.						0	2.7版本主线故事
79	我没有加以阻拦，只是将注意力集中在了她接下来的动作上。	我沒有加以阻攔，只是將注意力集中在了她接下來的動作上。	そう言いながらも、「処理」とはなんのことだろうとひっかかった。	나는 막지 않았고, 그녀가 이제 무엇을 할지 지켜보려 했다.	I didn't stop her. Instead, I watched closely, waiting to see what she would do next.						0	2.7版本主线故事
80	呼……	呼……	ふー……	후우…	*inhaling*...						0	2.7版本主线故事
81	深吸一口气后，她向着那尚未完全消散的能量体，伸出了手。	深吸一口氣後，她向著那尚未完全消散的能量體，伸出了手。	彼女は深呼吸を一つして、まだ完全に消え失せていないタイタンの遺骸に手をかざした。	그녀는 숨을 깊게 들이마신 후, 아직 완전히 분해되지 않은 에너지체를 향해 손을 뻗었다.	Taking a deep breath, she stretched out her hand toward the still-flickering mass of energy.						0	2.7版本主线故事
82	而后，我“看”到了不可思议的一幕——类思念体中的能量，正如同潮水般涌入她的体内。	而後，我「看」到了不可思議的一幕——類思念體中的能量，如同潮水般湧入她的體內。	そして、不思議にもデミ・アニムスのエネルギーは吸い寄せられたように彼女の体内へと入り込んでいく。	이내 나는 불가사의한 장면을 '목격'했다. 유사 사념체 안의 에너지가 물밀듯이 그녀의 체내로 들어가는 것이었다.	Then I saw something remarkable — the essence within the Depleted Titagen surged toward her, pouring into her body like waves crashing onto shore.						0	2.7版本主线故事
83	怎么，想与我共进晚餐吗？	怎麼樣，想跟我共進晚餐嗎？	なんだ、食事に誘ってほしいのか？	왜? 나랑 같이 저녁 식사를 하고 싶은 거야?	What's the matter? Want to join me for dinner?						0	2.7版本主线故事
84	似乎是注意到了我的目光，她扭头玩味地向我再次发出了邀请。	似乎是注意到了我的目光，她扭頭玩味地向我再次發出邀請。	私の視線に気づくと振り返り、冷ややかな口ぶりで茶化してきた。	내 시선을 눈치챈 듯, 그녀는 고개를 돌리더니 장난스럽게 나를 다시 초청했다.	Noticing my gaze, she turned, her lips curling into a playful smirk.						0	2.7版本主线故事
85	而我也很快意识到，她的情况大概是类似于军方的“半天启者”，本质上都是利用泰坦物质拓展人体能力的上限。不过即便如此……	而我也很快意識到，她的情況大概是類似於軍方的「半天啟者」，本質上都是利用泰坦物質拓展人體能力的上限。不過即便如此……	彼女はおそらく軍にもいる「半覚醒者」のような者で、タイタン物質を利用して体の限界を高めているのだろう。しかしそれは……	그리고 나는 곧 그녀가 군대의 '하프 계시자'와 비슷하다는 것을 눈치챘다. 본질적으로는 타이탄 물질을 이용해 인체 능력의 한계를 넓히는 것이지만, 그렇다고 해도…	Then it hit me — she must be like those "half-Manifestations" in the military. Essentially, they harness Titagen to push the limits of human potential. However...						0	2.7版本主线故事
86	这样会有什么后果，你知道吗？	這樣會有什麼後果，你知道嗎？	そんなことをして、自分がどうなるかわかっているのか？	그렇게 했을 때 어떤 결과가 생기는지 알고 있어?	Do you realize the consequences of what you're doing?						0	2.7版本主线故事
87	嗯，当然知道，但总得有人这么做。	嗯，當然知道，但總得有人這麼做。	バカを言え。どうなるかは百も承知だ。だが、誰かがやらなくてはならなくてな。	응, 물론 알고 있지. 하지만 누군가는 해야 하니까.	Of course. But someone has to do it.						0	2.7版本主线故事
88	一路走来，你不也很清楚吗——	一路走來，你不也很清楚嗎——	ここまで来ているお前なら、よくわかっているはずだ。	여기까지 오면서 너도 분명 잘 알고 있잖아…	And let's be honest — you know this as well as I do.						0	2.7版本主线故事
89	身为强者，我们所背负的，不光光是自己的生命。	身為強者，我們所背負的，不光是自己的生命。	強者たるもの、己の命以外にもたくさん背負わなくちゃならない。	강자로서, 우리가 짊어지고 있는 건 자신의 목숨뿐만이 아니라는걸.	The strong don't fight only for themselves.						0	2.7版本主线故事
90	虽然是个出乎预料的回答，但她的眼神不像是在说谎。	雖然是個出乎預料的回答，但她的眼神不像在說謊。	予想外の答えだったが、彼女の目は真剣そのものだった。	예상을 벗어난 대답이었지만, 그녀의 눈빛을 보니 거짓말 같지는 않았다.	An unexpected response. Yet the sincerity in her eyes made it hard to doubt.						0	2.7版本主线故事
91	为了进一步地确认内心的猜测，我索性闭上眼，将感知力全部集中在她的身上。	為了進一步確認內心的猜測，我索性閉上眼睛，將感知力全部集中在她的身上。	自分の推測を確かめるために私は目を閉じ、彼女の身体の変化に全ての意識を向けた。	마음속 추측을 검증하기 위해, 나는 아예 눈을 감고 모든 감지력을 그녀에게 집중했다.	To confirm my suspicions, I closed my eyes and focused on the energy she was giving off.						0	2.7版本主线故事
