字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
25	蓝色的光束在眼前闪过，爆鸣声与剧痛同时从右手传来。	藍色的光束在眼前閃過，爆鳴聲與劇痛同時從右手傳來。	青色のレーザーが目の前で一閃し、鋭い爆発音とともに、私の右手から激痛がした。	파란색 빛줄기가 눈앞을 스쳐 지나갔고 폭음과 함께 심한 통증이 오른손에서 전해져왔다.	Blue light flashed in my eyes, immediately followed by a popping noise and a shooting pain in my right hand.						0	
26	预料之外，萨特突然爆发出了远超平时反应力……	預料之外，薩特突然爆發出了遠超平常反應力……	どうやらサルトルの反応速度はこちらの予想以上のようだ……	예상외로 사르트르는 평소의 반사신경을 훨씬 뛰어넘는 폭발적인 반응을 보였는데…	Unexpectedly, Sartre had reacted much quicker than usual...						0	
27	哈，别蹬鼻子上脸了。	哈，別蹬鼻子上臉了。	ハッ、調子に乗らないでもらいたいね。	하하, 선 좀 넘지 않았으면 좋겠군요.	Heh, don't get cocky.						0	
28	不知为何，取得了短暂优势的萨特并没有选择继续追击。	不知為何，取得了短暫優勢的薩特並沒有選擇繼續追擊。	けれど、優位に立っているはずのサルトルには、それ以上追撃する意図はないようだった。	잠깐의 우세를 점한 사르트르는 어떤 이유에서인지 추격을 계속하지 않았다.	For some reason, Sartre chose not to continue his pursuit after gaining the upper hand.						0	
29	那一声冷哼中，多少有些不情愿的情绪在里面。	那一聲冷哼中，多少有些不情願的情緒在裡面。	冷たくほくそ笑むその顔には、どことなく躊躇うような色が滲んでいた。	그의 말에는 다소 내키지 않는 거부감이 담겨 있었다.	There was a hint of reluctance in that cold snort.						0	
30	琴诺，盯住他。	琴諾，盯住他。	チェルノ、彼の動きを見張っててくれ。	체르노, 똑바로 감시해.	Cherno, keep an eye on him.						0	
31	嗯……	嗯……	はい……	네…	Okay...						0	
32	在我的指示下，她再次将枪口对准了萨特。	在我的指示下，她再次將槍口對準了薩特。	彼女は私の指示通りに、再び銃口をサルトルに合わせた。	나의 지시에 그녀는 다시 사르트르에게 총구를 겨누었다.	At my order, she aimed her gun at Sartre once again.						0	
33	呵呵呵，真是难得，我还是第一次见接引使大人这么强硬。	呵呵呵，真是難得，我還是第一次看到接引使大人這麼強硬。	ふふふ。珍しいこともあるものだ。聖女様がこんなに強気だなんて。	하하하, 인도자님한테도 이렇게 강경한 모습이 있을 줄이야.	Heheh, what a rare sight. This is the first time I've seen the Emissary act so tough.						0	
34	琴诺一直比你们想象中的要坚强。	琴諾一直比你們想像中的還要堅強。	チェルノは君たちが思っているよりもずっと強いんだ。	체르노는 너희가 생각하는 것보다 훨씬 강하다고.	Cherno has always been stronger than you thought.						0	
35	努力压抑着心中的情绪，我压低声音，保持冷静，等待着出手的时机。	努力壓抑著心中的情緒，我壓低聲音，保持冷靜，等待著出手的時機。	できるだけ感情を抑え、冷静さを維持しながら、私は攻撃するチャンスを伺った。	난 애써 마음속에 있는 감정을 억누르고 목소리를 낮추며 침착함을 유지했고 손을 쓸 시기를 기다리고 있었다.	Doing my best to suppress the emotions in my heart, I lowered my voice, remained calm, and waited for an opportunity.						0	
36	哦，这么说你们关系不错啊~	哦，這麼說你們關係不錯~	へぇ。ずいぶん仲が良いんだね。	오호라, 사이가 꽤나 좋은 신가 봐요~	Oh, sounds like you two are pretty close then, hmm?						0	
37	琴诺，你还记得凯郭尔大主是怎么教导我们的吗？	琴諾，你還記得凱郭爾大主是怎麼教導我們的嗎？	チェルノ。ケゴール大司教様に教わったことは覚えているか？	체르노 님, 교주님의 가르침을 아직 기억하시나요?	Cherno, do you still remember what High Presbyter Kegaard taught us?						0	
38	哎？	哎？	え……？	무슨 가르침을 말하는 거지?	Huh?						0	
39	你要记住，你所做的每个选择，都会波及到那些和你联系在一起的人。	你要記住，你所做的每個選擇，都會波及到那些和你連結在一起的人。	あなたが下した決断は、あなたと繋がっている人たちすべてに影響する。そのことを決して忘れないで、ってやつだよ。	네가 내리는 선택은 너와 관계된 사람들에게 영향을 미친다는 것을 기억해야 해.	You need to remember that every choice you make affects those connected to you.						0	
40	久远的伤口再次被撕裂，少女手中的枪霎时间变成了沾满鲜血的权杖。	久遠的傷口再次被撕裂，少女手中的槍霎時間變成了沾滿鮮血的權杖。	塞がっていたはずの傷口が開いたように、彼女の握っている銃が瞬く間に血にまみれた杖に変わった。	오래 전 상처가 다시 찢어졌고 소녀의 손에 쥐어진 총은 삽시간에 피가 가득한 지팡이로 변했다.	This memory of the past ripped open her old wound. The gun in Cherno's hand instantly transformed into a scepter stained with blood.						0	
41	唔……	唔…	うっ……	윽…	Ah...						0	
42	来，朝这儿射。	來，朝這裡射。	さあ、ここを狙うんだよ。	자, 그럼 어디 한 번 쏴보시죠?	Come on then. Shoot right here.						0	
43	萨特用力戳了戳指了指自己额头。	薩特用力戳了戳指了指自己額頭。	サルトルは指で自分の額を突いてみせた。	사르트르는 자신의 이마를 쿡쿡 찔렀다.	Sartre emphatically pointed at his forehead.						0	
44	但开枪之后，谁又会替你承担后果呢？playername吗？	但開槍之後，誰會替你承擔後果呢？playername嗎？	だが良く考えるんだ。ここを撃ったら、その責任は誰が負うんだい？playernameかな？	하지만 총을 쏘면 그 대가는 누가 대신 감당할까요? playername?	But after you shoot, who is going to shoulder the consequences for you, playername?						0	
45	呃呃……	呃呃……	ううっ……	으윽…	Ah...						0	
46	伴随着琴诺的不断颤抖……夜空中回响起萨特令人毛骨悚然的狞笑。	伴隨著琴諾的不斷顫抖……夜空中迴響起薩特令人毛骨悚然的獰笑。	チェルノが震え出すと、サルトルの恐ろしい笑い声が夜空に響き渡った。	체르노의 끊임없는 떨림과 함께… 밤하늘에 사르트르의 섬뜩한 웃음소리가 울려 퍼졌다.	Cherno couldn't stop trembling... and Sartre's hair-raising grin seemed to encompass the entire night sky.						0	
47	——！！！	——！！！	——！！！	…!!!	—!!!						0	
48	在他的注意力全在琴诺身上时，我用左手拔出了备用的手枪，瞄准他刚刚自己手指的地方，扣动扳机——	當他的注意力全在琴諾身上時，我用左手拔出了備用的手槍，瞄準他剛剛自己手指的地方，扣動扳機——	彼の注意力がすべてチェルノへと向けられているその隙に、私は左手で予備の拳銃を取り出し、彼が指差した場所を目がけて引き金を引き──	그의 주의가 온통 체르노에게 쏠려 있을 때, 나는 왼손으로 여분의 권총을 꺼내 들고 방금 그의 손가락이 있던 곳을 겨냥하고 방아쇠를 당겼다.	While his attention was focused on Cherno, I drew my spare pistol with my left hand, aimed at the spot his finger was pointing, and pulled the trigger...						0	
49	将黑漆漆的血洞印在了那张令人作呕的脸上。	將黑漆漆的血洞印在了那張令人作嘔的臉上。	吐く気を催すその顔に、風穴をあけてやった。	메스꺼운 얼굴에 시커먼 핏구멍을 박는다.	A dark, bloody hole was carved into that nauseating face.						0	
50	然而……	然而……	しかし……	하지만…	However...						0	
51	还没等我长呼一口气，那个血洞却消失不见了	還沒等我長呼一口氣，那個血洞卻消失不見了	ホッと息を吐いたのも束の間、銃創はすぐに消え去ってしまった。	내가 한숨을 돌리기도 전에 핏자국이 사라져 버렸다.	Before I could breathe a sigh of relief, the bloody hole vanished.						0	
52	切，这么近都射偏了。	切，這麼近都射偏了。	ちっ。こんな距離でも外すとはね。	하하, 이렇게 가까이서도 헛발질을 다하시고.	Tch, you missed at such close range.						0	
53	怎么回事……萨特似乎并没有察觉自己中枪了。	怎麼回事……薩特似乎並沒有察覺自己中槍了。	どうなっているんだ……サルトルは自分が撃たれたことに気付いていないらしい。	어떻게 된 일인지… 사르트르는 자신이 총에 맞은 걸 눈치채지 못하는 모양이었다.	What was going on...? Sartre didn't even seem to feel the shot.						0	
54	无比诡异，从与他再会的那一刻开始，心中就堆砌起无数疑问。	無比詭異，從與他再會的那一刻開始，心中就堆砌起無數疑問。	どう考えても妙だ。彼と再会した瞬間から、疑問ばかりが止めどなく湧き上がってくる。	뭔가 이상했다. 그와 재회하는 순간부터 수많은 의문이 마음 속에 쌓였다.	It was absolutely bizarre. From the moment he reappeared, countless questions had begun to pile up in my head.						0	
55	这种诡异感的源头究竟是……	這種詭異感的源頭究竟是……	この違和感は、一体どこから……	이 기이한 느낌은 뭐지…	Where was this puzzling feeling coming from...?						0	
56	那么，接下来是在天楼动乱中死去主事的名单，分析员，请过目……	那麼，接下來是天樓動亂中死去主事的名單，分析員，請過目……	これが、スカイタワー事件で死亡が確認された司教のリストです……	다음은 스카이 타워 분쟁으로 죽은 이사들의 명단이에요. 분석가님, 한번 봐주세요…	Next up is the list of Exarchs who died during the Towers Upheaval. Adjutant, please have a look...						0	
57	芬恩，托马斯，巴特，萨特，巴门，罗齐尔……	芬恩，托馬斯，巴特，薩特，巴門，羅齊爾……	フィン、トーマス、バートン、サルトル、バーモン、ロジエ……	핀, 토마스, 바트, 사르트르, 바르멘, 로지에…	Finn, Thomas, Bart, Sartre, Bahmen, Rosier...						0	
58	——巴特，萨特，巴门——	——巴特，薩特，巴門——	——バートン、サルトル、バーモン——	… 바트, 사르트르, 바르멘…	...Bart, Sartre, Bahmen...						0	
59	——萨特——	——薩特——	——サルトル——	… 사르트르…	...Sartre...						0	
60	我刚刚，没给你面子吗……	我剛剛，沒給你面子嗎……	情けを、かけてあげたんだけどね……	제가 방금 체면을 세워드리지 않았나요…?	Didn't I try to cut you a break just now...						0	
61	阴沉的声音中断了我的回忆，他抬起右手，一个明亮的光点在掌心凝聚，而那双冰冷的瞳孔中此刻也不断闪烁着杀意——	陰沉的聲音中斷了我的回憶，他抬起右手，一個明亮的光點在掌心凝聚，而那雙冰冷的瞳孔中此刻也不斷閃爍著殺意——	沈んだ声にハッと顔を上げると、サルトルが右手を掲げていた。彼の掌が光り、それが次第に球の形を取り始めた。彼の冷たい両の瞳は、強い殺意を漲らせている──	음침한 목소리가 나의 회상을 방해했다. 손을 들자 손바닥에 밝은 빛이 모여들었다. 그의 눈동자는 차가움을 내비쳤고, 살의가 끊임없이 도사렸다.	My memories were interrupted by his dismal voice. He raised his right hand, a bright spot of light condensing in his palm. Murderous intent flashed through his icy eyes.						0	
62	就在其即将化作光枪刺向我的一瞬，被一发从远处射来的子弹打断。	就在其即將化作光槍刺向我的一瞬，被一發從遠處射來的子彈打斷。	けれど、さらに球体から槍へと変形した光が私を貫こうとした瞬間、遠くから放たれた銃弾がそれを打ち消した。	밝은 빛이 광선총이 되어 나를 찌르려던 찰나, 멀리서 날아오는 한 발의 총알이 그를 방해한다.	The moment it was about to turn into a piercing beam of light, Sartre was interrupted by a bullet fired from the distance.						0	
63	啧，追过来了吗……	嘖，追過來了嗎……	チッ……追ってきたのか。	쳇, 쫓아온 건가…	Tch. She caught up, huh...?						0	
64	分析员，抱歉我来晚了。	分析員，抱歉我來晚了。	遅くなってごめんなさい、分析員。	분석가, 늦어서 미안해.	Adjutant, sorry I'm late.						0	
65	恼人的臭虫又多了一只……	惱人的臭蟲又多了一隻……	うるさい虫がまた1匹増えたね……	짜증나는 해충이 한 마리 더 늘었네요…	Another annoying insect...						0	
66	不过……也多亏了你的提醒，我稍微冷静下来了。	不過……也多虧了你的提醒，我稍微冷靜下來了。	まあ、おかげさまで僕もちょっと落ち着いてきたよ。	뭐… 덕분에 조금 진정되긴 했지만 말이죠.	But... I was able to calm down a bit thanks to your reminder.						0	
67	捋平因愤怒堆叠出的褶皱，那标志性的假笑再次被挂在了他的脸上。	捋平因憤怒堆疊出的褶皺，那標誌性的假笑再次被掛在了他的臉上。	怒りで歪む表情を取り繕うように、サルトルは再び作り笑いを浮かべた。	분노로 쌓인 주름을 쓸어내리고 트레이드마크인 가짜 미소가 다시 그의 얼굴에 걸렸다.	After the anger disappeared from his face, that same cold smile revealed itself once again.						0	
68	献给神明的祭品，我可不能占为己有——	獻給神明的祭品，我可不能佔為己有——	神様への生贄を、独り占めしちゃいけないからね──	신에게 바치는 제물은 제가 소유할 수 없을지도 모르겠군요…	Perhaps I won't be able to keep the sacrifices offered to the Divine all for myself...						0	
69	一阵眩光过后，萨特的身影便消失不见，而四周的雾气也在此时散开……夜晚的楼区再次被沉静的黑暗吞没。	一陣眩光過後，薩特的身影便消失不見，而四周的霧氣也在此時散開……夜晚的樓區再次被沉靜的黑暗吞沒。	眩しい光が迸った次の瞬間、サルトルは跡形もなく消え去っていた。周囲を覆っていた霧も次第に晴れて……夜の街に再び暗闇が降りた。	일시적인 눈부심이 사라지자 사르트르의 모습은 사라졌고 순식간에 주변의 안개가 걷혔다… 밤의 건물은 다시 한 번 차분한 어둠에 휩싸였다.	With a burst of light, Sartre disappeared, and the fog surrounding us followed suit... The area was once again swallowed up by the silent darkness of the night.						0	
70	分析员，你的手……	分析員，你的手……	分析員、その手……	분석가, 손이…	Adjutant, your hand...						0	
71	我没事，恩雅姐，麻烦你帮琴诺注射一下抑制剂吧。	我沒事，恩雅姐，麻煩你幫琴諾注射一下抑制劑吧。	私なら大丈夫だ、エンヤ姉。チェルノに抑制剤を打ってくれるかい？	전 괜찮아요, 엔야 누님. 그것보다 체르노를 대신해서 억제제를 주사해 주시겠어요?	I'm okay. Enya, can you help inject Cherno with a Baldr Inhibitor?						0	
b-4											0	
72	从怀中掏出抑制剂，递给恩雅，并示意她看向琴诺。	從懷中掏出抑制劑，遞給恩雅，並示意她看向琴諾。	私は抑制剤を取り出し、エンヤにそれを渡した。	품에서 억제제를 꺼내 엔야에게 건네며 체르노를 바라보았다.	Take an inhibitor from your chest pocket, then give it to Enya and gesture at Cherno.						0	
73	我做不到……我做不到的……	我做不到……我做不到的……	できない……私にはできません……！	전 할 수 없어요… 할 수 없어요…	I can't... I can't do it...						0	
74	被回忆吞没的她此刻已然陷入了神格侵蚀状态。	被回憶吞沒的她此刻已然陷入了神格侵蝕狀態。	記憶に呑み込まれ、チェルノはすでに神格侵蝕状態に陥っていた。	회상에 잠긴 체르노는 이미 만트라 침식에 빠져 있다.	Absorbed in her memories, she was now Flooded.						0	
75	……我明白了，不过得等我先为你包扎好伤口。	……我明白了，不過得等我先為你包紮好傷口。	……分かりました。でも、あなたの傷の手当てが先です。	… 알겠어. 일단 상처에 붕대부터 감자.	...I understand, but I need to treat your wound first.						0	
76	那就拜托你了。	那就拜託你了。	ああ、頼んだ。	그럼 부탁할게요.	Then I'll leave it to you.						0	
77	嗯，完事之后，我们就回公司……	嗯，完事之後，我們就回公司……	はい。全部終わったら、ひとまず会社に戻りましょうね……	응, 상황이 정리되면 바로 회사로 돌아가자…	Okay. After we're done here, let's head back to the company...						0	
78	庆幸吧，世界树的分析员……庆幸埃达特别嘱托过要留你一命……	慶幸吧，世界樹的分析員……慶幸埃達特別囑咐要留你一命……	エッダに感謝するといいよ、ユグドラシルの分析員。あなたの命を取らないように、彼女から言われていなければ……	다행이라 생각하세요, 분석가님… 에다 님이 목숨만은 살려두라고 특별히 부탁을 하셨으니 말이죠…	Be grateful, Adjutant... Be grateful that Edda specifically asked for you to be spared...						0	
79	但也就这一次，只要完成了那只泰坦……零区内的所有人，都将被拉入瓦尔哈拉，你也不例外。	但也就這一次，只要完成了那隻泰坦……零區內的所有人，都將被拉入瓦爾哈拉，你也不例外。	ただし、手加減するのは今回だけだ。あのタイタンが完成すれば……エリアゼロにいる人はすべて、ヴァルハラに引き込まれる。あなただって例外じゃない。	하지만 이번 한 번뿐이에요, 후후후. 타이탄만 완성하면… 제로 구역의 모든 사람은 물론 당신까지 발할라로 끌려갈 테니까.	But that's only for now. Once that Titan is completed... everyone in the Containment Zone will be pulled into Valhalla, including you.						0	
80	而届时我也将……达成自己的夙愿。	而屆時我也將……達成自己的夙願。	その時は……僕が叶えられなかった夢も、きっと……	그리고 그때 전… 갈망해오던 숙원을 이룰 겁니다.	At that time, I will also... fulfill my own long-held wish.						0	
81	夜空中，萨特凝视着我们撤离的背影，撤下了自己虚伪的笑脸……	夜空中，薩特凝視著我們撤離的背影，撤下了自己虛偽的笑臉……	夜空の下で撤退する私達を眺めるサルトルの顔には、すでにあの作り笑いは浮かんでいなかった……	밤하늘 아래, 사르트르는 우리가 대피하는 뒷모습을 응시하며 가식적으로 웃는 얼굴을 거두며 말했다…	Blanketed by the night sky, Sartre watched our retreating figures as his phony smile vanished from his face...						0	
82	分析员，琴诺小姐的精神治疗室已经准备好了，接下来就交给我们吧。	分析員，琴諾小姐的精神治療室已經準備好了，接下來就交給我們吧。	分析員、メンタル治療室の準備は整っています。チェルノさんのことは私達にお任せください。	분석가님, 체르노의 정신 치료실은 이미 준비되었으니 이제 저희에게 맡겨주세요.	Adjutant, Miss Cherno's psychiatric treatment room is ready. We'll take it from here.						0	
83	嗯……我知道了……	嗯……我知道了……	ああ……分かった……	그래… 알겠어…	Okay... I understand...						0	
84	一如既往，医护人员早早地便在那个岔口等待着我们，一如既往……她将被送去与我们相反的方向。	一如既往，醫護人員早早地便在那個岔口等待著我們，一如既往……她將被送去與我們相反的方向。	いつものように、医療班はあの分かれ道で私達のことを待っていた。そしていつものように、彼女とはそこで離れ離れになってしまう。	예전과 같이 의료진은 일찌감치 갈림길에서 우리를 기다리고 있었다. 그리고 예전과 같이… 그녀는 우리와 반대 방향으로 보내질 것이다.	As usual, a medical staff member was waiting for us at the fork in the hallway, and as usual... Cherno was taken in the opposite direction from us.						0	
85	作战情报会议先由恩雅负责汇报，我那部分延后一会儿。	作戰情報會議先由恩雅負責匯報，我那部分延後一陣子。	作戦報告は先にエンヤの分を聞いてやってくれ。私の分はあとでするよ。	작전 회의는 엔야 누님이 먼저 진행해 주세요. 제가 할 부분은 조금 미루는 것이 좋겠어요.	Enya can give her report first at the combat summary meeting. Let's postpone mine for now.						0	
86	哎？	哎？	はい？	네?	Huh?						0	
87	我要去看看琴诺。	我要去看看琴諾。	先にチェルノの状況を見ておきたいんだ。	체르노를 보러 가야겠어.	I need to go see Cherno.						0	
88	我明白了……但是请尽快。	我明白了……但是請盡快。	分かりました……一応、急いでくださいね。	알겠어요… 최대한 빨리 다녀오세요.	I understand... but try to make it quick.						0	
89	这一次，我决定走向相反的方向。	這一次，我決定走向相反的方向。	今回は私も彼らの後を追った。	이번에 난 체르노와 같은 방향으로 가기로 결정했다.	This time, I decided to head in the opposite direction as well.						0	
90	在得到了专业医护人员的准许后，我推开了那扇治疗室的房门。	在得到了專業醫護人員的準許後，我推開了那扇治療室的房門。	医療スタッフの了承を得て、私は治療室に入った。	전문 의료진의 허락을 받은 후, 나는 치료실의 방문을 열었다.	After getting permission from a medical staff member, I pushed open the treatment room door.						0	
b-5											0	
91	琴诺？	琴諾？	チェルノ？	체르노?	Cherno?						0	
92	嗯，抱歉，现在是莫尔索，不是琴诺……她的意识还在昏迷中。	嗯，抱歉，現在是莫爾索，不是琴諾……她的意識還在昏迷中。	ああ。チェルノじゃなくて、ムルソーだ。悪かったな……チェルノはまだ寝てるぞ。	아, 미안, 지금은 모르소야, 체르노가 아니라… 체르노는 아직 의식 불명 상태라서.	Sorry. It's Meursault, not Cherno... Her consciousness still hasn't woken up.						0	
93	看样子你的手已经被恩雅包扎好了……太好了。	看來你的手已經被恩雅包紮好了……太好了。	その傷、エンヤが手当したのか。そりゃよかった。	보아하니 네 손은 엔야가 잘 처리해 준 것 같은데… 잘 됐군.	Looks like Enya already bandaged up your hand... That's great.						0	
94	嗯，已经没事了。对了，这个给你。	嗯，已經沒事了。對了，這個給你。	そうだ、もう大丈夫。ところで、渡したいものが……	응, 이제 괜찮아. 맞다, 이걸 너한테 줄게.	Yeah, it's alright. Oh, this is for you.						0	
95	巧克力？	巧克力？	……チョコ？	초콜릿이야?	Chocolate?						0	
96	在自动贩卖机买的，就当做是棉花糖的替补吧。	在自動販賣機買的，就當做是棉花糖的替補吧。	自販機で買ってきたんだ。綿菓子の埋め合わせとして受け取ってくれ。	자판기에서 샀어. 솜사탕 대용으로 먹으라고.	I bought it from the vending machine. Just think of it as a replacement for the cotton candy.						0	
97	你这个家伙真是……这种事情我早就不在意了。	你這個傢伙真是……這種事我早就不在意了。	お前ってやつは……別に気にしてねーのに。	너도 참… 난 이런 거에 크게 관심 없어.	You really are something else... That wasn't a big deal to me.						0	
98	但对我来说很重要，毕竟是答应过你的事。	但對我來說很重要，畢竟是答應過你的事。	私にとっては大事なことだ。埋め合わせするって約束したからな。	나한테는 중요한 일이야. 너랑 약속했었으니까.	But it's a big deal to me. I made you a promise, after all.						0	
99	……唔。	……唔。	む……	윽…	...Fine.						0	
100	我说，反正现在也没别人……	我說，反正現在也沒別人……	あの、さ……どうせ2人きりだし……	어차피 지금 다른 사람도 없는데…	There's no one else around now...						0	
