字符串索引	中文简体	中文繁体	日语	韩语	英语	法语	西班牙语	德语	泰语	印尼语	1=临时文案  0和不填都=正式文案	备注
SeasonItem8_des	郊狼身上携带的坐标定位器，可以及时定位目标，恢复行动	郊狼身上攜帶的坐標定位器，可以及時定位目標，恢復行動。	コヨーテが持ち歩いている座標特定機。素早く目標の位置を特定し、行動を再開することができる。	코요테가 지니고 있는 좌표 탐색기. 적시에 목표물을 찾아 활동을 개시할 수 있다.	A coordinate locator that is carried by Coyotes. Can quickly locate objectives to help operations resume.						0	
SeasonItem9_des	补给点发现的通讯装置，可以恢复通讯，打开前方通路。	補給點發現的通訊裝置，可以恢復通訊，打開前方通路。	補給ポイントで見つけた通信装置。通信を回復させ、前方の通路を開けることができる。	보급 지점에서 발견한 통신 장치. 통신을 회복하고 전방의 통로를 열 수 있다.	A comms device found at a supply site. Can restore communication and open the path ahead.						0	
SeasonItem1_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem2_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem3_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem4_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem5_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem6_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem7_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem8_use	道具	道具	アイテム	아이템	Item						0	
SeasonItem9_use	道具	道具	アイテム	아이템	Item						0	
SeasonHelp1	思维深潜已开启，请与少女们共同踏入这些曾经并肩作战的地方。	思維深潛已開啟，請與少女們共同踏入這些曾經並肩作戰的地方。	深層思考が開放されました。少女たちと一緒にかつて共に戦った場所に足を踏み入れてみましょう。	사유의 깊이가 오픈되었습니다. 소녀들과 함께 예전에 싸웠던 전투 장소로 들어가 주세요.	Cerebral Dive is open. Journey again with your operatives to familiar locations of past battles together.						0	
SeasonHelp2	在迷宫推演中，上阵不同队员可获得不同类型的思维译码。	在迷宮推演中，上陣不同隊員可獲得不同類型的思維譯碼。	迷宮演繹では、出陣隊員によって異なるタイプの思考コードを獲得できます。	역설적 미로 추론 과정 중 팀원들은 서로 다른 유형의 사유 해독을 획득할 수 있습니다.	During a Deduction, different operatives can obtain different types of Cerebral Decoders.						0	
SeasonHelp3	使用对应类型思维译码可以解锁思维深潜中的节点，持续推进，获取各种奖励。	使用對應類型的思維譯碼可以解鎖思維深潛中的節點，持續推進，獲得各種獎勵。	対応する思考コードを使用すると深層思考の中のノードを開放できます。引き続き進み、様々な報酬を入手しましょう。	해당 유형의 사유 해독을 사용해 사유의 깊이 노드를 오픈하고 지속적으로 진행해 다양한 보상을 획득할 수 있습니다.	Use the corresponding types of Cerebral Decoders to unlock nodes in Cerebral Dive, allowing you to progress and obtain various rewards.						0	
SeasonHelp4	完成普通及普通以上难度的悖论迷宫或完成迭战模式悖论迷宫的推演，有机会获得万用思维译码	完成普通及普通以上難度的悖論迷宮或完成迭戰模式悖論迷宮的推演，有機會獲得萬用思維譯碼	ノーマル以上の難易度で逆説迷宮をクリア、または激闘モードの逆説迷宮をクリアすると、汎用思考コードが手に入ります！	일반 또는 일반 이상 난이도의 역설적 미로를 완료하거나 [역설적 미로-장기전 모드]의 추론을 완료하면 만능 사유 해독을 획득할 수 있는 기회가 주어집니다.	Complete Paradoxical Labyrinth Deductions in Standard Mode (Normal or higher) or Shadow Raid Mode for a chance to get General Cerebral Decoders!						0	
SeasonHelp5	使用万用思维译码，可以置换同等数量的任意类型思维译码	使用萬用思維譯碼，可以置換同等數量的任意類型思維譯碼	汎用思考コードを使用することで、同等数量の任意のタイプの思考コードと交換可能です。	만능 사유 해독을 사용하면 동일한 수량의 임의 유형 만능 해독을 교환할 수 있습니다.	Use General Cerebral Decoders to replace any type of Cerebral Decoders.						0	
SeasonHelp6	在悖论迷宫的推演中，可上阵试用队员进行推演。	在悖論迷宮的推演中，可上陣試用隊員進行推演。	逆説迷宮では、お試し隊員を編成して演繹を行うことができます。	역설적 미로의 추론에서는 체험 캐릭터를 전투에 출전시켜 추론을 수행할 수 있습니다.	You can deploy trial operatives to complete Deductions in Paradoxical Labyrinth.						0	
coin_Science	智略点	智略點	知謀ポイント	지능 점수	Intuition Point						0	
coin_BattleCoin	迷宫之钥	迷宮之鑰	迷宮の鍵	미로 열쇠	Labyrinth Key						0	
coin_Exp	推演经验	推演經驗	演繹EXP	추론 경험치	Deduction EXP						0	
coin_LotteryTicket	申领凭证	申領憑證	交換チケット	신청 패스	Claim Pass						0	
coin_Season	采购券	採購券	購買券	구매권	Purchase Voucher						0	
coin_ScoreModel	战场经验	戰場經驗	戦場EXP	전투 경험치	Battlefield EXP						0	
coin_MonsterModel1	低阶征伐铭章：{1}	低階征伐銘章：{1}	下位討伐メダル：{1}	초급 정벌 훈장: {1}	Low-Tier Conquest Medal: {1}						0	悖论迷宫怪物图鉴激活道具
coin_MonsterModel2	中阶征伐铭章：{1}	中階征伐銘章：{1}	中位討伐メダル：{1}	중급 정벌 훈장: {1}	Mid-Tier Conquest Medal: {1}						0	悖论迷宫怪物图鉴激活道具
coin_MonsterModel3	高阶征伐铭章：{1}	高階征伐銘章：{1}	上位討伐メダル：{1}	상급 정벌 훈장: {1}	High-Tier Conquest Medal: {1}						0	悖论迷宫怪物图鉴激活道具
coin_Science_des	完成悖论迷宫可获得的系统评估点数。用于解锁、提升不同的逻辑研习科目，让后续的推演过程变得更加轻松。	完成悖論迷宮可獲得的系統評估點數。用於解鎖、提升不同的邏輯研習科目，讓後續的推演過程變得更輕鬆。	逆説迷宮をクリアして獲得するシステム評価ポイント。さまざまな論理研修科目のアンロック、レベルアップに使用され、これからの演繹においてよりスムーズに進めることができる。	역설적 미로를 완료하면 얻을 수 있는 시스템 평가 점수. 다양한 논리 연구를 오픈하고 향상시키는 데 사용되어, 이후의 추론 과정을 더욱 쉽게 만든다.	A point from the evaluation system for Paradoxical Labyrinth. Used to unlock and upgrade different Logic Research subjects to aid in subsequent Deductions.						0	
coin_BattleCoin_des	推演悖论迷宫过程中获得的道具。用于在军备兑换中换取各种类型的增益，是帮助分析员解开这座迷宫的重要物品。	推論悖論迷宮過程中獲得的道具。用於在軍備兌換中換取各種類型的增益，是幫助分析員解開這座迷宮的重要物品。	逆説迷宮を演繹する中で獲得する道具。軍備交換で各種バフとの交換に使用され、分析員がこの迷宮を解明するための重要なアイテムである。	역설적 미로 추론 과정 중 획득한 아이템. 군비 교환에서 다양한 유형의 버프를 얻을 수 있으며 분석가가 미로를 해독하는 데 도움이 되는 중요한 아이템이다.	A valuable item obtained during Deductions in Paradoxical Labyrinth. Used to exchange for various types of buffs in Armament Exchange to help overcome the dangers within the labyrinth.						0	
coin_Exp_des	完成悖论迷宫可获得的经验值。用于提升分析员的推演等级，解锁对应等级的评估嘉勉，从而获得公司提供的丰厚奖励。	完成悖論迷宮可獲得的經驗值。用於提升分析員的推演等級，解鎖對應等級的評估嘉獎，從而獲得公司提供的豐厚獎勵。	逆説迷宮をクリアして獲得するEXP。分析員の演繹レベルのレベルアップに使用される。レベルに対応する評価報酬をアンロックして、会社が提供する素晴らしい報酬を手に入れよう。	역설적 미로를 완료하면 얻을 수 있는 경험치. 분석가의 추론 레벨을 향상시키고 해당 레벨에 대한 평가 포상을 오픈하여 회사에서 제공하는 다양한 보상을 얻는 데 사용된다.	EXP obtained for progressing in Paradoxical Labyrinth. Used to increase Deduction Level, thereby unlocking even greater Evaluation Rewards from the company.						0	
coin_LotteryTicket_des	特别嘉勉专用的申领凭证，通关悖论迷宫后可以获得凭证，用于在特别嘉勉中兑换奖励	特別嘉勉專用的申領憑證，通關悖論迷宮後可以獲得憑證，用於在特別嘉勉中兌換獎勵	特別報酬専用の交換チケット。逆説迷宮をクリアすると獲得できる。特別報酬の交換に使用可能。	특수 포상 전용 신청 패스, 역설적 미로를 클리어하고 얻을 수 있는 패스로 특수 포상에서 보상을 교환하는 데 사용된다.	An exclusive pass obtained for progressing in Paradoxical Labyrinth. Can be used to exchange for rewards in Special Rewards.						0	
coin_Season_des	研发部给分析员提供的奖励，用于在迷宫配售中购买道具	研發部給分析員的獎勵，用於在迷宮配售中購買道具	開発部から分析員に提供された報酬。迷宮でアイテムの交換に使用可能。	연구부에서 분석가에게 제공하는 보상으로 미로 배급소에서 아이템을 구매하는 데 사용된다.	A reward from the R&D Department for the Adjutant. Can be used to purchase items in Paradoxical Labyrinth.						0	
coin_ScoreModel_des	在增益试炼中可获得的战场经验，用于解锁各种类型的增益，以强化综合战斗能力。	在增益試煉中可獲得的戰場經驗，用於解鎖各種類型的增益，以強化綜合戰鬥能力。	バフ試練で獲得できる戦場EXP\n各種類のバフを解放し、総合戦力を強化できる。	버프 시련에서 얻을 수 있는 전투 경험치로 다양한 유형의 버프를 오픈하는 데 사용되며, 종합적인 전투 능력을 강화시킬 수 있다.	EXP obtained from Buff Trial. Used to unlock all kinds of buffs that enhance overall combat strength.						0	
coin_MonsterModel1_des	击败{1}后可以获得的荣誉证明，一枚普通的铭章。可用于解锁征伐图谱和点亮敌方的征伐标记	擊敗{1}後可以獲得的榮譽證明，一枚普通的銘章。可用於解鎖征伐圖譜和點亮敵方的征伐標記	{1}の討伐で得られる名誉の証\n普通のメダルで、討伐図鑑の解放や敵の討伐マーク点灯に使用できる。	{1} 처치 후 획득할 수 있는 명예의 증명. 매우 평범한 훈장이다. 정벌 도감 해제와 적군의 정벌 표식을 활성화하는 데 사용할 수 있다.	An ordinary medal certifying your honor of defeating {1}. Can be used to unlock the Conquest Atlas and light up conquest marks.						0	悖论迷宫怪物图鉴激活道具
coin_MonsterModel2_des	击败{1}后可以获得的荣誉证明，一枚优质的铭章。可用于解锁征伐图谱和点亮敌方的征伐标记	擊敗{1}後可以獲得的榮譽證明，一枚優質的銘章。可用於解鎖征伐圖譜和點亮敵方的征伐標記	{1}の討伐で得られる名誉の証\n上質のメダルで、討伐図鑑の解放や敵の討伐マーク点灯に使用できる。	{1} 처치 후 획득할 수 있는 명예의 증명. 양질의 훈장이다. 정벌 도감 해제와 적군의 정벌 표식을 활성화하는 데 사용할 수 있다.	A fine medal certifying your honor of defeating {1}. Can be used to unlock the Conquest Atlas and light up conquest marks.						0	悖论迷宫怪物图鉴激活道具
